,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccountsAndOtherReceivablesNetCurrent,,,,16297000.000,27076000.000,6582000.000
AccountsPayableCurrent,18882000.000,23680000.000,21534000.000,21035000.000,33673000.000,25599000.000
AccountsReceivableNetCurrent,51926000.000,47779000.000,50853000.000,45489000.000,52832000.000,54629000.000
AccruedLiabilitiesCurrent,,29121000.000,43346000.000,43458000.000,46576000.000,41480000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,208143000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-653000.000,-496000.000,-1842000.000,-1325000.000,4000.000,10000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,273842000.000,266061000.000,258281000.000
AdditionalPaidInCapitalCommonStock,2476935000.000,2485973000.000,2496280000.000,2506013000.000,2750744000.000,2774305000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,1300000.000,1600000.000,2100000.000,700000.000,200000.000
Assets,1521891000.000,1483456000.000,1516592000.000,1870199000.000,2007271000.000,1998738000.000
AssetsCurrent,668493000.000,630339000.000,659002000.000,421190000.000,561249000.000,570876000.000
AvailableForSaleSecuritiesAmortizedCost,,327200000.000,337639000.000,103380000.000,230136000.000,232090000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,86558000.000,146599000.000,75592000.000,74339000.000,87141000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,81575000.000,141376000.000,73626000.000,72484000.000,85492000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,4983000.000,5223000.000,1966000.000,1855000.000,1649000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,0.000,0.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,57198000.000,74468000.000,36774000.000,68799000.000,55978000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,17563000.000,16591000.000,2398000.000,2277000.000,3563000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,253547000.000,247370000.000,65034000.000,160149000.000,173582000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,212008000.000,328308000.000,338429000.000,104206000.000,231225000.000,233123000.000
AvailableForSaleSecuritiesFairValueDisclosure,,328308000.000,338429000.000,104206000.000,231225000.000,233123000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,78000.000,294000.000,67000.000,64000.000,69000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses1,,36000.000,37000.000,10000.000,8000.000,5000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses1,,78000.000,,,,69000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses1,,42000.000,257000.000,57000.000,56000.000,64000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,1186000.000,1084000.000,893000.000,1153000.000,1102000.000
BusinessAcquisitionPurchasePriceAllocationNoncurrentAssets,,,,327697000.000,327697000.000,327697000.000
CashAndCashEquivalentsAtCarryingValue,248150000.000,100597000.000,107397000.000,99859000.000,73401000.000,95237000.000
CommitmentsAndContingencies,,,,,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,450000000.000,450000000.000,450000000.000,450000000.000,450000.000,450000.000
CommonStockSharesIssued,145776000.000,145891000.000,146203000.000,146289000.000,162579.000,163543.000
