,2011-06-30,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,433000.000,,,,811000.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,98000.000,,,,,,,,,,,,,,
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,,,,,,,,,,,,,,-824000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,2021000.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,1975530.000,1081226.000,,,,2444016.000,2550516.000,2623682.000,1459824.000,1056088.000,1046988.000,1046988.000,-2822164.000,175365.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,-0.790,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,-0.790,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,-14734000.000,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,61170000.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,6999000.000,,1161000.000,,,,-15664000.000,,,,-187000.000,,,,687000.000
ComprehensiveIncomeNetOfTax,,,4123000.000,5399000.000,7115000.000,2770000.000,3771000.000,-8000.000,-6787000.000,-16621000.000,-5854000.000,-4960000.000,-3033000.000,-7574000.000,-507000.000,1274000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,4852000.000,,,,,,,,,,,,,,
ConcentrationRiskPercentage1,,,,,,,,,,,,0.100,0.100,,,
CostOfGoodsAndServicesSold,,,,,,,,,,,4341000.000,2754000.000,3354000.000,1487000.000,491000.000,100000.000
CostOfGoodsSold,3040471.000,,,,,,,,6874000.000,6846000.000,,,,,,
CostOfRevenue,4302343.000,11234000.000,12355000.000,11866000.000,11390000.000,9066000.000,12713000.000,10345000.000,17652000.000,22961000.000,,,,,,
CostOfServices,1261872.000,,,,,,,,1895000.000,1869000.000,,,,,,
DebtInstrumentPeriodicPayment,,,,,,,,,,,,1500000.000,,,,
DeferredIncomeTaxExpenseBenefit,,2027000.000,,523000.000,,,,857000.000,,,,-45000.000,,,,
DepreciationAndAmortization,,,,634000.000,,,,824000.000,,,,79000.000,,,,4000.000
DepreciationDepletionAndAmortization,,1332000.000,,1443000.000,,,,1636000.000,,,,151000.000,,,,-4000.000
DerivativeInstrumentsLossRecognizedInIncome,,,,154000.000,52000.000,288000.000,205000.000,90000.000,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,190000.000,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,0.010,,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicShare,,,,,,,,,,,,,-0.010,,,
EarningsPerShareBasic,,0.260,0.200,0.350,0.340,0.040,0.170,-0.020,-0.400,-0.800,,-0.230,-0.110,-1.780,-1.060,-0.440
EarningsPerShareBasicAndDiluted,-1.440,,,,,,,,,,-0.240,,,,,-0.440
EarningsPerShareDiluted,,0.260,0.200,0.340,0.340,0.040,0.170,-0.020,-0.400,-0.800,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,,-5000.000,,-214000.000,,,,105000.000,,,,55000.000,,,,98000.000
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,0.340,,,,0.340
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,-0.340,0.340,,,,0.340,0.340,0.340,,,,,,
EmployeeBenefitsAndShareBasedCompensation,,,,,,,,,,,,433000.000,,,,811000.000
FiniteLivedIntangibleAssetsForeignCurrencyTranslationGainLoss,,,,,,,,,,,,-75000.000,,,,
GainLossOnDispositionOfAssets,,,,,,,,,,,,-843000.000,,,,-2085000.000
GainLossOnDispositionOfAssets1,,,,,,,,,,,,-843000.000,,-1731000.000,,-2085000.000
GainLossOnDispositionOfIntangibleAssets,,,,,,,,,,,,,,,,2085000.000
GainLossOnForeignCurrencyDerivativesRecordedInEarningsNet,,,,,,,,,,,,0.000,,,,
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,,10000.000,,,,,,,,
GainsLossesOnSalesOfAssets,,,,,,,,,,,,843000.000,,1731000.000,,
GeneralAndAdministrativeExpense,2719818.000,7119000.000,9243000.000,5659000.000,6268000.000,5972000.000,8851000.000,7587000.000,11452000.000,11678000.000,3450000.000,3965000.000,2932000.000,2894000.000,3442000.000,2342000.000
GoodwillAndIntangibleAssetImpairment,,,,,,,,,,,,,,3518000.000,,
GoodwillTranslationAdjustments,,,,890000.000,,,,-137000.000,,,,,,,,
GrossProfit,4103213.000,39039000.000,46551000.000,45350000.000,46675000.000,36827000.000,50777000.000,39730000.000,34468000.000,30742000.000,13657000.000,8479000.000,7889000.000,5771000.000,8172000.000,3439000.000
IncomeLossFromContinuingOperations,,,,,,,,,,,-5299000.000,-4872000.000,-2238000.000,-7417000.000,1388000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,5097000.000,5079000.000,9723000.000,8991000.000,-450000.000,4483000.000,-424000.000,-8302000.000,-14421000.000,-4641000.000,-4779000.000,-2103000.000,-7139000.000,1644000.000,-1828000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,,,-0.250,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,,,,,,-0.230,-0.100,-1.780,-1.040,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,,,,-125000.000,,,
IncomeTaxExpenseBenefit,,240000.000,866000.000,2511000.000,1897000.000,-1336000.000,1298000.000,-79000.000,-822000.000,522000.000,658000.000,93000.000,135000.000,278000.000,256000.000,21000.000
IncomeTaxesPaidNet,,5000.000,,3941000.000,,,,405000.000,,,,150000.000,,,,12000.000
IncreaseDecreaseInAccountsPayable,,707000.000,,-2707000.000,,,,-5837000.000,,,,512000.000,,,,-2596000.000
IncreaseDecreaseInAccountsReceivable,,7101000.000,,6403000.000,,,,-4367000.000,,,,-3141000.000,,,,-2620000.000
IncreaseDecreaseInAccruedLiabilities,,,,,,,,,,,,-365000.000,,,,-2831000.000
IncreaseDecreaseInDeferredRevenue,,1469000.000,,1137000.000,,,,-538000.000,,,,-413000.000,,,,-1146000.000
IncreaseDecreaseInEmployeeRelatedLiabilities,,-1077000.000,,30000.000,,,,-641000.000,,,,386000.000,,,,25000.000
IncreaseDecreaseInInventories,,-470000.000,,-794000.000,,,,-571000.000,,,,57000.000,,,,
IncreaseDecreaseInOtherAccruedLiabilities,,-5672000.000,,-5372000.000,,,,-6383000.000,,,,,,,,
IncreaseDecreaseInOtherOperatingLiabilities,,70000.000,,-58000.000,,,,42000.000,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,1967000.000,,-4013000.000,,,,280000.000,,,,1142000.000,,,,-193000.000
IncreaseDecreaseInRestrictedCash,,,,,,,,,,,,784000.000,,,,3000.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,487570.000,469560.000,460301.000,458295.000,-1185886.000,0.000,0.000,0.000,,,,,,
InterestPaid,,59000.000,,7000.000,,,,47000.000,,,,306000.000,,,,0.000
NetCashProvidedByUsedInFinancingActivities,,-612000.000,,-200000.000,,,,-5224000.000,,,,1962000.000,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-612000.000,,-200000.000,,,,-5224000.000,,,,1962000.000,,,,
NetCashProvidedByUsedInInvestingActivities,,-532000.000,,-1489000.000,,,,-6059000.000,,,,-878000.000,,,,3262000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-532000.000,,-1489000.000,,,,-6059000.000,,,,-878000.000,,,,3262000.000
NetCashProvidedByUsedInOperatingActivities,,8148000.000,,3064000.000,,,,-4486000.000,,,,-1326000.000,,,,-2673000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,8148000.000,,3064000.000,,,,-4486000.000,,,,3546000.000,,,,-2673000.000
NetIncomeLoss,-4145865.000,4857000.000,4213000.000,7212000.000,7094000.000,886000.000,3185000.000,-345000.000,-7480000.000,-14943000.000,-5109000.000,-4872000.000,-2363000.000,-7417000.000,1388000.000,-1849000.000
NonoperatingIncomeExpense,,,-401000.000,131000.000,-134000.000,473000.000,-1172000.000,-147000.000,-175000.000,-3824000.000,-332000.000,-333000.000,-292000.000,88000.000,152000.000,-77000.000
NumberOfOperatingSegments,,,,,,,,3.000,,,,,,,,
OperatingExpenses,6331110.000,33712000.000,41071000.000,35758000.000,37550000.000,37750000.000,46526000.000,40007000.000,42595000.000,41339000.000,17966000.000,12925000.000,9700000.000,12998000.000,6680000.000,5190000.000
OperatingIncomeLoss,-2227897.000,5327000.000,5480000.000,9592000.000,9125000.000,-923000.000,4251000.000,-277000.000,-8127000.000,-10597000.000,-4309000.000,-4446000.000,-1811000.000,-7227000.000,1492000.000,-1751000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPortionAttributableToParent,,,,,,,,,,,,0.000,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,-5000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,,,,,,-745000.000,-88000.000,-670000.000,-157000.000,-1895000.000,102000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,-90000.000,-1813000.000,21000.000,1884000.000,586000.000,337000.000,693000.000,-1678000.000,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,,-1813000.000,,,,337000.000,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,,-5000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,,,,,,,,,,-88000.000,,,,3123000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,,,,,,,,,,,,,,,-3021000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,,,,,93000.000,449000.000,,,,,,
PaymentsToAcquireIntangibleAssets,,0.000,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,96000.000,,211000.000,,,,85000.000,,,,94000.000,,,,-15000.000
ProceedsFromIssuanceOfWarrants,,98000.000,,0.000,,,,,,,,,,,,
ProceedsFromLinesOfCredit,,,,,,,,,,,,3960000.000,,,,
ProceedsFromRepaymentsOfNotesPayable,,-212000.000,,,,,,,,,,,,,,
ProceedsFromRepaymentsOfOtherLongTermDebt,,-525000.000,,,,,,,,,,,,,,
ProceedsFromSaleOfOtherProductiveAssets,,-366000.000,,-1220000.000,,,,-1717000.000,,,,,,,,
ProceedsFromSaleOfProductiveAssets,,,,,,,,,,,,,,,,3250000.000
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,20000.000,,,,,,,,
ProceedsFromStockOptionsExercised,,27000.000,,13000.000,,,,0.000,,,,,,,,
ProductWarrantyAccrualPayments,,,,314000.000,,,,247000.000,,,,,,,,
ProductWarrantyExpense,,,,337000.000,,,,256000.000,,,,,,,,
ProvisionForDoubtfulAccounts,,714000.000,,1046000.000,,,,813000.000,,,,102000.000,,,,19000.000
RepaymentsOfNotesPayable,,,,203000.000,,,,224000.000,,,,1998000.000,,,,
RepaymentsOfOtherLongTermDebt,,,,10000.000,,,,5000000.000,,,,,,,,
ResearchAndDevelopmentExpense,443327.000,758000.000,760000.000,773000.000,814000.000,805000.000,914000.000,795000.000,723000.000,821000.000,239000.000,314000.000,343000.000,326000.000,266000.000,143000.000
Revenues,8405556.000,50273000.000,58906000.000,57216000.000,58065000.000,45893000.000,63490000.000,50075000.000,52120000.000,53703000.000,17998000.000,11233000.000,11243000.000,7258000.000,8663000.000,3539000.000
SalesReturnsGoods,,10566000.000,,,,,,,,,,,,,,
SalesRevenueGoodsNet,6386104.000,,,,,,,,33476000.000,29542000.000,,,,,,
SalesRevenueNet,8405556.000,50273000.000,58906000.000,57216000.000,58065000.000,45893000.000,63490000.000,50075000.000,52120000.000,53703000.000,17998000.000,11233000.000,11243000.000,7258000.000,8663000.000,3539000.000
SalesRevenueServicesNet,2019452.000,,,,,,,,5501000.000,6069000.000,,,,,,
SellingAndMarketingExpense,3167965.000,25835000.000,31068000.000,29326000.000,30468000.000,30973000.000,36761000.000,31625000.000,30420000.000,28840000.000,14277000.000,7803000.000,6425000.000,4529000.000,2972000.000,620000.000
ShareBasedCompensation,,1753000.000,,1290000.000,,,,1262000.000,,,,2437000.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,,,,,,,,,,,16998.000,,,,23285.000
