,2012-12-31,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,100669.000,,,,-38794.000,,,,521.000,
ComprehensiveIncomeNetOfTax,,-1752.000,-101908.000,-72534.000,-263569.000,-50288.000,-42047.000,-33701.000,-111466.000,,,
ConcentrationRiskPercentage1,,,1.000,,,,,,,,,
Depreciation,,,133.000,,,,133.000,,,,133.000,
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.010,0.000,-0.030,-0.440,-0.000,0.000,-0.010,-0.010,-0.000,-0.000
FeesAndCommissions,7901.000,7166.000,14491.000,11067.000,151.000,0.000,,,,,,
GainLossOnSaleOfSecuritiesNet,,,4849.000,53242.000,0.000,0.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,45101.000,,,,-3176.000,,,,9816.000,
IncreaseDecreaseInAccountsReceivableRelatedParties,,,-26460.000,,,,,,,,,
IncreaseDecreaseInDueFromRelatedParties,,,,,,,-7000.000,,,,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,,,10000.000,
IncreaseDecreaseInFinanceReceivables,,,36020.000,,,,704.000,,,,,
IncreaseDecreaseInInterestAndDividendsReceivable,,,1738.000,,,,,,,,,
IncreaseDecreaseInOtherOperatingAssets,,,480.000,,,,,,,,,
IncreaseDecreaseInOtherReceivables,,,1653.000,,,,,,,,,
InterestExpenseDebt,,,,,,,,,33378.000,,,
InterestIncomeOperating,7711.000,5722.000,12358.000,11576.000,3302.000,-53.000,,,,,,
InvestmentIncomeInterestAndDividend,,,2610.000,2743.000,1289.000,11.000,12.000,287.000,26.000,3.000,,
MarketableSecuritiesUnrealizedGainLoss,,16906.000,12079.000,-36304.000,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,135996.000,,,,,,,,10000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,135996.000,,,,,,,,10000.000,
NetCashProvidedByUsedInInvestingActivities,,,-1136.000,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-1136.000,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-34191.000,,,,-38794.000,,,,-9479.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-34191.000,,,,-38794.000,,,,-9479.000,
NetIncomeLoss,-25716.000,-18658.000,-113987.000,-36230.000,-263569.000,-74513.000,-42047.000,-33701.000,-111466.000,-27192.000,-19428.000,-10890.000
OperatingExpenses,41328.000,,148295.000,114858.000,268311.000,74471.000,42089.000,60343.000,111492.000,34490.000,19428.000,10890.000
OperatingIncomeLoss,,,-121446.000,-92215.000,-264858.000,-74524.000,-42089.000,-60343.000,-111492.000,-34490.000,-19428.000,-10890.000
OperatingLeasesRentExpenseNet,,,7500.000,,7500.000,,0.000,,,,0.000,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodBeforeTax,,,,12079.000,,,,,,,,
OtherIncome,,,,,,,,26355.000,,,,
OtherNonoperatingIncomeExpense,,,7459.000,55985.000,1289.000,11.000,12.000,26642.000,26.000,7328.000,,
PaymentsForRent,,,2500.000,,,,2500.000,,,,,
PaymentsToAcquireFinanceReceivables,,,102250.000,,,,,,,,,
PaymentsToAcquireMarketableSecurities,,,32939.000,,,,,,,,,
ProceedsFromCollectionOfFinanceReceivables,,,79362.000,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,135996.000,,,,,,,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,31803.000,,,,,,,,,
ProvisionForDoubtfulAccounts,,,,,141591.000,,,,,,,
ProvisionForLoanAndLeaseLosses,,,0.000,,,,,,,,,
ProvisionForLoanLossesExpensed,,,,,,,0.000,,,,,
Revenues,15612.000,13531.000,26849.000,22643.000,3452.000,-52.000,,0.000,,,,
SalesRevenueGoodsNet,,,,,,,,,,,0.000,
SalesRevenueNet,15612.000,13531.000,26849.000,22643.000,3452.000,-52.000,,-26355.000,,,,
SellingGeneralAndAdministrativeExpense,41328.000,32189.000,148295.000,114858.000,126720.000,216062.000,42089.000,60343.000,78114.000,67868.000,19428.000,10890.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,10000000.000,10000000.000,10134664.000,10134664.000,10134664.000,-29390526.000,9719727.000,10781466.000,10781466.000,-20768809.000,10781466.000,10781466.000
