,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,1556000.000,1211000.000,,1287000.000,1086000.000,1192000.000,549000.000,994000.000,896000.000,995000.000,,795000.000,,,,577000.000,465000.000,396000.000,211000.000,,,,,
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,100000.000,13000.000,15000.000,,,,,,,,,,,,,,,,,
AccountsPayableCurrent,,,528000.000,,,,,,,,553000.000,,797000.000,572000.000,617000.000,,,,,171000.000,379000.000,430000.000,247000.000,513000.000
AccountsPayableTradeCurrent,,,,,,,,,,,,,,,,,120000.000,176000.000,,,,,,
AccountsReceivableNet,,,,,112000.000,356000.000,123000.000,118000.000,478000.000,533000.000,641000.000,1115000.000,884000.000,840000.000,,645000.000,546000.000,575000.000,,,,,,
AccountsReceivableNetCurrent,475000.000,516000.000,750000.000,662000.000,640000.000,1086000.000,610000.000,573000.000,,,,,,,2190000.000,,,,919000.000,769000.000,641000.000,898000.000,928000.000,1765000.000
AccruedBonusesCurrentAndNoncurrent,,,,,,,33000.000,,,,45000.000,,,,19000.000,,,,340000.000,,,,487000.000,
AccruedEmployeeBenefitsCurrentAndNoncurrent,,,,,,,31000.000,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,,4000.000,77000.000,84000.000,88000.000,112000.000,79000.000,79000.000,65000.000,71000.000,81000.000,73000.000,61000.000,76000.000,104000.000,84000.000,71000.000,38000.000,22000.000,23000.000,13000.000,11000.000,4000.000,-17000.000
AccruedLiabilitiesCurrent,,,801000.000,,,,538000.000,,,,660000.000,736000.000,730000.000,731000.000,969000.000,1004000.000,859000.000,715000.000,670000.000,647000.000,529000.000,529000.000,697000.000,561000.000
AccruedLiabilitiesForCommissionsExpenseAndTaxes,,,,,,,,,,,26000.000,,,,13000.000,,,,18000.000,,,,18000.000,
AccruedSalariesCurrentAndNoncurrent,,,,,,,111000.000,,,,137000.000,,,,227000.000,,,,243000.000,,,,264000.000,
AccruedVacationCurrentAndNoncurrent,,,,,,,423000.000,,,,439000.000,,,,490000.000,,,,423000.000,,,,291000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,-17815000.000,,,,18221000.000,,,,19342000.000,,,,12456000.000,,,,10989000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,713000.000,795000.000,,727000.000,662000.000,701000.000,,568000.000,636000.000,553000.000,,326000.000,368000.000,228000.000,172000.000,285000.000,287000.000,262000.000,223000.000,238000.000
