,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilities,,,,75517.000,99130.000,,,,,,,,,,,,,,,,,
AccountsPayableAndAccruedLiabilitiesCurrent,1029.000,62051.000,,,,,,,207313.000,107615.000,269947.000,234535.000,242857.000,384393.000,467983.000,645111.000,323607.000,375901.000,433319.000,484827.000,534219.000,527277.000
AccountsPayableAndOtherAccruedLiabilities,,,,,,127409.000,146987.000,160317.000,,,,,,,,,,,,,,
AccountsPayableCurrent,,,,,,,,10.000,,,,,,,,,,,,,,
AccountsPayableTradeCurrent,,,,,,,,,,,4494.000,,,,,,,,,,,
AccountsReceivableNetCurrent,,6028.000,,,14133.000,17716.000,31653.000,43955.000,14747.000,17283.000,18066.000,804.000,173.000,662.000,,,,,,,,
AccruedLiabilitiesAndOtherLiabilities,,,,,,6060.000,,2600.000,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,4458.000,,,,,,,,,,,,
AccruedSalaries,,,,15000.000,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,40.000,187.000,390.000,1037.000,1529.000,1976.000,-2423.000,3359.000,4051.000,4742.000,5433.000,6194.000,7367.000,8308.000,9953.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,,15533.000,-1983.000,11016.000,23244.000,8812.000
AdditionalPaidInCapital,283146.000,466446.000,,240009.000,202372.000,229648.000,3714104.000,8278863.000,8448035.000,9622232.000,9771419.000,10364953.000,11084504.000,11868822.000,12562068.000,12745761.000,12536138.000,12651403.000,12790168.000,12915616.000,13764813.000,15214925.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,37790.000,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,26754.000,43408.000,43408.000,43408.000,44068.000,44068.000,43408.000,43408.000,43408.000,43408.000,,
Assets,258790.000,20290.000,,,,,,242396.000,455626.000,1929354.000,1824440.000,1784545.000,1496976.000,1209835.000,1062569.000,826946.000,91318.000,97855.000,74667.000,98737.000,194134.000,497832.000
AssetsCurrent,130956.000,20290.000,,1867.000,18228.000,34872.000,184561.000,236055.000,450928.000,1782838.000,1626320.000,1374068.000,872480.000,778635.000,640192.000,541177.000,31405.000,38634.000,14542.000,35081.000,117029.000,285457.000
BankOverdrafts,,,,,,,,,,,,,,,,,,,462.000,,,
Capital,,,,,,-335758.000,,,,,,,,,922322.000,1139678.000,,1361486.000,1561989.000,3741640.000,,
CashAndCashEquivalentsAtCarryingValue,7339.000,3355.000,,812.000,1892.000,9873.000,116887.000,153247.000,108766.000,422082.000,309802.000,242373.000,118429.000,140853.000,1576.000,179.000,11548.000,5743.000,,7540.000,67260.000,241120.000
CashEquivalentsAtCarryingValue,,3355.000,,,,,,,,,,,,,,,,,,,,
CashFDICInsuredAmount,,,,,,,250000.000,250000.000,250000.000,,309802.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000
ClassOfWarrantOrRightOutstanding,,,,,,,3000000.000,3000000.000,300000.000,300000.000,,,,300000.000,300000.000,1000000.000,,1300000.000,,,,
ClassOfWarrantOrRightUnissued,,,,,,,250000.000,,,,,,,,,,,,,,,
