,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,18719.000,,,,37045.000,,,,24927.000
AmortizationOfDebtDiscountPremium,,25000.000,,,,6107467.000,,,,11373712.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,38838974.000,,,,5732109.000,,,,
CapitalExpendituresIncurredButNotYetPaid,,419693.000,,,,486309.000,,,,32389.000
CashPeriodIncreaseDecrease,,18570538.000,,,,-2480568.000,,,,-988639.000
CostOfRevenue,942334.000,966593.000,1299948.000,1102727.000,1444147.000,1861745.000,1888371.000,2161979.000,2149287.000,1980076.000
DepreciationAndAmortization,,339593.000,,,,563322.000,,,,538804.000
EarningsPerShareBasic,,,3.000,0.350,,,-4.100,-50.360,,49.740
EarningsPerShareBasicAndDiluted,-117.590,-13.990,,,,-15.260,,,,
EarningsPerShareDiluted,,,0.710,0.260,,,-4.100,-50.360,,-0.700
EmployeeBenefitsAndShareBasedCompensation,,18720.000,,,,37045.000,,,,24927.000
FairValueAdjustmentOfWarrants,13900400.000,66994149.000,-24335676.000,-20016848.000,-2926817.000,20219263.000,8620051.000,-135727676.000,-26302821.000,-38916259.000
GainLossOnDispositionOfAssets,,,,,,,,,,-42485.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,-17292463.000,,602555.000
GeneralAndAdministrativeExpense,597795.000,1060652.000,1276555.000,1795766.000,2108460.000,2208657.000,2490398.000,2464159.000,1638783.000,1857729.000
GrossProfit,-532944.000,-507863.000,-774442.000,-556793.000,-832277.000,-1130323.000,-1159414.000,-1426162.000,-1297357.000,-1149299.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-17249346.000,-71173625.000,19161934.000,13056359.000,-18942587.000,-33650756.000,-20277017.000,-29047775.000,-6170970.000,21503620.000
IncomeTaxExpenseBenefit,-822.000,,1250.000,,,1750.000,,,,
IncomeTaxesPaidNet,,,,,,1750.000,,,,
IncreaseDecreaseInAccountsPayable,,-37237.000,,,,-899776.000,,,,987801.000
IncreaseDecreaseInAccountsReceivable,,23024.000,,,,23417.000,,,,-108990.000
IncreaseDecreaseInAccruedLiabilities,,495060.000,,,,441817.000,,,,605206.000
IncreaseDecreaseInInventories,,47602.000,,,,22870.000,,,,-332082.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,181741.000,,,,1006698.000,,,,32274.000
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,9542242.000,,,,,,,1341.000
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,10714000.000,7417940.000,,,,,,
IncrementalCommonSharesAttributableToEquityUnitPurchaseAgreements,,,,174948.000,,,,,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,219320.000,166.000,,,,,,
InterestExpense,314450.000,305582.000,309785.000,253220.000,10888858.000,6316330.000,6155088.000,138214061.000,16780691.000,11570483.000
InterestPaid,,241228.000,,,,215199.000,,,,204821.000
InvestmentIncomeInterest,619.000,4297.000,9035.000,4746.000,115.000,578.000,721.000,2884.000,3216.000,2395.000
NetCashProvidedByUsedInFinancingActivities,,22322580.000,,,,6294013.000,,,,3128635.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,22322580.000,,,,6294013.000,,,,3128635.000
NetCashProvidedByUsedInInvestingActivities,,-161335.000,,,,-624501.000,,,,-67870.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-161335.000,,,,-624501.000,,,,-67870.000
NetCashProvidedByUsedInOperatingActivities,,-3590707.000,,,,-8150080.000,,,,-4049404.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-3590707.000,,,,-8150080.000,,,,-4049404.000
NetIncomeLoss,-17248524.000,-71173625.000,19160684.000,13056359.000,-18942587.000,-33652506.000,-20277017.000,-29047775.000,-6170970.000,21503620.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-71173625.000,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,11869509.000,,,,,,-12178128.000
NonoperatingIncomeExpense,-14214231.000,-67295434.000,24034926.000,19768374.000,-11999989.000,-26535015.000,-11399666.000,-19775964.000,2645073.000,27950726.000
OperatingExpenses,2502171.000,3370328.000,4098550.000,6155222.000,6110321.000,5985418.000,7717937.000,7845649.000,7518686.000,5297807.000
OperatingIncomeLoss,-3035115.000,-3878191.000,-4872992.000,-6712015.000,-6942598.000,-7115741.000,-8877351.000,-9271811.000,-8816043.000,-6447106.000
OperatingLeasesRentExpenseNet,,,,,,165045.000,238319.000,237376.000,244862.000,239428.000
PaymentsForConstructionInProcess,,77769.000,,,,408271.000,,,,4017.000
PaymentsForRepurchaseOfWarrants,,,,,,314879.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,83566.000,,,,216230.000,,,,63853.000
