,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,205359.000,64150.000,41454.000,59763.000,49728.000,54693.000,63335.000,54794.000,34698.000,57531.000,46460.000,47004.000,66584.000,76282.000,108844.000,108437.000,19846.000,40776.000,79073.000,62513.000,120467.000,110517.000
AccountsPayableCurrent,,,,,34229.000,,,,16271.000,,,,48277.000,,,,4539.000,,,,51943.000,
AccountsReceivableNet,,3000.000,6000.000,,,,,,,,,,,,,,,,,,,
AccountsReceivableNetCurrent,6000.000,,,24438.000,3529.000,5500.000,22000.000,16500.000,24989.000,16500.000,16500.000,16500.000,11000.000,,0.000,0.000,0.000,,,,,
AccruedProfessionalFeesCurrent,,,,,14487.000,,,,15120.000,,,,15000.000,,,,12000.000,,,,65217.000,
Assets,14934.000,107418.000,26198.000,29979.000,11438.000,16545.000,30081.000,27261.000,37610.000,35196.000,26757.000,24451.000,18765.000,9207.000,9230.000,9275.000,193435.000,101037.000,31552.000,25922.000,68576.000,67685.000
AssetsCurrent,14934.000,107418.000,26198.000,29979.000,11438.000,16545.000,30081.000,27261.000,37610.000,35196.000,26757.000,24451.000,18765.000,9207.000,9230.000,9275.000,193435.000,101037.000,31552.000,25922.000,68576.000,67685.000
Cash,,99833.000,15277.000,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,5766.000,99833.000,15277.000,4059.000,7415.000,8029.000,3565.000,5293.000,6888.000,12524.000,4408.000,2454.000,1888.000,3069.000,2781.000,2436.000,187097.000,93410.000,28636.000,23740.000,6425.000,5500.000
ClassOfWarrantOrRightOutstanding,,,,,0.000,,,,,,,,,,,,,,,,464000.000,
CommonStockIncludingAdditionalPaidInCapital,,,,38755638.000,38755638.000,38755638.000,38755638.000,38755638.000,,,,,,,,,,,,,,
CommonStockNoParValue,0.000,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,
CommonStockSharesAuthorized,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000,500000000.000
CommonStockSharesIssued,191596364.000,12772568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,45572568.000,45572568.000,45572568.000,45572568.000,45572568.000,45572568.000
CommonStockSharesOutstanding,191596364.000,12772568.000,13572568.000,12772568.000,12772568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,13572568.000,45572568.000,45572568.000,45572568.000,45572568.000,45572568.000,45572568.000
CommonStockSharesSubscribedButUnissuedValue,,117948.000,0.000,,,,,,,,,,,,,,,,,,,
CommonStockSharesSubscriptions,,,,,0.000,,,,,,,,,,,,,,,,,
CommonStockValue,38637690.000,38637690.000,38755638.000,,,,,,38755638.000,38755638.000,38755638.000,38755638.000,38755638.000,38755638.000,38755638.000,38755638.000,40458297.000,40458297.000,40458297.000,40458297.000,40458297.000,40458297.000
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,,,,,,,0.000,
DeferredTaxAssetsNetNoncurrent,0.000,0.000,0.000,,,,,,0.000,,,,,,,,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,10060000.000,,,,10092000.000,,,,10180000.000,,,,10312000.000,,,,10466000.000,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,,,,29680000.000,,,,29942000.000,,,,30328000.000,,,,30782000.000,
DeferredTaxAssetsValuationAllowance,,,9979000.000,10042000.000,10060000.000,10070000.000,10080000.000,10086000.000,10092000.000,10131000.000,10150000.000,10162000.000,10180000.000,10131000.000,10200000.000,10228000.000,10302000.000,10333000.000,10390000.000,10432000.000,10466000.000,10473000.000
DeferredTaxAssetsValuationAllowanceNoncurrent,9945000.000,,,,,,,,,,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,185125.000,212833.000,242149.000,274499.000,298298.000,347643.000,435501.000,494046.000,526097.000,557226.000,563171.000,562881.000,645317.000,41905.000,20340.000,79526.000,215259.000,269665.000,329129.000
EmployeeRelatedLiabilitiesCurrent,,,,,4012.000,,,,3307.000,,,,3307.000,,,,3307.000,,,,3307.000,
IncomeTaxReceivable,,,,,494.000,,,,5733.000,,,,5877.000,,,,6338.000,,,,,
IncomeTaxesReceivable,,,,,,,,,,,,,,,,,,,,,2552.000,
IntangibleAssetsNetExcludingGoodwill,0.000,,,,,,,,,,,,,,,,,,,,,
LiabilitiesAndStockholdersEquity,14934.000,107418.000,26198.000,29979.000,11438.000,16545.000,30081.000,27261.000,37610.000,35196.000,26757.000,24451.000,18765.000,9207.000,9230.000,9275.000,193435.000,101037.000,31552.000,25922.000,68576.000,67685.000
LiabilitiesCurrent,624199.000,598668.000,615951.000,806473.000,841907.000,876188.000,917180.000,932438.000,961687.000,1072378.000,1119852.000,1152447.000,1203156.000,1218799.000,1251071.000,1333100.000,61751.000,61116.000,158599.000,277772.000,390132.000,439646.000
NotesPayable,,47588.000,50625.000,,,,,,,,,,,,,,,,,,,
NotesPayableCurrent,,,,56623.000,58399.000,58399.000,58399.000,58399.000,58399.000,58399.000,58399.000,58399.000,58399.000,58399.000,58399.000,58399.000,0.000,,,,,
NotesPayableRelatedPartiesClassifiedCurrent,,423644.000,450975.000,504962.000,520947.000,520947.000,520947.000,520947.000,520947.000,520947.000,520947.000,520947.000,520947.000,520947.000,520947.000,520947.000,0.000,,,,,
PreferredStockNoParValue,0.000,,,,,,,,0.000,0.000,0.000,0.000,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockParOrStatedValuePerShare,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,
PreferredStockSharesAuthorized,500000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
PreferredStockSharesIssued,,0.000,0.000,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,,0.000,0.000,,,,,,,,,,,,,,,,,,,
PreferredStockValue,0.000,0.000,0.000,,,,,,,,,,,,,,,,0.000,,0.000,
PrepaidAdvertising,,,,,,,,,,,,,,,,,,,,,59599.000,
PrepaidExpenseAndOtherAssetsCurrent,3168.000,4585.000,4921.000,1482.000,494.000,3016.000,4516.000,5468.000,5733.000,6172.000,5849.000,5497.000,5877.000,6138.000,6449.000,6839.000,6338.000,7627.000,2916.000,2182.000,62151.000,62185.000
PropertyPlantAndEquipmentNet,0.000,,,,,,,,,,,,,,,,,,,,,
RetainedEarningsAccumulatedDeficit,-39246955.000,-39246888.000,-39345391.000,-39532132.000,-39586107.000,-39615281.000,-39642737.000,-39660815.000,-39679715.000,-39792820.000,-39848733.000,-39883634.000,-39940029.000,-39965230.000,-39997479.000,-40079463.000,-40326613.000,-40418376.000,-40585344.000,-40710147.000,-40779853.000,-40830258.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExercisePrice,,,,,0.000,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNonOptionEquityInstrumentsOutstandingNumber,,,,,,,,,,,,,,,,,464000.000,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,,,,,,,,,,,,1250000.000,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableNumber,,,,,0.000,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisableWeightedAverageExercisePrice,,,,,0.000,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,0.000,,,,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingWeightedAverageExercisePrice,,,,,0.000,,,,,,,,,,,,,,,,,
SharesIssued,,,,,,,,,,-1037182.000,,,,,,,,,,,,
StockholdersEquity,-609265.000,-491250.000,-589753.000,-776494.000,-830469.000,-859643.000,-887099.000,-905177.000,-924077.000,-1037182.000,-1093095.000,-1127996.000,-1184391.000,-1209592.000,-1241841.000,-1323825.000,131684.000,39921.000,-127047.000,-251850.000,-321556.000,-371961.000
