,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,38975.000,37771.000,33745.000,32550.000,37458.000,37640.000,37859.000,37564.000,38100.000,206630.000,640368.000,914245.000,988823.000,1300532.000,1292720.000,1144651.000,805161.000,457034.000,476175.000
AccountsPayableInterestBearingInterestRate,,,,,,,,,,0.080,0.080,0.080,,,,,,,
AccountsReceivableNetCurrent,2230.000,300.000,1435.000,1340.000,2595.000,0.000,,,5240.000,138041.000,59106.000,66997.000,63838.000,142206.000,183180.000,266214.000,383004.000,344955.000,360126.000
AccruedInvestmentIncomeReceivable,,,,,,,,354.000,2241.000,,,,,,,,,,
AccruedLiabilitiesCurrent,3005.000,9583.000,17409.000,17080.000,26527.000,31199.000,31558.000,16949.000,11302.000,72610.000,99997.000,184540.000,400510.000,563814.000,868553.000,576613.000,818164.000,523702.000,208418.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,13466.000,,,,,,,,-11697.000,16076.000,20706.000,25624.000,30974.000,36548.000,42020.000,47553.000,52965.000,46068.000
AdditionalPaidInCapital,46711.000,46711.000,46711.000,46711.000,46711.000,246691.000,246691.000,246691.000,340441.000,5538242.000,5554242.000,5687238.000,6378322.000,6493518.000,6836482.000,9422816.000,9905980.000,13699275.000,15566199.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,0.000,,,,,,,,,
Assets,13094.000,9274.000,8941.000,4539.000,3891.000,618.000,28.000,167832.000,157710.000,2046454.000,1685561.000,1490722.000,1351129.000,1291858.000,1079585.000,2280877.000,1885591.000,2547988.000,2947838.000
AssetsCurrent,10019.000,6199.000,5866.000,1464.000,3891.000,618.000,28.000,167832.000,157710.000,1771498.000,1458109.000,1297705.000,1176619.000,1130853.000,918203.000,2124967.000,1735213.000,2400772.000,2386376.000
BusinessAcquisitionSharePrice,,,,,,,,,,,,,,,,,,,1.450
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,364.000,,,,,,,,,7062.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,,,,,155060.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,,-37411.000,,,,,,,,,-5180.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesOther,,,,,,,,,,-11302.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedDeferredTaxAssetsNoncurrent,,,,,,,,,,-2860.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,,,,,,,,,,,,376431.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,,,,,,,,,,,,,,,,103488.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,-46149.000,,,,,,,,,377000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesOther,,,,,,,,,,-150000.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,46250.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredGoodwillAndLiabilitiesAssumedNet,,,,,,,,,,3200000.000,,,,,,,,,
Cash,7789.000,5899.000,4431.000,124.000,1296.000,618.000,28.000,17478.000,229.000,1082290.000,368136.000,145950.000,85378.000,141317.000,12800.000,1013596.000,400178.000,1088066.000,
CashAndCashEquivalentsAtCarryingValue,,,,,,,,,,,,,,,,,,,883715.000
ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,,,,,,,,,,,,,,,,,,,576923.000
