,2013-02-28,2013-05-31,2013-11-30,2014-02-28,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,,150.000,,,,,,,,,,,,
AdvertisingExpense,723.000,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,30000.000,,243800.000,,283500.000,287700.000,276500.000,154900.000,172100.000,132000.000,108500.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,46717615.000,,32030530.000,,,,5140872.000,,4873180.000,4827167.000,4827170.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,-2278548.000,,
CashPeriodIncreaseDecrease,,,-9124.000,,1826470.000,,,,-3304523.000,,,,,,
CostOfGoodsAndServicesSold,1864.000,322.000,1686.000,685.000,,,,,,,,,,,
Depreciation,,,,,3594.000,,,,2953.000,,,,20163.000,,
DerivativeGainLossOnDerivativeNet,,,,,-26114720.000,9836252.000,2102565.000,10465626.000,9293339.000,3261980.000,831971.000,-278424.000,-80043.000,449041.000,244075.000
EarningsPerShareBasic,,,,,,0.110,-0.050,,0.430,-0.220,-0.150,,-0.140,-0.090,-0.160
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.000,-0.730,,-0.050,,,,,,,,
EarningsPerShareDiluted,,,,,,0.080,-0.050,,0.360,-0.220,-0.150,,-0.140,-0.090,-0.160
FairValueAdjustmentOfWarrants,,,,,4884633.000,,,,,,,,,,
FeesAndCommissions,,,,,586200.000,,,,,,,,,,
GeneralAndAdministrativeExpense,3905.000,19797.000,14538.000,3121.000,-3003603.000,-2293329.000,-2293062.000,16816877.000,1764013.000,3604109.000,2137967.000,2502824.000,1252444.000,1282296.000,1792261.000
GrossProfit,482.000,312.000,164.000,-3.000,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,6665.000,,-121365.000,,,,314712.000,,,,-587992.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,497474.000,,,,132264.000,,,,-229967.000,,
