,2012-09-29,2013-03-30,2013-06-29,2013-09-28,2013-12-28,2014-03-29,2014-06-28,2014-09-27
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,-106000.000,,,,-80000.000,,
AllocatedShareBasedCompensationExpense,1152000.000,1466000.000,1660000.000,1728000.000,1761000.000,2104000.000,1862000.000,1816000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,663000.000,7659000.000,8552000.000,3612000.000,-11595000.000,8952000.000,8477000.000,7753000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-29939000.000,,,,-3864000.000,,
ComprehensiveIncomeNetOfTax,4680000.000,-1191000.000,-446000.000,4434000.000,-6849000.000,-9996000.000,-5951000.000,-3268000.000
CostOfRevenue,35560000.000,26808000.000,31646000.000,34749000.000,27717000.000,26575000.000,28987000.000,26031000.000
DepreciationDepletionAndAmortization,1183000.000,1500000.000,1604000.000,1721000.000,1764000.000,1817000.000,1779000.000,1907000.000
EarningsPerShareBasic,0.120,,,0.140,,,,-0.090
EarningsPerShareBasicAndDiluted,,-0.040,-0.010,,,-0.300,-0.180,
EarningsPerShareDiluted,0.100,,,0.120,,,,-0.090
EffectOfExchangeRateOnCashAndCashEquivalents,,-9000.000,,,,-26000.000,,
FairValueAssumptionsExpectedVolatilityRate,,,0.610,0.600,,0.460,0.440,0.440
FairValueAssumptionsRiskFreeInterestRate,,,0.006,0.014,,0.016,0.017,0.017
GainLossOnSaleOfPropertyPlantEquipment,,,,,,-337000.000,,
GrossProfit,25015000.000,19817000.000,20719000.000,25253000.000,15607000.000,14742000.000,18073000.000,17092000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,4405000.000,-1180000.000,-388000.000,4338000.000,-6754000.000,-9949000.000,-5847000.000,-3211000.000
IncomeTaxExpenseBenefit,-308000.000,28000.000,60000.000,-95000.000,74000.000,44000.000,117000.000,-63000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,-15613000.000,,,,-3988000.000,,
IncreaseDecreaseInAccountsReceivable,,839000.000,,,,767000.000,,
IncreaseDecreaseInCustomerDeposits,,-9093000.000,,,,0.000,,
IncreaseDecreaseInDeferredRevenue,,-5207000.000,,,,974000.000,,
IncreaseDecreaseInInventories,,3399000.000,,,,-8570000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-5272000.000,,,,3188000.000,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,2000.000,,,,0.000
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,3408000.000,,,,0.000
InterestExpenseCustomerDeposits,,19000.000,,,,41000.000,,
InterestIncomeExpenseNonoperatingNet,-213000.000,-79000.000,-59000.000,-27000.000,35000.000,35000.000,33000.000,54000.000
InventoryWriteDown,,,,,,1667000.000,,
MarketableSecuritiesUnrealizedGainLoss,-21000.000,8000.000,-8000.000,-2000.000,2000.000,2000.000,14000.000,-38000.000
MinorityInterestInNetIncomeLossPreferredUnitHolders,2279000.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,-2526000.000,,,,525000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-2526000.000,,,,525000.000,,
NetCashProvidedByUsedInInvestingActivities,,-408000.000,,,,-350000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-408000.000,,,,-350000.000,,
NetCashProvidedByUsedInOperatingActivities,,-26996000.000,,,,-4013000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-26996000.000,,,,-4013000.000,,
NetIncomeLoss,4713000.000,-1208000.000,-448000.000,4433000.000,-6828000.000,-9993000.000,-5964000.000,-3148000.000
NetIncomeLossAvailableToCommonStockholdersBasic,2434000.000,,,4433000.000,,,,
NonoperatingIncomeExpense,-52000.000,-34000.000,-15000.000,99000.000,34000.000,19000.000,44000.000,-14000.000
OperatingCostsAndExpenses,20345000.000,20884000.000,21033000.000,20987000.000,22430000.000,24745000.000,23997000.000,20343000.000
OperatingIncomeLoss,4670000.000,-1067000.000,-314000.000,4266000.000,-6823000.000,-10003000.000,-5924000.000,-3251000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentBeforeTaxPortionAttributableToParent,-12000.000,9000.000,10000.000,3000.000,-23000.000,-5000.000,-1000.000,-82000.000
OtherSignificantNoncashTransactionValueOfConsiderationReceived1,,,,,,0.000,,
PaymentsForDeposits,,4000000.000,,,,,,
PaymentsForRestructuring,,,,,,1836000.000,,
PaymentsToAcquireMarketableSecurities,,8882000.000,,,,11222000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,1866000.000,,,,628000.000,,
PreferredStockDividendsAndOtherAdjustments,-2279000.000,,,,,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,10340000.000,,,,11500000.000,,
ProceedsFromStockOptionsExercised,,261000.000,,,,525000.000,,
ResearchAndDevelopmentExpense,9355000.000,10164000.000,10476000.000,10777000.000,10775000.000,11384000.000,9095000.000,9251000.000
RestructuringCharges,,,,,,1962000.000,,
Revenues,60575000.000,46625000.000,52365000.000,60002000.000,43324000.000,41317000.000,47060000.000,43123000.000
SalesRevenueNet,60575000.000,46625000.000,52365000.000,60002000.000,43324000.000,41317000.000,47060000.000,43123000.000
SellingGeneralAndAdministrativeExpense,10990000.000,10720000.000,10557000.000,10210000.000,11655000.000,13361000.000,14902000.000,11092000.000
ShareBasedCompensation,,1466000.000,,,,2104000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfAdditionalSharesAuthorized,,,,,,1308000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,,,,,,1271000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,24351000.000,,,35804000.000,,,,33572000.000
