,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,201175.000,242667.000,207283.000,185362.000,190686.000,242624.000,259144.000,274319.000,251455.000,314187.000,275378.000,167481.000,336963.000,421640.000,408194.000,752930.000,562220.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,102000.000,115000.000,124000.000,133000.000,151986.000,153144.000,141448.000,56579.000,56579.000,56579.000,56579.000,56579.000,56579.000
AccountsReceivableNet,,,,,,,,,,,,18000.000,76000.000,87000.000,122000.000,37800.000,37800.000
AccountsReceivableNetCurrent,113841.000,157510.000,11311.000,77475.000,116584.000,85266.000,110621.000,14970.000,73450.000,135325.000,131724.000,154436.000,299338.000,451074.000,474924.000,444743.000,555708.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,58333.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,578568.000,,,,635543.000,,,,679291.000,,,,679291.000,
AdditionalPaidInCapital,7668499.000,7738999.000,7738999.000,7958299.000,7985299.000,7988799.000,8042549.000,8077549.000,8079549.000,8071949.000,8092049.000,8366313.000,8405180.000,8783487.000,9032728.000,9070064.000,9363160.000
Assets,364987.000,461825.000,292974.000,551449.000,327534.000,302167.000,313483.000,175221.000,216466.000,251613.000,245015.000,448471.000,641454.000,865781.000,1079375.000,789824.000,1073702.000
AssetsCurrent,221534.000,332615.000,178008.000,450726.000,241055.000,229932.000,255491.000,131473.000,186961.000,236352.000,245015.000,448471.000,641454.000,865781.000,1079375.000,789824.000,1073702.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,0.100,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,38917.000,111057.000,46652.000,155056.000,36409.000,61147.000,90004.000,75495.000,70051.000,79548.000,73862.000,232984.000,203622.000,235452.000,473921.000,182561.000,381056.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,0.500,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,,,,,100000.000,,
CommonStockOtherSharesOutstanding,,,,,,,,,,,,,,,19363.000,325000.000,12800.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000,50000000.000
CommonStockSharesIssued,28909973.000,29409973.000,29409973.000,30104973.000,30204973.000,30204973.000,30729973.000,30729973.000,30729973.000,30609973.000,30669973.000,32010375.000,32010375.000,34310375.000,34697875.000,,40543373.000
CommonStockSharesOutstanding,28909973.000,29409973.000,29409973.000,30104973.000,30204973.000,30204973.000,30729973.000,30729973.000,30729973.000,30609973.000,30669973.000,32010375.000,32010375.000,34310375.000,34678512.000,35245157.000,40205573.000
CommonStockSharesSubscribedButUnissued,,,,,,,,,,,,,,,,,2817156.000
CommonStockSharesSubscriptions,,,,,,,,,,,,,,,,,647944.000
CommonStockValue,289099.000,294099.000,294099.000,301049.000,302049.000,302049.000,307299.000,307299.000,307299.000,306099.000,306699.000,320103.000,320103.000,343103.000,346978.000,,405433.000
ConvertibleNotesPayable,,,,,,,,,,,,,,,150000.000,,
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,,,100000.000,
DebtInstrumentConvertibleConversionPrice1,,,,,,,,,,,,,,,,0.230,
DebtInstrumentFaceAmount,,,,,,,,,,,,,,,50000.000,68600.000,81420.000
DebtInstrumentInterestRateStatedPercentage,,,,0.050,0.050,0.050,,0.050,0.050,0.050,0.050,0.050,,,,,
DeferredCompensationEquity,,,,,,,,,,,,,,116600.000,133324.000,133324.000,
DeferredTaxAssetsDeferredIncome,,,,,,,,,,,,,,930000.000,930000.000,,
DeferredTaxAssetsGross,,,,,,,,,,,,,,,,1581000.000,1952000.000
DeferredTaxAssetsInventory,,,,,,,,,,,,,,,,7000.000,7000.000
DeferredTaxAssetsNet,0.000,0.000,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,952000.000,825000.000,,900000.000,,,,975000.000,975000.000,975000.000,975000.000,930000.000,930000.000,,,1344000.000,1699000.000
