,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,11141000.000,12433000.000,12314000.000,12365000.000,12337000.000,13810000.000,12917000.000,12980000.000,13099000.000,15032000.000
AccumulatedDistributionsInExcessOfNetIncome,-199557000.000,-208707000.000,-222599000.000,-234574000.000,243927000.000,254115000.000,274382000.000,285496000.000,290766000.000,297800000.000
Assets,883391000.000,875431000.000,865141000.000,863400000.000,856801000.000,851712000.000,835503000.000,832621000.000,827567000.000,820634000.000
AssetsHeldForSaleAtCarryingValue,,,,,,,,10300000.000,10300000.000,9600000.000
CashAndCashEquivalentsAtCarryingValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockNoParValue,0.000,,,,,,,,,
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,91686039.000,91427708.000,91109651.000,91036660.000,90962794.000,90958090.000,90941959.000,90885748.000,90613634.000,90613633.000
CommonStockSharesOutstanding,91686039.000,91427708.000,91109651.000,91036660.000,90962794.000,90958090.000,90941959.000,90885748.000,90613634.000,90613633.000
CommonStockValue,906861000.000,904033000.000,900555000.000,899752000.000,899044000.000,898994000.000,898821000.000,898206000.000,895318000.000,895318000.000
DebtInstrumentCarryingAmount,,,,,,,197425000.000,,,
DebtInstrumentUnamortizedDiscountPremiumNet,,,,,,,-698000.000,,,
FiniteLivedIntangibleAssetsGross,,,,,,,2822000.000,,,
FurnitureAndFixturesGross,,,,,,,73045000.000,,,
InvestmentBuildingAndBuildingImprovements,,,,,,,829144000.000,,,
Land,,,,,,,90429000.000,,,
Liabilities,176063000.000,180081000.000,187161000.000,198198000.000,201660000.000,206809000.000,211040000.000,219887000.000,222991000.000,223092000.000
LiabilitiesAndStockholdersEquity,883391000.000,875431000.000,865141000.000,863400000.000,856801000.000,851712000.000,835503000.000,832621000.000,827567000.000,820634000.000
LineOfCredit,53000000.000,56600000.000,64700000.000,76600000.000,,,,,,
LineOfCreditFacilityAmountOutstanding,,,,,81000000.000,22600000.000,35600000.000,29600000.000,25100000.000,24500000.000
LineOfCreditFacilityInterestRateAtPeriodEnd,,,,,0.050,,,,,
LineOfCreditFacilityMaximumBorrowingCapacity,,,,,85000000.000,,,,,
LongTermDebt,,,,,189300000.000,193000000.000,198123000.000,206900000.000,209900000.000,208100000.000
LongTermDebtFairValue,,,,,191300000.000,198300000.000,204100000.000,212700000.000,206800000.000,208700000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,,,55631000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,,,30153000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,,,1559000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,,,23898000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,,,2036000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,,,,,84148000.000,,,
OperatingLeasesFutureMinimumPaymentsDue,,,,,,,97111000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,,1052000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,1166000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,1159000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,1159000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,1141000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,,,,,91434000.000,,,
OtherAssets,6207000.000,5637000.000,5197000.000,5547000.000,5328000.000,5113000.000,4725000.000,4739000.000,5747000.000,5155000.000
PreferredStockSharesAuthorized,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000,15000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
RealEstateAccumulatedDepreciation,,,,,,,182814000.000,,,
RealEstateGrossAtCarryingValue,,,,,,,995440000.000,,,
