,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccountsPayableCurrent,774840.000,770361.000,403743.000,461515.000,394531.000,414123.000,612814.000,664588.000,478144.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,1671715.000,,,
AdditionalPaidInCapital,293578584.000,293578584.000,293616319.000,293616319.000,293616319.000,293591903.000,292847044.000,292831089.000,292831089.000
Assets,24958909.000,18899649.000,18222789.000,17642069.000,14730661.000,26615822.000,25440199.000,25597993.000,33707613.000
AssetsCurrent,7628386.000,7302150.000,5517679.000,5124780.000,6736978.000,13626371.000,12636914.000,12991531.000,26529450.000
CapitalLeaseObligations,,,,,,2152.000,,,
CapitalLeaseObligationsCurrent,35787.000,23089.000,21829.000,19506.000,17345.000,16255.000,18510.000,15023.000,11318.000
CapitalLeaseObligationsNoncurrent,26441.000,21398.000,16203.000,14282.000,6341.000,2152.000,32295.000,30444.000,28640.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,20988.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,18031.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,2957.000,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,2581.000,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,18407.000,,,
CashAndCashEquivalentsAtCarryingValue,4563010.000,5538949.000,3717599.000,3359481.000,5959801.000,11378519.000,9946831.000,9669277.000,24867007.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,23179068.000,23179068.000,23179066.000,23179066.000,23179066.000,23162466.000,22651766.000,22640966.000,22640966.000
CommonStockSharesOutstanding,23179068.000,23179068.000,23179066.000,23179066.000,23179066.000,23162466.000,22651766.000,22640966.000,22640966.000
CommonStockValue,231791.000,231791.000,231791.000,231791.000,231791.000,231625.000,226518.000,226410.000,226410.000
CustomerDepositsCurrent,534257.000,453071.000,427331.000,428523.000,,,,,
DebtInstrumentCarryingAmount,,,,,,,,5169231.000,
DeferredRevenueCurrent,844146.000,810133.000,706432.000,620623.000,120194.000,111669.000,108169.000,104451.000,82451.000
DeferredRevenueNoncurrent,100071.000,50101.000,48358.000,21622.000,35975.000,14000.000,9000.000,9000.000,9000.000
DeferredTaxAssetsGross,,,,,,65440944.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,66448766.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,-65440944.000,,,
DerivativeAssetsNoncurrent,,,,,,700000.000,700000.000,750000.000,
DerivativeLiabilitiesNoncurrent,1720000.000,980000.000,1090000.000,1090000.000,60000.000,60000.000,60000.000,60000.000,60000.000
DueFromOtherRelatedPartiesCurrent,,,,,35735.000,37287.000,30929.000,26552.000,21883.000
DueFromRelatedPartiesCurrent,194609.000,270552.000,521497.000,518734.000,35735.000,37287.000,30929.000,26552.000,21883.000
EquityMethodInvestments,,,,,,138384.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,1747835.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,8433.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,250.000,,,
FiniteLivedIntangibleAssetsGross,,,,,,1756518.000,,,
FiniteLivedIntangibleAssetsNet,,,,,,8683.000,,,
Goodwill,14595783.000,9800000.000,9800000.000,9800000.000,6200000.000,6200000.000,6200000.000,6200000.000,6200000.000
IntangibleAssetsNetExcludingGoodwill,22887.000,19225.000,17116.000,15008.000,10791.000,8683.000,6574.000,4466.000,2358.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,1133472.000,314804.000,1573325.000,1514438.000,138537.000,138384.000,138222.000,138082.000,139145.000
Liabilities,5051711.000,4416587.000,3647291.000,,,1655342.000,1518367.000,1735254.000,1633782.000
LiabilitiesAndStockholdersEquity,24958909.000,18899649.000,18222789.000,17642069.000,14730661.000,26615822.000,25440199.000,25597993.000,33707613.000
LiabilitiesCurrent,3149463.000,3315963.000,2450216.000,2316148.000,1451803.000,1578835.000,1416814.000,1635649.000,1536077.000
MinorityInterest,-10580.000,-15892.000,,,,,,,
NotesAndLoansReceivableNetCurrent,,,,,,1375545.000,1466253.000,1567837.000,33603.000
NotesAndLoansReceivableNetNoncurrent,,,,,,4455106.000,4320322.000,4195677.000,84007.000
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,,,,54914.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,8869.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,17738.000,,,
OperatingLossCarryforwards,,,,,,173402068.000,,,
OtherAssetsMiscellaneousCurrent,430000.000,430000.000,430000.000,430000.000,430000.000,430000.000,430000.000,430000.000,430000.000
OtherAssetsMiscellaneousNoncurrent,1163651.000,1056151.000,948651.000,841151.000,626151.000,518651.000,411151.000,303651.000,196151.000
OtherAssetsNoncurrent,17288.000,59028.000,58628.000,58428.000,803993.000,727982.000,727982.000,727982.000,195928.000
OtherDeferredCreditsNoncurrent,55736.000,49125.000,42514.000,37058.000,26145.000,355.000,258.000,161.000,65.000
OtherReceivables,1227666.000,43307.000,24848.000,25227.000,32810.000,75105.000,74885.000,69953.000,74893.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesOutstanding,0.000,0.000,,,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,876543.000,701460.000,594370.000,490585.000,278632.000,329915.000,688016.000,1227912.000,1102064.000
PropertyPlantAndEquipmentGross,,,,,,1912360.000,,,
PropertyPlantAndEquipmentNet,397442.000,348291.000,307390.000,288264.000,214211.000,240645.000,299034.000,286604.000,360574.000
ReceivablesNetCurrent,336558.000,317882.000,229365.000,300753.000,,,,,
RetainedEarningsAccumulatedDeficit,-273892597.000,-279311421.000,-279272612.000,-279685151.000,-280697713.000,-268863048.000,-269151730.000,-269194760.000,-260983668.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAvailableForGrant,,,,,,502261.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsVestedAndExpectedToVestOutstandingNumber,,,,,,75000.000,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,,,,75000.000,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,,,,75000.000,,,
StockholdersEquity,19917778.000,14498954.000,14575498.000,14162959.000,13150397.000,24960480.000,23921832.000,23862739.000,32073831.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,19907198.000,14483062.000,14575498.000,,,24960480.000,23921832.000,23862739.000,32073831.000
