,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AmortizationOfDebtDiscountPremium,7369.000,,,0.000,,,,,,,,9472.000,
AmortizationOfFinancingCosts,,,,,,,,,,,,839.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,42946.000,,,7924.000,,,,77423.000,,,,-180626.000,
Depreciation,2112.000,2114.000,2112.000,2112.000,2114.000,2112.000,2113.000,2112.000,2114.000,2112.000,2115.000,2058.000,2060.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,,,,-9192.000,-32524.000
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.020,-0.010,-0.010,-0.010,-0.010,-0.020,-0.010,-0.010,0.000,-0.010,-0.010
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisLiabilityGainLossIncludedInEarnings,,,,,,,,,,,,9192.000,
GainsLossesOnExtinguishmentOfDebt,,194000.000,0.000,-7447.000,,,,,,,,,
GeneralAndAdministrativeExpense,285451.000,573147.000,621657.000,289929.000,346454.000,359951.000,357766.000,673226.000,284707.000,241572.000,275961.000,301649.000,270217.000
IncomeTaxesPaid,0.000,,,0.000,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-39841.000,,,11035.000,,,,-15540.000,,,,27827.000,
IncreaseDecreaseInAccountsPayableRelatedParties,69354.000,,,91472.000,,,,,,,,,
IncreaseDecreaseInDeferredRevenue,0.000,,,,,,,,,,,,
IncreaseDecreaseInDerivativeLiabilities,,,,0.000,,,,,,,,,
IncreaseDecreaseInDueToRelatedParties,,,,36384.000,,,,83150.000,,,,56877.000,
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,119643.000,,,-1476.000,,,,,,,,,
IncreaseDecreaseInNotesPayableRelatedParties,,,,,,,,,,,,150.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-10052.000,,,16780.000,,,,-14404.000,,,,-17240.000,
IncreaseDecreaseInRestrictedCash,,,,-2.000,,,,,,,,,
InterestExpense,-10511.000,8816.000,939.000,3750.000,3337.000,973.000,0.000,1940.000,2100.000,3300.000,13584.000,14067.000,45748.000
InterestIncomeExpenseNet,15.000,0.000,12.000,3.000,10.000,4.000,,,,,,,
InterestPaid,0.000,,,0.000,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,0.000,,,189762.000,,,,301135.000,,,,150.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,189762.000,,,,301135.000,,,,150.000,
NetCashProvidedByUsedInInvestingActivities,299560.000,,,0.000,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,299560.000,,,0.000,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-256617.000,,,-181838.000,,,,-223712.000,,,,-180776.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-256617.000,,,-181838.000,,,,-223712.000,,,,-180776.000,
NetIncomeLoss,-178416.000,-390077.000,-624696.000,-304711.000,-351895.000,-363032.000,-359879.000,-677278.000,-288921.000,-246984.000,-270701.000,-326966.000,-350549.000
OperatingExpenses,287563.000,575261.000,623769.000,292041.000,348568.000,362063.000,359879.000,675338.000,286821.000,243684.000,278076.000,303707.000,272277.000
OperatingIncomeLoss,-287563.000,-575261.000,-623769.000,-292041.000,-348568.000,-362063.000,-359879.000,-675338.000,-286821.000,-243684.000,-278076.000,-303707.000,-272277.000
OtherNonoperatingIncomeExpense,109147.000,185184.000,-927.000,-12670.000,-3327.000,-969.000,0.000,-1940.000,-2100.000,-3300.000,7375.000,-23259.000,-78272.000
PaidInKindInterest,,,,,,,,,,,,1500.000,
PaymentsToAcquirePropertyPlantAndEquipment,0.000,,,,,,,,,,,,
ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates,,,,0.000,,,,,,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,,177000.000,,,,300000.000,,,,,
ProceedsFromSaleOfEquityMethodInvestments,299560.000,,,,,,,,,,,,
RelatedPartyTransactionAmountsOfTransaction,,,,27437.000,,,,1135.000,,,,150.000,
RelatedPartyTransactionRevenuesFromTransactionsWithRelatedParty,0.000,,,,,,,,,,,,
RepaymentsOfNotesPayable,,,,36500.000,,,,,,,,,
RepaymentsOfRelatedPartyDebt,,,,14559.000,,,,,,,,,
Revenues,0.000,0.000,0.000,0.000,,,,,,,,,
SalesRevenueNet,0.000,0.000,0.000,0.000,,,,,,,,,
ShareBasedCompensation,12500.000,,,0.000,,,,367500.000,,,,21185.000,
StockIssuedDuringPeriodSharesIssuedForCash,,,,,,,,300000.000,,,,,
StockIssuedDuringPeriodSharesNewIssues,,,,177000.000,,,,,,,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,,,0.000,,,,,,,,,
StockIssuedDuringPeriodValueIssuedForCash,,,,,,,,300000.000,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,,,,,,367500.000,,,,21185.000,
StockIssuedDuringPeriodValueNewIssues,,,,177000.000,,,,,,,,,
StockIssuedDuringPeriodValueShareBasedCompensation,12500.000,,,,,,,,,,,,
UnrealizedGainLossOnDerivatives,,,,,,,,,,,,-9192.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,35214126.000,35412528.000,35607517.000,-70469064.000,37991332.000,38985354.000,39056006.000,-77301344.000,39967057.000,43497145.000
