,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,2844509.000,2535348.000,1961195.000,1863820.000,1714719.000,1543114.000,1376627.000,976664.000,1144610.000,1436386.000,997090.000,1142876.000,585202.000,640637.000,697807.000,818047.000,1097503.000,1510827.000,1546926.000,1308056.000
AccountsReceivableNetCurrent,169848.000,186054.000,445432.000,384045.000,440704.000,787706.000,770352.000,452703.000,599052.000,548766.000,468949.000,605718.000,487104.000,837441.000,1218043.000,1497537.000,769723.000,803537.000,865943.000,1009775.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1003731.000,1096907.000,1199029.000,,,,1495877.000,,,,1743174.000,,,,1733020.000,,,,1710881.000,
AdditionalPaidInCapital,54385943.000,60357805.000,60953692.000,65716715.000,66121248.000,66515975.000,65333264.000,66395109.000,66616975.000,66845488.000,76428580.000,76843679.000,77652521.000,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,,,77956063.000,82831627.000,83237314.000,85636016.000,92726362.000,93076475.000,93283370.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,28000.000,25000.000,25000.000,25000.000,31000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,,,,28000.000,,,,,
Assets,4834327.000,7493553.000,5551746.000,13023682.000,10988610.000,9520417.000,7873070.000,10047550.000,8476618.000,6504993.000,13385682.000,10745281.000,7858149.000,6273128.000,10102802.000,8291511.000,6443458.000,9014355.000,7400885.000,6190751.000
AssetsCurrent,2408450.000,5042923.000,3076012.000,10684423.000,8750859.000,7226272.000,5938627.000,7988560.000,6669559.000,4747378.000,11707214.000,9177075.000,6286712.000,4625462.000,8531710.000,6765206.000,4688601.000,7596110.000,6085095.000,4884017.000
CapitalizedComputerSoftwareNet,,,,1067500.000,1015000.000,945000.000,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1222955.000,3787252.000,1620005.000,9198267.000,6977875.000,5031199.000,3516244.000,5801050.000,4076079.000,1894681.000,9244006.000,6438329.000,3519735.000,1851862.000,5408523.000,3582227.000,2015982.000,4432421.000,3315774.000,1969597.000
CashFDICInsuredAmount,,,,,,,,,,,,,,,25000.000,11000.000,130104.000,195000.000,,0.000
CashUninsuredAmount,,,,,,,,,,,514000.000,68000.000,206531.000,,,,,,161000.000,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,1.370,1.370,0.910,0.900,,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByEachWarrantOrRight,,,,,,,,,,,0.400,,,,,,,,,
ClassOfWarrantOrRightOutstanding,6258648.000,8945247.000,8763836.000,13313678.000,12859512.000,12203489.000,12136865.000,13327115.000,13327115.000,13327115.000,20759136.000,20768692.000,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,42273547.000,48168760.000,48418830.000,57646277.000,58119470.000,58807144.000,58536972.000,58919539.000,58956869.000,58986797.000,74842428.000,74880011.000,74912267.000,74971026.000,91381488.000,91916634.000,2401401.000,3610524.000,3622032.000,3622032.000
