,2011-03-31,2011-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,3700000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,6400000.000,
AllocatedShareBasedCompensationExpense,7500000.000,4700000.000
AmortizationOfIntangibleAssets,6800000.000,7100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,100000.000,100000.000
BusinessCombinationAcquisitionRelatedCosts,9900000.000,800000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-141000000.000,
CommonStockDividendsPerShareCashPaid,0.360,0.360
ComprehensiveIncomeNetOfTax,237500000.000,216200000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,4500000.000,5900000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,242000000.000,222100000.000
CostOfGoodsAndServicesSold,1036700000.000,1133300000.000
DeferredIncomeTaxExpenseBenefit,2700000.000,
DepreciationAndAmortization,41800000.000,
EarningsPerShareBasic,2.630,2.960
EarningsPerShareDiluted,2.570,2.900
EffectOfExchangeRateOnCashAndCashEquivalents,14900000.000,
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,2600000.000,1700000.000
EnvironmentalExitCostsReasonablyPossibleAdditionalLossesBestEstimate,700000.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,6400000.000,
GainLossOnSaleOfOtherAssets,100000.000,
GoodwillAcquiredDuringPeriod,67100000.000,
GoodwillTranslationAndPurchaseAccountingAdjustments,16800000.000,
GrossProfit,482200000.000,501500000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,255100000.000,294000000.000
IncomeTaxExpenseBenefit,81200000.000,97200000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,18800000.000,
IncreaseDecreaseInInventories,1300000.000,
IncreaseDecreaseInOtherCurrentAssets,8600000.000,
IncreaseDecreaseInReceivables,137600000.000,
InterestExpense,25200000.000,23900000.000
InterestIncomeExpenseNonoperatingNet,-23600000.000,-22000000.000
InvestmentIncomeInterest,1600000.000,1900000.000
NetCashProvidedByUsedInFinancingActivities,-19700000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-19700000.000,
NetCashProvidedByUsedInInvestingActivities,-218400000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-218400000.000,
NetCashProvidedByUsedInOperatingActivities,82200000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,82200000.000,
NetIncomeLoss,169500000.000,191300000.000
NetIncomeLossAttributableToNoncontrollingInterest,4400000.000,5500000.000
OperatingIncomeLoss,331000000.000,334600000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPeriodIncreaseDecrease,1800000.000,1800000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,400000.000,200000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,65100000.000,22500000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,68100000.000,
OtherNonoperatingIncomeExpense,-900000.000,5000000.000
OtherOperatingActivitiesCashFlowStatement,-10900000.000,
PaymentsForProceedsFromOtherInvestingActivities,-4800000.000,
PaymentsOfDividendsCommonStock,23100000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,164200000.000,
PaymentsToAcquirePropertyPlantAndEquipment,59000000.000,
ProceedsFromDivestitureOfBusinesses,11300000.000,
ProceedsFromPaymentsForOtherFinancingActivities,3400000.000,
ProceedsFromStockOptionsExercised,4100000.000,
ProfitLoss,173900000.000,196800000.000
RestructuringCostsAndAssetImpairmentCharges,-600000.000,
RestructuringSettlementAndImpairmentProvisions,-600000.000,300000.000
Revenues,1518900000.000,1634800000.000
SalesRevenueNet,1518900000.000,1634800000.000
SellingGeneralAndAdministrativeExpense,132700000.000,123600000.000
ShareBasedCompensation,4100000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsForfeitedInPeriod,12640.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,82150.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,109.350,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,83480.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,58.450,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,0.015,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,0.317,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,0.024,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,77500.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,30.870,
StockIssuedDuringPeriodValueShareBasedCompensation,4100000.000,
StockholdersEquityOther,-500000.000,
TemporaryEquityIssuePeriodIncreaseOrDecrease,-2600000.000,
TreasuryStockValueAcquiredParValueMethod,7100000.000,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,1600000.000,1500000.000
WeightedAverageNumberOfDilutedSharesOutstanding,66000000.000,66100000.000
WeightedAverageNumberOfSharesOutstandingBasic,64400000.000,64600000.000
