,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsNotesAndLoansReceivableNetCurrent,,,,4610750.000,4787116.000,6040707.000,7264550.000,,
AccountsPayableCurrent,354719.000,600672.000,1194843.000,2232026.000,2655395.000,2707052.000,2745468.000,1556525.000,2059046.000
AccountsReceivableGrossCurrent,,,,48075077.000,51896214.000,48136828.000,53633449.000,56957805.000,47760280.000
AccountsReceivableNetCurrent,32407992.000,36609094.000,42262303.000,45219905.000,46896214.000,43109334.000,46529982.000,50803056.000,38590636.000
AccruedEmployeeBenefitsCurrent,,,,340254.000,235479.000,155104.000,207808.000,299580.000,223840.000
AccruedIncomeTaxesCurrent,,,,2554665.000,3835663.000,3717669.000,3138289.000,3640057.000,4160731.000
AccruedLiabilitiesCurrent,,,,511459.000,540399.000,500235.000,685715.000,721125.000,850474.000
AccruedProfessionalFeesCurrent,,,,472062.000,521759.000,435186.000,205766.000,142877.000,111020.000
AccruedRoyaltiesCurrent,,,,925046.000,0.000,,,,
AccruedSalariesCurrent,,,,347571.000,334654.000,467255.000,471497.000,451437.000,499922.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1027022.000,1277259.000,1476851.000,1387170.000,1565562.000,1757506.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1689723.000,2360569.000,3440792.000,3341601.000,3509925.000,3993858.000,5408163.000,6131590.000,6601785.000
AdditionalPaidInCapital,38922166.000,39584466.000,39671966.000,39671966.000,39671966.000,39671966.000,39671966.000,39671966.000,39671966.000
AdvancesOnInventoryPurchases,4711983.000,7682339.000,11926430.000,6825876.000,12478788.000,16615308.000,9866494.000,9527310.000,24568872.000
AdvancesToAffiliate,,,,1110.000,594.000,713.000,1835.000,1507.000,30766.000
AllowanceForDoubtfulAccountsReceivable,,,,2855172.000,5000000.000,5027494.000,7103467.000,6154749.000,9169644.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,7536221.000,7580000.000,9692171.000,8762141.000,9790884.000
Assets,80247157.000,82588290.000,101680782.000,113871800.000,121677641.000,123795797.000,124229664.000,131579719.000,145194791.000
AssetsCurrent,62874871.000,62619706.000,82342224.000,68469176.000,75275649.000,76972282.000,85743135.000,87990973.000,94590591.000
AssetsHeldForSaleCurrent,,,,,,,3896919.000,3925051.000,
AssetsHeldForSaleLongLived,,,,,,,3227790.000,3251092.000,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,7646945.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,8323573.000
CashAndCashEquivalentsAtCarryingValue,18307067.000,9518141.000,6071371.000,339139.000,783074.000,331337.000,214444.000,1926440.000,226559.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000,190000000.000
CommonStockSharesIssued,36607075.000,36807075.000,36807075.000,36807075.000,36807075.000,36807075.000,0.000,36807075.000,36807075.000
CommonStockSharesOutstanding,36607075.000,36807075.000,36807075.000,36807075.000,36807075.000,36807075.000,0.000,36807075.000,36807075.000
CommonStockValue,36607.000,36807.000,36807.000,36807.000,36807.000,36807.000,36807.000,36807.000,36807.000
ConstructionInProgressGross,,,,10864307.000,10896681.000,11197234.000,11367010.000,11449071.000,11739812.000
CustomerAdvancesCurrent,,,,0.000,252988.000,597250.000,1956001.000,1967095.000,3612127.000
DeferredRevenue,,,,,,1514161.000,1537043.000,1548139.000,1554269.000
DeferredRevenueNoncurrent,,,,1501620.000,1505881.000,,,,
DeferredTaxAssetsNetCurrent,,,118699.000,294397.000,942028.000,1116320.000,1211521.000,1095268.000,1223861.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,2855172.000,,,,,
DepositsAssetsCurrent,,,,355240.000,408817.000,407907.000,399307.000,358500.000,347657.000
