,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,,,,214350.000,,,,8850.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,,,405151.000,,,,1186291.000
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,,,,,,,266800.000,,,,0.000
AdvertisingExpense,,,,,,,,,,,,,,,,,66900.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,405151.000,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,0.000,,,,,,,,
AmortizationOfFinancingCosts,,,,,,,,,,,79464.000,,126086.000,,,,59312.000
AmortizationOfIntangibleAssets,,,,,,,205500.000,205500.000,205500.000,205500.000,205500.000,,,214350.000,214350.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,6390000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-956.000,,,,,,,,,,,,,,
CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,723025.000
CashPeriodIncreaseDecrease,,,,,,,,,-62432.000,,,,17679.000,,,,
CostOfRevenue,,,,,,,1209970.000,737542.000,1083081.000,1055026.000,1580992.000,702003.000,797043.000,823429.000,1051048.000,1391481.000,1331188.000
Depreciation,,,,,,,,,,,,,49025.000,48690.000,48977.000,48475.000,47525.000
DepreciationAndAmortization,,,,,,,,,249725.000,,,,,,,,
DepreciationDepletionAndAmortization,,,,,,,,,,,,,263375.000,,,,56375.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,,,,210600.000
EarningsPerShareBasicAndDiluted,-0.000,0.000,-0.000,-0.000,-0.000,-0.010,0.240,-0.010,-0.080,-0.060,-0.030,,-0.030,-0.040,-0.040,-0.150,-0.060
EquityMethodInvestmentRealizedGainLossOnDisposal,,,,,,,0.000,0.000,,,,,,,,,
FairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,,,,,,,0.610
FairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,,,,,,,0.007
GainLossOnSaleOfEquityInvestments,,,,,,,7899306.000,0.000,,0.000,0.000,,,,,,
GainLossOnSaleOfInvestments,,,,,,,,,0.000,0.000,0.000,0.000,,,,,
GeneralAndAdministrativeExpense,21174.000,16331.000,16044.000,,,,,,3993675.000,2920852.000,4000289.000,6839782.000,2689245.000,,,,3676710.000
GoodwillAndIntangibleAssetImpairment,,,,,,,,,0.000,0.000,0.000,0.000,,,,,
GrossProfit,,,,,,,1795816.000,1122419.000,1630970.000,1358860.000,2570188.000,1548282.000,1625635.000,1664327.000,1888949.000,1818724.000,2433003.000
IncomeLossFromContinuingOperations,-21174.000,-16331.000,-16044.000,-11352.000,-8875.000,-6747.000,,,,,,,,,,,
