,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsPayableCurrent,467686.000,629573.000,588377.000,498642.000,502471.000,602198.000,700348.000,910921.000,976514.000,702798.000,616878.000,472350.000,609700.000,553864.000,485869.000,575218.000,724985.000,625230.000,488253.000,474121.000,499822.000,645209.000,624341.000
AccountsPayableRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,,324760.000,398975.000,
AccountsReceivableNetCurrent,834201.000,721750.000,718925.000,592162.000,400472.000,338746.000,183151.000,225292.000,378775.000,194326.000,157765.000,153014.000,279994.000,135764.000,141634.000,140625.000,121773.000,90953.000,43365.000,82644.000,23008.000,26883.000,30975.000
AccruedLiabilitiesCurrent,909558.000,718234.000,332713.000,188847.000,305296.000,433038.000,601742.000,750473.000,720079.000,845899.000,345524.000,476190.000,618222.000,729284.000,915900.000,1470366.000,1833490.000,1941950.000,1328662.000,1460985.000,1554938.000,1719426.000,1785338.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,3333.000,6666.000,10000.000,13333.000,16667.000,20000.000,23333.000,26667.000,30000.000,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,351481.000,355874.000,365262.000,380074.000,394648.000,282393.000,276724.000,291097.000,305383.000,314282.000,291800.000,298023.000,292666.000,298394.000,304055.000,309392.000,314545.000,286702.000,292510.000
AdditionalPaidInCapital,6864674.000,6892552.000,7000218.000,6986888.000,7506458.000,7631334.000,7638764.000,7638764.000,7638764.000,7638764.000,7638764.000,7638764.000,7638764.000,7638764.000,7638764.000,7407472.000,7407532.000,7407532.000,6871298.000,6871298.000,6871298.000,6871298.000,6871298.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,375665.000,375665.000,375665.000,375665.000,375665.000,375665.000,375665.000,375665.000,375665.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
AllowanceForDoubtfulAccountsReceivableCurrent,228905.000,133314.000,446722.000,416336.000,392933.000,387309.000,375665.000,375665.000,375665.000,375665.000,375665.000,375665.000,375665.000,375665.000,375665.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Assets,1566771.000,1477482.000,1633310.000,896795.000,705170.000,624136.000,723969.000,626601.000,751121.000,398993.000,432750.000,416723.000,521239.000,269284.000,308475.000,390590.000,234387.000,245163.000,121081.000,138730.000,256162.000,132513.000,104676.000
AssetsCurrent,891729.000,907297.000,1376060.000,713901.000,509060.000,412200.000,532272.000,417527.000,526743.000,276101.000,284813.000,289415.000,411550.000,171127.000,214616.000,306287.000,159159.000,178997.000,63909.000,96895.000,206147.000,35378.000,39224.000
CashAndCashEquivalentsAtCarryingValue,29664.000,165903.000,657135.000,121739.000,108588.000,33454.000,184121.000,37235.000,82968.000,81775.000,127048.000,136401.000,131556.000,35363.000,72982.000,165662.000,37386.000,88044.000,20544.000,14251.000,183139.000,8495.000,8249.000
CashUninsuredAmount,,,,,,,,,,,,,,,,,,,0.000,,,,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000,375000000.000
CommonStockSharesIssued,65494506.000,65494506.000,65494506.000,66354083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,48556083.000,48562750.000,48562750.000,48562750.000,48562750.000,48562750.000,48562750.000,48562750.000
CommonStockSharesOutstanding,65494506.000,65494506.000,65494506.000,66354083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,66364083.000,48556083.000,48562750.000,48562750.000,48562750.000,48562750.000,48562750.000,48562750.000,48562750.000
CommonStockValue,65495.000,65495.000,65495.000,66355.000,66365.000,66364.000,66364.000,66364.000,66364.000,66364.000,66364.000,66364.000,66364.000,66364.000,66364.000,48556.000,48563.000,48563.000,48563.000,48563.000,48563.000,48563.000,48563.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,,,,,,,,,,0.150,,,,
DeferredCompensationLiabilityCurrent,,,,,81145.000,138621.000,211936.000,343444.000,442063.000,560407.000,63926.000,188319.000,310725.000,395093.000,523144.000,606260.000,659567.000,659754.000,523144.000,788177.000,879514.000,954143.000,949187.000
DeferredFinanceCostsGross,,,,,,,,,,,40000.000,40000.000,40000.000,40000.000,40000.000,40000.000,40000.000,40000.000,,,,,
DeferredFinanceCostsNoncurrentNet,,,,,,,,,,,36667.000,,,,,,,,,,,,
DeferredRentCreditCurrent,82730.000,319921.000,319874.000,319874.000,175947.000,196508.000,186227.000,186227.000,186227.000,232854.000,169349.000,105843.000,42337.000,,,,,,,,,,18655.000
DeferredRentCreditNoncurrent,171950.000,116450.000,100781.000,85019.000,213231.000,166674.000,120117.000,73561.000,27003.000,,,,,,,,,,,,,,
DeferredRevenueCurrent,,168365.000,693560.000,4555.000,2686.000,1413.000,11300.000,19525.000,31500.000,,,46725.000,875.000,,1800.000,112850.000,81100.000,53500.000,20000.000,20000.000,0.000,0.000,0.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,,,94942.000,,,,635743.000,,,,635743.000,,,,635743.000,,,,635743.000
DeferredTaxAssetsDeferredIncome,,,,,,,,,,,,,,,,,,,6800.000,,,,0.000
DeferredTaxAssetsGross,,,,,,,,,,,,,,,,,,,3772288.000,,,,4222558.000
DeferredTaxAssetsGrossCurrent,,,,,,,,,,,,,,,,,,,0.000,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,,,,0.000,,,,0.000,,,,,,,,
DeferredTaxAssetsNet,,,,,,,,,,,,,,,,,,,0.000,,,,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,1634374.000,,,,1620088.000,,,,1939304.000,,,,2584498.000,,,,2955330.000
DeferredTaxAssetsOther,,,,,,,9356.000,,,,7095.000,,,,2559.000,,,,1732.000,,,,8074.000
DeferredTaxAssetsPropertyPlantAndEquipment,,,,,,,,,,,,,,,,,,,18173.000,,,,21576.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,,,,,,,,,,170000.000,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeCompensation,,,,,,,,,,,,,,,,,,,246231.000,,,,322724.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,279111.000,,,,279111.000,,,,279111.000,,,,279111.000,,,,279111.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,,,127726.000,,,,127726.000,,,,127726.000,,,,0.000,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsDeferredRent,,,,,,,104157.000,,,,57579.000,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,,,3164913.000,,,,3772288.000,,,,4222558.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,,,,,-19555.000,,,,-10470.000,,,,,,,,
DepositAssets,,,,,30000.000,45000.000,45000.000,,,,,,,,,,,,,,,,
DerivativeLiabilitiesNoncurrent,96917.000,79852.000,24970.000,38288.000,38080.000,32483.000,29351.000,13440.000,19367.000,19622.000,15772.000,12757.000,2239.000,2239.000,2434.000,2434.000,2434.000,2434.000,2434.000,2434.000,1310.000,651.000,520.000
DueFromRelatedPartiesCurrent,,,,,,,,,,,,,,,,,,,,71894.000,,,
DueToRelatedPartiesCurrent,703639.000,136870.000,63847.000,71000.000,78101.000,185308.000,396129.000,564594.000,457574.000,635589.000,388232.000,786146.000,794717.000,873995.000,959365.000,943293.000,1052355.000,1222270.000,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,,,,,,,638261.000,787763.000,679721.000,844968.000,582559.000,982703.000,983235.000,1060959.000,1138723.000,1116530.000,1219378.000,1222270.000,,,,,
DueToRelatedPartiesNoncurrent,,619195.000,498261.000,475622.000,452642.000,429315.000,242132.000,223169.000,222147.000,209379.000,194327.000,196557.000,188518.000,186964.000,179358.000,173237.000,167023.000,0.000,,,,,
EmployeeRelatedLiabilitiesCurrent,,,,,85621.000,39890.000,77296.000,,,,,,,,,367626.000,729505.000,729505.000,,,,,
FinancingReceivableAllowanceForCreditLosses,,,,,392933.000,387309.000,,,,,,,,,,,,,,,,,
FurnitureAndFixturesGross,,,,,352800.000,352800.000,352800.000,354756.000,354756.000,235515.000,235515.000,235515.000,235515.000,235515.000,203427.000,203427.000,203427.000,203427.000,203427.000,203427.000,203427.000,214227.000,214227.000
InterestPayableCurrent,,,,,130581.000,227338.000,311365.000,401159.000,277121.000,280000.000,277042.000,287871.000,307497.000,334191.000,392756.000,351259.000,444418.000,539565.000,392756.000,496977.000,576527.000,660895.000,740669.000
InterestPayableCurrentAndNoncurrent,,,,,,,,,,,,,,,,,,,599475.000,,,,917096.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,25036.000,21216.000,9823.000,,,,,,,,,,,,,,,,,,,,
Liabilities,4122150.000,4563763.000,4327427.000,3323272.000,3345860.000,3591932.000,3778053.000,4200562.000,2845661.000,2828568.000,3326171.000,3745880.000,3966816.000,4123587.000,4465976.000,5265517.000,5915196.000,5956393.000,6846276.000,7032387.000,7615647.000,8164471.000,8301091.000
LiabilitiesAndStockholdersEquity,1566771.000,1477482.000,1633310.000,896795.000,705170.000,624136.000,723969.000,626601.000,751121.000,398993.000,432750.000,416723.000,521239.000,269284.000,308475.000,390590.000,234387.000,245163.000,121081.000,138730.000,256162.000,132513.000,104676.000
LiabilitiesCurrent,2404459.000,2220176.000,3429345.000,2678043.000,2599432.000,2902784.000,3330968.000,3840157.000,2528978.000,2556724.000,1525400.000,1892254.000,2070851.000,2174226.000,2394184.000,3136310.000,3725263.000,3862950.000,6778842.000,6969953.000,7559337.000,7846251.000,8033002.000
LinesOfCreditCurrent,1.000,,,,,,,,,,,,,,,,,,,,,,
LongTermNotesPayable,,42125.000,8456.000,,,,,,,,1551828.000,1610751.000,1672600.000,1737539.000,1805000.000,1873536.000,1945476.000,2021009.000,0.000,,,,
MinorityInterest,-78476.000,-77706.000,-82379.000,-81390.000,-81082.000,-81082.000,-82460.000,-82460.000,0.000,0.000,0.000,,,,,,,,,,,,
MinorityInterestOwnershipPercentageByNoncontrollingOwners,,,,,0.510,0.510,0.510,0.510,0.000,0.000,0.000,,,,,,,,,,,,
MinorityInterestOwnershipPercentageByParent,,,,,0.490,0.490,0.490,0.490,,,,,,,,,,,,,,,
