,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,61130000.000,95390000.000,84001000.000,78914000.000,74015000.000,79999000.000,82688000.000,86253000.000,132837000.000,148361000.000,140727000.000,124548000.000,122138000.000,121934000.000,152744000.000,141361000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,39577000.000,42127000.000,43011000.000,45344000.000,48397000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1936000.000,-1748000.000,-2310000.000,-1834000.000,-1111000.000,-1122000.000,-1191000.000,-944000.000,-1096000.000,-1070000.000,-2006000.000,-1273000.000,-1661000.000,-1216000.000,-782000.000,309000.000,351000.000,1793000.000,-80000.000
AdditionalPaidInCapitalCommonStock,659880000.000,645053000.000,613768000.000,670648000.000,614600000.000,590236000.000,617627000.000,578021000.000,557856000.000,536431000.000,571988000.000,600813000.000,598858000.000,735166000.000,724172000.000,730396000.000,741093000.000,749618000.000,759712000.000
Assets,46809327000.000,43869998000.000,44917078000.000,43895417000.000,44701181000.000,45263254000.000,48429208000.000,51249837000.000,52647451000.000,53344062000.000,55037577000.000,55211819000.000,54858051000.000,51811098000.000,6358814000.000,6624875000.000,7099376000.000,7649110000.000,8130360000.000
AvailableForSaleSecurities,,,,,,,360559000.000,405089000.000,480362000.000,,570749000.000,681197000.000,656120000.000,,618899000.000,684224000.000,,,
AvailableForSaleSecuritiesFairValueDisclosure,,,,,706865000.000,,,,,,,,,,,,,,
BusinessAcquisitionPreexistingRelationshipGainLossRecognized,,3100000.000,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,310854000.000,458191000.000,687412000.000,196151000.000,304743000.000,390721000.000,563292000.000,413864000.000,599995000.000,408296000.000,437225000.000,310741000.000,421712000.000,480590000.000,342079000.000,403417000.000,,959200000.000,924011000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,850000000.000,800000000.000,,,
