,2011-12-31,2012-03-31,2012-06-30
AccountsPayableOther,713058.000,,
AccountsPayableOtherCurrent,,1039679.000,650680.000
AccountsPayableTradeCurrent,767977.000,848156.000,691949.000
AccountsReceivableNet,8897224.000,7567586.000,10224185.000
AccruedIncomeTaxesPayable,24193.000,24193.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,2536610.000,2657357.000,2670792.000
AdditionalPaidInCapital,10700856.000,10700856.000,10700856.000
AdvancesOnInventoryPurchases,,6355220.000,6380163.000
Assets,52818693.000,59714920.000,63555513.000
AssetsCurrent,29661728.000,36706454.000,40825558.000
BankLoans,,17589767.000,15388389.000
CapitalLeaseObligationsCurrent,199508.000,125263.000,62903.000
CapitalLeasedAssetsGross,,,1094706.000
Cash,2699255.000,3826010.000,429538.000
CashEquivalentsAtCarryingValue,2699255.000,3836010.000,429538.000
CommonStockOtherValueOutstanding,100949.000,,100949.000
CommonStockValue,78525.000,100949.000,78525.000
CustomerAdvancesAndDepositsCurrent,360279.000,917096.000,509298.000
DeferredTaxAssetsNet,,208861.000,443497.000
DueFromRelatedPartiesCurrent,4854553.000,,
DueToOfficersOrStockholdersCurrent,,417019.000,417293.000
DueToRelatedParties,414840.000,,
InventoryFinishedGoods,,,3760772.000
InventoryNet,2973942.000,5469474.000,4898384.000
InventoryRawMaterials,,,564309.000
InventoryWorkInProcess,,,573303.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,-602759.000,,
Land,4175170.000,4178501.000,4158715.000
Liabilities,33868316.000,41268213.000,45782470.000
LiabilitiesAndStockholdersEquity,52818693.000,59714920.000,63555513.000
LiabilitiesCurrent,33565081.000,41021561.000,45594170.000
LongTermDebt,,246652.000,363941.000
LongTermDebtCurrent,174399.000,175502.000,175641.000
LongTermDebtNoncurrent,,,188300.000
LongTermInvestments,353512.000,355748.000,356030.000
LongTermLoansPayable,303235.000,,
NotesAndLoansReceivableNetCurrent,,2848208.000,4525053.000
NotesPayable,15002772.000,18106622.000,20408642.000
NotesPayableRelatedPartiesCurrent,,,7289375.000
NotesReceivableNet,4333150.000,,
OtherInventory,712253.000,,
PrepaidExpense,66792.000,37934.000,37935.000
PropertyPlantAndEquipmentNet,18628283.000,18265356.000,17771713.000
RelatedPartyTransactionDueFromToRelatedPartyCurrent,,,2282887.000
RestrictedCashAndCashEquivalents,5124559.000,,
RestrictedCashAndCashEquivalentsAtCarryingValue,,,12047413.000
RestrictedCashAndInvestmentsCurrent,,,12047413.000
RetainedEarningsAccumulatedDeficit,3926783.000,3302366.000,2615267.000
ShortTermBankLoansAndNotesPayable,15908055.000,,
StatutoryAccountingPracticesRetainedEarningsNotAvailableForDividends,1606654.000,,1606654.000
StockholdersEquity,18950377.000,18466707.000,17773043.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,18950377.000,18446707.000,17773043.000
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,78525000.000,78525000.000,78525000.000
