,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AmortizationOfFinancingCostsAndDiscounts,394000.000,,,,394000.000,,,,193000.000,,,,141000.000,,,,276000.000,,,,185000.000,,,,185000.000,
AmortizationOfIntangibleAssets,1200000.000,,,,,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,2000.000,925000.000,,340000.000,531000.000,196000.000,-429000.000,220000.000,217000.000,682000.000,-431000.000,772000.000,192000.000,51000.000,-909000.000,875000.000,514000.000,89000.000,-556000.000,319000.000,199000.000,204000.000,-501000.000,332000.000,169000.000
AssetImpairmentCharges,,,,,,,,,,,,,,,,,75193000.000,0.000,2075000.000,0.000,0.000,0.000,0.000,4432000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,28573000.000,,,,-6714000.000,,,,-7524000.000,,,,-14463000.000,,,,-4900000.000,,,,-19678000.000,,,,18137000.000,
ComprehensiveIncomeNetOfTax,,,,,,,,,2679000.000,1841000.000,-91069000.000,-9629000.000,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,2133000.000,1848000.000,-91778000.000,-9978000.000,,,,,,,,,,,,,,
ConcentrationRiskPercentage1,,,,,,,,,0.840,0.840,0.840,-1.680,0.830,0.820,0.810,-1.640,0.810,0.800,0.790,-1.600,0.790,0.780,0.780,-1.570,,
CostOfServices,191179000.000,193147000.000,205657000.000,192365000.000,208506000.000,212266000.000,214131000.000,206243000.000,192504000.000,176077000.000,175483000.000,173932000.000,177008000.000,172520000.000,170159000.000,171374000.000,170961000.000,175699000.000,186772000.000,192483000.000,201837000.000,206505000.000,212124000.000,212589000.000,215785000.000,219765000.000
CostsAndExpenses,336821000.000,335712000.000,932178000.000,336513000.000,358376000.000,362949000.000,360944000.000,517841000.000,335006000.000,309355000.000,455931000.000,304023000.000,318312000.000,292445000.000,284033000.000,285717000.000,359676000.000,298625000.000,309735000.000,321671000.000,337754000.000,342388000.000,347236000.000,352736000.000,345293000.000,378581000.000
