,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AmortizationOfDebtDiscountPremium,,,,,,,,,16490.000,22697.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-18047.000,,-212354.000,,,,79915.000,,
CostsIncurredAcquisitionOfOilAndGasProperties,,,,,,,,,-19871.000,,
DepreciationDepletionAndAmortization,,,1985.000,,1248.000,,,,1250.000,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,81519.000,11525.000,
EarningsPerShareBasic,-0.240,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,-0.020,-0.010,-0.010,-0.010,-0.010,0.010,-0.090,-0.010,-0.010,-0.160
EarningsPerShareDiluted,-0.240,,,,,,,,,,
EquityIssuancePerShareAmount,,,,,0.282,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,0.000,,,,,,
FairValueAssumptionsRiskFreeInterestRate,,,,,0.002,,,,0.003,,
FairValueAssumptionsWeightedAverageVolatilityRate,,,,,1.720,,,,1.330,,
GainLossOnDerivativeInstrumentsNetPretax,197264.000,52434.000,,,,,,,-81519.000,,
GainLossRelatedToLitigationSettlement,11136.000,,,,,,,,,,
GainsLossesOnExtinguishmentOfDebt,,94152.000,,,,,,,,,
GeneralAndAdministrativeExpense,177923.000,614655.000,230325.000,306775.000,229796.000,347223.000,209220.000,165834.000,239503.000,191302.000,185957.000
GoodwillImpairmentLoss,4641061.000,,,,,,,,,,6484307.000
IncreaseDecreaseInAccountsPayable,,,,,-50643.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,50135.000,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,,,,,39851.000,,
IncreaseDecreaseInAccountsReceivable,,,-385.000,,-1415.000,,,,-2627.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,277252.000,,,,274180.000,,
IncreaseDecreaseInDueToRelatedParties,,,53247.000,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,-15625.000,,-6438.000,,,,17894.000,,
InterestExpense,38080.000,80807.000,73729.000,245857.000,245605.000,245113.000,252428.000,254036.000,250066.000,243654.000,290877.000
InterestExpenseDebt,,,,,227521.000,,16350.000,,212371.000,,212937.000
InterestExpenseLongTermDebt,,,,,,210768.000,206399.000,,,,
InterestExpenseRelatedParty,,,,,,17950.000,17950.000,,18121.000,18191.000,19363.000
LeaseOperatingExpense,13072.000,22652.000,1806.000,-1137.000,2772.000,3597.000,2599.000,3310.000,3787.000,444.000,1145.000
LossContingencyDamagesAwardedValue,,,,,1000000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,117000.000,,30000.000,,,,290000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,117000.000,,30000.000,,,,290000.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,-19871.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,-19871.000,,
NetCashProvidedByUsedInOperatingActivities,,,135047.000,,-242354.000,,,,-190214.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,135047.000,,-242354.000,,,,-190214.000,,
NetIncomeLoss,-4401932.000,-568605.000,-276458.000,,,,,,,-354803.000,-6895764.000
NetIncomeLossAttributableToNoncontrollingInterest,-58136.000,,,,,,,,,,
NetIncomeLossAvailableToCommonStockholdersBasic,,,-276458.000,-500111.000,-529600.000,-525221.000,-434572.000,-2426895.000,-526968.000,,
NonoperatingIncomeExpense,197320.000,63779.000,-44533.000,-192499.000,-297141.000,-174716.000,-222392.000,-207044.000,-283588.000,-162361.000,-224227.000
OilAndGasRevenue,176774.000,8115.000,2191.000,-124.000,1357.000,1565.000,889.000,984.000,1160.000,556.000,1158.000
OperatingExpenses,4834162.000,640499.000,234116.000,307488.000,233816.000,352070.000,213069.000,2220835.000,244540.000,192998.000,6672695.000
OperatingIncomeLoss,-4657388.000,-632384.000,-231925.000,-307612.000,-232459.000,-350505.000,-212180.000,-2219851.000,-243380.000,-192442.000,-6671537.000
OtherNonoperatingExpense,,2000.000,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,60000.000,,30000.000,,,,280000.000,,
ProceedsFromRelatedPartyDebt,,,,,,,,,10000.000,,
ProfitLoss,-4460068.000,-568605.000,-276458.000,-500111.000,-529600.000,,,,,,
RepaymentsOfNotesPayable,,,18000.000,,,,,,,,
ResultsOfOperationsDepreciationDepletionAmortizationAndAccretion,2106.000,3192.000,1985.000,1850.000,1248.000,1250.000,1250.000,1250.000,1250.000,1252.000,1250.000
ShareBasedCompensation,,,50000.000,,,,,,,,
StockIssued1,,,42369.000,,,,,,,,
StockIssuedDuringPeriodSharesAcquisitions,,,,,17857113.000,,,,,,
StockIssuedDuringPeriodValueIssuedForServices,,,50000.000,,,,,,,,
StockIssuedDuringPeriodValueNewIssues,,,60000.000,,30000.000,,,,280000.000,,
StockIssuedDuringPeriodValueOther,,,42369.000,,,,,,,,
UnrealizedGainLossOnDerivatives,,,29196.000,53358.000,-51536.000,70397.000,30036.000,46992.000,-17032.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,18367608.000,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,34617288.000,35994728.000,38639906.000,38948060.000,39447852.000,-77705035.000,40645256.000,42021445.000,42074870.000
WeightedAverageNumberOfSharesOutstandingBasic,18367608.000,,,,,,,,,,
