,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,26786000.000,34357000.000,30852000.000,22912000.000,24671000.000,29465000.000,23234000.000
AccruedIncomeTaxes,70233000.000,,,,,,
AccruedIncomeTaxesCurrent,,2994000.000,,,0.000,0.000,0.000
AccruedInvestmentIncomeReceivable,5221000.000,7179000.000,4007000.000,6409000.000,5307000.000,7401000.000,4586000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,153312000.000,154599000.000,,160371000.000,,,137979000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,20175000.000,22731000.000,21838000.000,23670000.000,24969000.000,26659000.000,26373000.000
AdditionalPaidInCapitalCommonStock,50405000.000,50207000.000,50535000.000,49412000.000,50073000.000,50753000.000,50616000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,11532000.000
Assets,1682528000.000,1684222000.000,1676718000.000,1293812000.000,1291525000.000,1261202000.000,1258117000.000
AssetsHeldForSaleAtCarryingValue,,,2100000.000,0.000,,,
AssetsHeldForSaleLongLived,2100000.000,2100000.000,,,0.000,0.000,0.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,368439000.000,353118000.000,325436000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,320782000.000,315227000.000,297505000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,20742000.000,9899000.000,6338000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,10590000.000,5888000.000,3364000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,10152000.000,4011000.000,2974000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,134494000.000,133313000.000,128766000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,154746000.000,155128000.000,150680000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,127928000.000,124332000.000,129746000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,142186000.000,139790000.000,144787000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,8394000.000,5189000.000,5166000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,,,,8827000.000,5636000.000,5605000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,,,,49966000.000,52393000.000,33827000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,50697000.000,52985000.000,34081000.000
AvailableForSaleSecuritiesDebtSecurities,509031000.000,442975000.000,428199000.000,411720000.000,406675000.000,393924000.000,365094000.000
AvailableForSaleSecuritiesDebtSecuritiesCurrent,,,,,406675000.000,393924000.000,365094000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,222000.000,67000.000,45000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,214000.000,59000.000,25000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,222000.000,67000.000,45000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,8000.000,8000.000,20000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,38739000.000,41154000.000,39703000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,6100000.000,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,,,6100000.000,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,,,6100000.000
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,,819000.000
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,,,7000000.000,6200000.000
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,,925000.000,
CashAndCashEquivalentsAtCarryingValue,16492000.000,15060000.000,17299000.000,13024000.000,16904000.000,15971000.000,15449000.000
CommonStockParOrStatedValuePerShare,,,,0.010,,,
CommonStockSharesAuthorized,,,,90000000000.000,,,
CommonStockSharesIssued,,,,28156278000.000,,,32122382.000
CommonStockSharesOutstanding,,,,27921510000.000,,,30590274.000
CommonStockValue,323000.000,323000.000,322000.000,322000.000,321000.000,321000.000,321000.000
