,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayableCurrent,78096000.000,66316000.000,77925000.000,55051000.000,65825000.000,69583000.000,50072000.000,54345000.000,31094000.000,25779000.000,29900000.000,28821000.000,23129000.000,28195000.000,22740000.000,22284000.000,18538000.000,19313000.000
AccountsReceivableGrossCurrent,,,,,85566000.000,79709000.000,67043000.000,74626000.000,,27157000.000,29257000.000,25776000.000,25435000.000,27595000.000,23298000.000,25594000.000,25738000.000,29672000.000
AccrualForEnvironmentalLossContingencies,,,,,,,5300000.000,,,,1500000.000,,,,1500000.000,,,
AccruedIncomeTaxesCurrent,,,,,,,643000.000,,,,965000.000,,,,419000.000,,,
AccruedLiabilitiesCurrent,48918000.000,49309000.000,77370000.000,70930000.000,69039000.000,42009000.000,48114000.000,43652000.000,31370000.000,26041000.000,31965000.000,26400000.000,31822000.000,36655000.000,35556000.000,29852000.000,31962000.000,31599000.000
AccruedSalariesCurrent,,,,,,,8271000.000,,,,4307000.000,,,,3415000.000,,,
AccruedVacationCurrent,,,,,,,10721000.000,,,,4624000.000,,,,4505000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,618691000.000,625054000.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,56200000.000,,,,17600000.000,,,,27600000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,-104077000.000,,,,-91096000.000,-90096000.000,-68158000.000,-67843000.000,-27220000.000,-27031000.000,-26843000.000,-26939000.000,-43975000.000,-43683000.000,-43391000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,697000.000,886000.000,687000.000,553000.000,,153000.000,151000.000,163000.000,110000.000,102000.000,100000.000,114000.000,125000.000,110000.000
Assets,692359000.000,706186000.000,678830000.000,660548000.000,697236000.000,696429000.000,700715000.000,697899000.000,526080000.000,513283000.000,481563000.000,468254000.000,458750000.000,463219000.000,463862000.000,461309000.000,451862000.000,448558000.000
AssetsCurrent,250477000.000,240918000.000,226334000.000,186345000.000,196002000.000,170493000.000,166856000.000,181467000.000,128817000.000,113603000.000,107782000.000,94645000.000,86658000.000,78561000.000,73539000.000,77167000.000,75583000.000,76177000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,11704000.000,10565000.000,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,16782000.000,5416000.000,444000.000,,,5287000.000,10565000.000,8587000.000,7112000.000,4685000.000,48000.000,1050000.000,1006000.000,1029000.000,1044000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationNoncurrent,,,,10719000.000,10376000.000,,,,6417000.000,,,,487000.000,,,,,
CashAndCashEquivalentsAtCarryingValue,1638000.000,3928000.000,26661000.000,9871000.000,33085000.000,6421000.000,4044000.000,3338000.000,46546000.000,25353000.000,19594000.000,5488000.000,6088000.000,4367000.000,2675000.000,3657000.000,3378000.000,2811000.000
CommonStockNoParValue,,,,,,,,,,,0.000,,,,0.000,,,
CommonStockSharesAuthorized,,,100000000.000,,,,100000000.000,,,,100000000.000,,,,100000000.000,,,
CommonStockSharesIssued,,,60122812.000,,,,60122812.000,,,,60122812.000,,,,60122812.000,,,
CommonStockValueOutstanding,,,178315000.000,,,,178005000.000,,,,178342000.000,,,,172311000.000,,,
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,171160000.000,170868000.000,,,
DeferredCompensationArrangementWithIndividualRecordedLiability,,,,,,,1300000.000,,,,1800000.000,,,,900000.000,,,
DeferredCostsCurrentAndNoncurrent,,,,,,,44500000.000,,,,47200000.000,,,,47400000.000,,,
DeferredIncomeTaxLiabilities,,,,,,,120151000.000,,,,54661000.000,,,,63656000.000,,,
DeferredTaxAssetsGross,,,,,,,145452000.000,,,,85898000.000,,,,115654000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,25199000.000,,,,10352000.000,,,,31542000.000,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,5703000.000,8762000.000,,,-10118000.000,,,,-11844000.000,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,19496000.000,34027000.000,48702000.000,51733000.000,20470000.000,23167000.000,24432000.000,33237000.000,43386000.000,43320000.000,41413000.000,40348000.000
DeferredTaxAssetsNet,,,,,,,145350000.000,,,,65013000.000,,,,95198000.000,,,
DeferredTaxAssetsNetNoncurrent,,,32607000.000,24324000.000,25591000.000,27022000.000,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,,,,30528000.000,,,,14177000.000,,,,42746000.000,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,14590000.000,,,,15510000.000,,,,17500000.000,,,
DeferredTaxAssetsOther,,,,,,,16313000.000,,,,14035000.000,,,,10248000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsCompensatedAbsences,,,,,,,3557000.000,,,,1565000.000,,,,1493000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPensions,,,,,,,31071000.000,,,,14964000.000,,,,21574000.000,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,,,,36563000.000,,,,12817000.000,,,,9263000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,102000.000,,,,20885000.000,,,,20456000.000,,,
DeferredTaxLiabilitiesCurrent,5432000.000,6367000.000,,,,5220000.000,,,7991000.000,11034000.000,10118000.000,10164000.000,10160000.000,10946000.000,11844000.000,12327000.000,12298000.000,12306000.000
DeferredTaxLiabilitiesNoncurrent,7483000.000,8864000.000,,,,,,,,,,,,,,,,
DeferredTaxLiabilitiesOther,,,,,,,19198000.000,,,,18619000.000,,,,19143000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,100953000.000,,,,36042000.000,,,,44513000.000,,,
