,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31
AccountsPayableAndAccruedLiabilitiesCurrent,7006000.000,5285000.000,5476000.000,5314000.000,4442000.000,4899000.000,3825000.000,4745000.000,4804000.000,3943000.000,4278000.000,3743000.000,3040000.000,3157000.000,4402000.000,3826000.000,1994000.000,2361000.000
AccountsPayableCurrent,,,1865000.000,1100000.000,1257000.000,935000.000,1289000.000,1236000.000,1506000.000,1080000.000,1406000.000,1899000.000,1225000.000,1348000.000,2000000.000,2014000.000,740000.000,997000.000
AccountsReceivableNetCurrent,880000.000,579000.000,765000.000,1488000.000,697000.000,848000.000,957000.000,901000.000,761000.000,460000.000,370000.000,321000.000,333000.000,661000.000,577000.000,848000.000,813000.000,384000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,19528000.000,19421000.000,19654000.000,20005000.000,19894000.000,18146000.000,17903000.000,17679000.000,17752000.000,17870000.000,16920000.000,17019000.000,16566000.000,16628000.000,16664000.000,16686000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-79000.000,-148000.000,-283000.000,-384000.000,-718000.000,-572000.000,-696000.000,-587000.000,-647000.000,-608000.000,-595000.000,-621000.000,-857000.000,-631000.000,762000.000,792000.000,887000.000,794000.000
AdditionalPaidInCapital,,,304672000.000,,,,308038000.000,,,,331627000.000,,,,335424000.000,,338010000.000,338262000.000
Assets,90592000.000,75013000.000,69247000.000,62278000.000,52900000.000,44857000.000,37178000.000,30944000.000,24885000.000,37778000.000,32424000.000,26558000.000,18462000.000,13411000.000,11122000.000,6833000.000,8642000.000,6743000.000
AssetsCurrent,82219000.000,69746000.000,57568000.000,55458000.000,47552000.000,39834000.000,32436000.000,26268000.000,20412000.000,32467000.000,29329000.000,23689000.000,15725000.000,10944000.000,9766000.000,5511000.000,7253000.000,5405000.000
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,,,474000.000,228000.000,25000.000,0.000
AssetsNoncurrent,,,11679000.000,,,,4742000.000,,,,3095000.000,,,,1356000.000,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,,,,1152000.000,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,688000.000,,,,,,,,
AvailableForSaleSecurities,,,39285000.000,38792000.000,29364000.000,18554000.000,22829000.000,17127000.000,12883000.000,26640000.000,24639000.000,17403000.000,9912000.000,3713000.000,,,,
AvailableForSaleSecuritiesAmortizedCost,,,39279000.000,38783000.000,29354000.000,18549000.000,22841000.000,17135000.000,12886000.000,26655000.000,24650000.000,17409000.000,9914000.000,3714000.000,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,13000.000,11000.000,6000.000,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,19000.000,20000.000,16000.000,,,,,,,,,,,,,
BillingsInExcessOfCostCurrent,,,,,,,,,,,,,,,802000.000,516000.000,608000.000,366000.000
CashAndCashEquivalentsAtCarryingValue,79271000.000,67720000.000,21069000.000,14378000.000,15467000.000,18821000.000,8881000.000,7314000.000,5448000.000,5890000.000,3423000.000,4254000.000,4782000.000,5429000.000,8095000.000,3438000.000,5778000.000,4152000.000
CashEquivalentsAtCarryingValue,,,16769000.000,,,,8881000.000,,,,3423000.000,,,,3792000.000,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,,,,,,,,,,,,,1198859.000,,,
CommonStockIncludingAdditionalPaidInCapital,303668000.000,304131000.000,,305740000.000,306657000.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000,240000000.000
CommonStockSharesIssued,24234573.000,24493067.000,24549029.000,24801986.000,24801986.000,24800624.000,24897199.000,25224269.000,25204602.000,48204635.000,48192883.000,48261466.000,6032468.000,6032222.000,8830700.000,8830700.000,16685700.000,22359858.000
CommonStockSharesOutstanding,24234573.000,24487250.000,24549029.000,24801986.000,24801986.000,24800624.000,24897199.000,25224269.000,25204602.000,48204635.000,48192883.000,48261466.000,6032468.000,6032222.000,8830700.000,8830700.000,16685700.000,22359858.000
CommonStockValue,,,245000.000,,,,248000.000,,,,,,,,,,0.000,0.000
CommonStocksIncludingAdditionalPaidInCapital,,,,,,307448000.000,,309212000.000,310154000.000,331841000.000,482000.000,332725000.000,333315000.000,333886000.000,88000.000,335870000.000,167000.000,224000.000
ContractualObligation,,,,,,,,,,,,,,,,,150000.000,100000.000
ContractualObligationDueInNextTwelveMonths,,,,,,,,,,,,,,,,,100000.000,50000.000
ContractualObligationDueInSecondYear,,,,,,,,,,,,,,,,,50000.000,50000.000
ConvertibleDebtFairValueDisclosures,,,,,,,13630000.000,,,,,,,,,,,
DeferredOfferingCosts,,,,,,,,,625000.000,,,,,,,,,
DeferredRentCreditCurrent,,,31000.000,,,,18000.000,,,,18000.000,,,,18000.000,18000.000,18000.000,18000.000
DeferredRentCreditNoncurrent,,,88000.000,,,,93000.000,,,,75000.000,,,,56000.000,52000.000,47000.000,43000.000
DeferredRevenueCurrent,,,701000.000,,,,,,,,356000.000,,,,,,,
DeferredTaxAssetsDeferredIncome,,,275000.000,,,,,,,,139000.000,,,,348000.000,,,
DeferredTaxAssetsGross,,,89267000.000,,,,103396000.000,,,,117323000.000,,,,128145000.000,,,
