,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpense,,,1200000.000,1200000.000,,,,,,,,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,993000.000,1200000.000,1200000.000,1040000.000,2357000.000,4300000.000,3000000.000,3287000.000,3260000.000,,3575000.000,,,,3523000.000,,,,3773000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,,,1400000.000,600000.000,0.000,0.000,0.000,0.000,,,,,
AmortizationOfFinancingCosts,,,900000.000,900000.000,,,,,,,900000.000,800000.000,600000.000,700000.000,700000.000,900000.000,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,2128000.000,,,,2239000.000,,,,2362000.000,,639000.000,,,,736000.000,,,,870000.000
AmortizationOfIntangibleAssets,,,,,,,4200000.000,,,,4600000.000,6600000.000,7300000.000,7300000.000,6900000.000,6900000.000,5300000.000,5300000.000,5200000.000,5500000.000,4100000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,61226.000,304486.000,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,16200000.000,46000000.000,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,964000000.000,1309600000.000,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,200000.000,,,,,,,,,,
BusinessCombinationProFormaInformationEarningsOrLossOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,1000000.000,2300000.000,-9000000.000,-4500000.000,200000.000,-100000.000,,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,,,,,119800000.000,133200000.000,120500000.000,111900000.000,69200000.000,-100000.000,,,,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,29041000.000,,,,0.000,,,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,,,,,,,6806000.000,,,,1029000.000
CapitalLeaseObligationsIncurred,,,3914000.000,,,,23002000.000,,,,8240000.000,,4011000.000,,,,0.000,,,,33916000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-198000.000,,,,,,,,,,4632000.000,,,,-1099000.000,,,,-23080000.000
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,-13190000.000,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,15541000.000,28802000.000,29385000.000,36143000.000,17767000.000,28302000.000,48982000.000,38114000.000,10688000.000,32327000.000,-28291000.000,-391000.000,-5712000.000,-83063000.000,-5078000.000,19758000.000,54478000.000,68642000.000,42784000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,-2000.000,-3000.000,-4000.000,-1000.000,3000.000,106000.000,62000.000,95000.000,45000.000,139000.000,-125000.000,-120000.000,-176000.000,-172000.000,-189000.000,350000.000,253000.000,2358000.000,-343000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,15539000.000,28799000.000,29381000.000,36142000.000,17770000.000,28408000.000,49044000.000,38209000.000,10733000.000,32466000.000,-28416000.000,-511000.000,-5888000.000,-83235000.000,,20108000.000,54731000.000,,42441000.000
ConcentrationRiskPercentage1,,,,1.000,,,,,,,,,,,,,,,,,
CostOfServices,643181000.000,744965000.000,,,,,,,,,,,,,,,,,,,
