,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsReceivableNet,34543000.000,36997000.000,41570000.000,42860000.000,37344000.000,40832000.000,41209000.000
AccruedLiabilitiesAndOtherLiabilities,,,,,36082000.000,31576000.000,33585000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,156206000.000,162512000.000,171993000.000,180743000.000,157769000.000,166319000.000,176631000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,,,26508000.000,23848000.000,-22229000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,-7000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-36992000.000,-36893000.000,-32867000.000,-29909000.000,-27379000.000,-24771000.000,-21481000.000
AdditionalPaidInCapital,218299000.000,218589000.000,218879000.000,219281000.000,219740000.000,220199000.000,220659000.000
AllowanceForDoubtfulAccountsReceivable,2949000.000,3122000.000,3290000.000,3825000.000,3969000.000,1506000.000,1712000.000
Assets,1356471000.000,1411107000.000,1525302000.000,1553971000.000,1597171000.000,1648746000.000,1728891000.000
AssetsHeldForSaleCurrent,,,,,,,1446000.000
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,0.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,12512000.000,21004000.000,15006000.000,20744000.000,22315000.000,18085000.000,16518000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000,400000000.000
CommonStockSharesIssued,20163359.000,20163359.000,20163359.000,20288359.000,20288359.000,20288359.000,20288359.000
CommonStockSharesOutstanding,20163359.000,20163359.000,20163359.000,20288359.000,20288359.000,20288359.000,20288359.000
CommonStockValue,201000.000,201000.000,201000.000,202000.000,202000.000,202000.000,202000.000
DebtWeightedAverageInterestRate,,,,,,,0.054
DeferredGainLossOnDiscontinuationOfInterestRateFairValueHedge,,,,,,,-228000.000
DeferredIncomeTaxLiabilities,3273000.000,3328000.000,1532000.000,1234000.000,1267000.000,913000.000,728000.000
DeferredRevenue,2545000.000,2806000.000,2044000.000,1991000.000,1294000.000,1984000.000,1070000.000
DeferredTaxAssetsDerivativeInstruments,,,,,,,533000.000
DeferredTaxAssetsGross,,,,,,,2547000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,-2632000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,2014000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,5179000.000
DerivativeAverageFixedInterestRate,,,,,,,0.045
