,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30
AccountsPayableAndAccruedLiabilitiesCurrent,16471.000,10887.000,10231.000,20289.000,1770.000,8567.000,113001.000,271515.000,321114.000,378845.000
AccountsPayableRelatedPartiesCurrent,21055.000,21015.000,20874.000,20874.000,20692.000,19838.000,82589.000,172131.000,260763.000,24561.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,-2921.000,-3379.000,-3836.000,-4293.000,4750.000,5207.000,5664.000
AdditionalPaidInCapital,43194.000,43194.000,47452.000,48516.000,49907.000,51713.000,266199.000,267974.000,269752.000,271529.000
Assets,18360.000,17895.000,17414.000,16941.000,16708.000,15048.000,133207.000,376044.000,375740.000,426378.000
AssetsCurrent,1603.000,1596.000,1572.000,1557.000,1782.000,579.000,39841.000,7878.000,4177.000,579.000
Cash,1603.000,1596.000,1572.000,1557.000,1542.000,579.000,39841.000,7878.000,4177.000,579.000
CashAndCashEquivalentsAtCarryingValue,1603.000,1596.000,1572.000,1557.000,1542.000,579.000,39841.000,7878.000,4177.000,579.000
CommitmentsAndContingencies,,,,0.000,,,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,51155000.000,51155000.000,51155000.000,51155000.000,51155000.000,51155000.000,49071666.000,49071666.000,49071666.000,49071666.000
CommonStockSharesOutstanding,51155000.000,51155000.000,51155000.000,51155000.000,51155000.000,51155000.000,49071666.000,49071666.000,49071666.000,49071666.000
CommonStockValue,5116.000,5116.000,5116.000,5116.000,5116.000,5116.000,4907.000,4907.000,4907.000,4907.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,,,,0.160
DeferredRevenueCurrent,3624.000,3624.000,3624.000,3624.000,3624.000,3624.000,,490927.000,590926.000,600926.000
DeferredTaxAssetsNet,,,,,,,91820.000,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,89868.000,100928.000,112434.000,124029.000,133143.000,144735.000,604415.000,831410.000,1071722.000,1179044.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,20874.000,20692.000,19838.000,23562.000,24561.000,24561.000,24561.000
LiabilitiesAndStockholdersEquity,18360.000,17895.000,17414.000,16941.000,16708.000,15048.000,133207.000,376044.000,375740.000,426378.000
LiabilitiesCurrent,59918.000,70513.000,77280.000,87338.000,94828.000,102954.000,466516.000,934573.000,1172803.000,1328986.000
LongTermNotesPayable,,,,,,,,200000.000,200000.000,200000.000
NotesAndLoansPayableCurrent,18768.000,34987.000,42551.000,42551.000,68742.000,70925.000,270926.000,,,
NotesPayable,,,,,,,,20000.000,120000.000,130000.000
NotesPayableCurrent,,,,42551.000,68742.000,70925.000,42551.000,,70927.000,70927.000
OilAndGasPropertyFullCostMethodNet,,,,,,,79354.000,354611.000,358465.000,413158.000
OperatingLossCarryforwards,,,,,,,349410.000,,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,,,,,240.000,,,,,
PropertyPlantAndEquipmentGross,,,,,,,18305.000,18305.000,18305.000,18305.000
PropertyPlantAndEquipmentNet,16757.000,16299.000,15842.000,15384.000,14926.000,14469.000,14012.000,13555.000,13098.000,12641.000
PropertyPlantAndEquipmentSalvageValue,,,,,,,10.000,,,
RetainedEarningsAccumulatedDeficit,,,,124029.000,133143.000,144735.000,604415.000,831410.000,1071722.000,1179044.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsOutstandingNumber,,,,,,,2083334.000,,,
StockholdersEquity,-41558.000,-52618.000,-59866.000,-70397.000,-78120.000,-87906.000,-333309.000,-558529.000,-797063.000,-902608.000
ValuationAllowanceAmount,,,,,,,-91820.000,,,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,51155000.000,51155000.000,51155000.000,51155000.000,51155000.000,51155000.000,50749749.000,49071666.000,49071666.000,49071666.000
