,2011-06-30,2011-12-31,2012-03-31
CapitalExpendituresIncurredButNotYetPaid,,949000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,115000.000,
ComprehensiveIncomeNetOfTax,,-9002000.000,
CostOfGoodsSold,209055000.000,220647000.000,200714000.000
CostOfGoodsSoldDepreciation,4698000.000,4568000.000,4847000.000
Depreciation,,4742000.000,
DepreciationNonproduction,201000.000,174000.000,157000.000
EarningsPerShareBasic,-1.350,-0.290,-0.540
EarningsPerShareDiluted,-1.350,-0.290,-0.540
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-24767000.000,-3457000.000,-6500000.000
IncomeLossFromEquityMethodInvestments,,1358000.000,
IncomeTaxExpenseBenefit,-8683000.000,,
IncreaseDecreaseInAccountsReceivable,,-15810000.000,
IncreaseDecreaseInInventories,,-6402000.000,
IncreaseDecreaseInOtherOperatingLiabilities,,-6118000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,-544000.000,
InterestExpense,733000.000,951000.000,1033000.000
InvestmentIncomeInterest,5000.000,,1000.000
NetCashProvidedByUsedInFinancingActivities,,-11130000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-11130000.000,
NetCashProvidedByUsedInInvestingActivities,,15484000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,15484000.000,
NetCashProvidedByUsedInOperatingActivities,,-4239000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-4239000.000,
NetIncomeLoss,-16084000.000,-3457000.000,-6500000.000
OperatingIncomeLoss,-22644000.000,-3808000.000,-8121000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,,-1140000.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,26000.000,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeBeforeTax,,-4431000.000,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,4431000.000,
OtherNoncashIncomeExpense,,-105000.000,
OtherNonoperatingIncomeExpense,-1395000.000,1302000.000,2653000.000
PaymentsForProceedsFromOtherInvestingActivities,,24000.000,
PaymentsToAcquirePropertyPlantAndEquipment,,4229000.000,
ProceedsFromDivestitureOfBusinessesAndInterestsInAffiliates,,19737000.000,
ProceedsFromPaymentsForOtherFinancingActivities,,-121000.000,
ProceedsFromRepaymentsOfLinesOfCredit,,-11009000.000,
Revenues,196985000.000,227676000.000,203012000.000
SalesRevenueNet,196985000.000,227676000.000,203012000.000
SellingGeneralAndAdministrativeExpense,10574000.000,10837000.000,10419000.000
ShareBasedCompensation,,3000.000,
StockIssuedDuringPeriodValueShareBasedCompensation,,-118000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,11928210.000,11984568.000,12001464.000
WeightedAverageNumberOfSharesOutstandingBasic,11928210.000,11984568.000,12001464.000
