,2011-06-30,2011-09-30,2011-12-31
AccountsPayableCurrent,13570000.000,18856000.000,15862000.000
AccountsReceivableNetCurrent,6833000.000,21068000.000,11188000.000
AccruedLiabilitiesCurrent,1764000.000,3012000.000,2437000.000
AdditionalPaidInCapitalCommonStock,106822000.000,106891000.000,107046000.000
AllowanceForDoubtfulAccountsReceivableCurrent,3943000.000,4860000.000,7916000.000
Assets,114474000.000,124414000.000,117632000.000
AssetsCurrent,106192000.000,116599000.000,110164000.000
CashAndCashEquivalentsAtCarryingValue,21699000.000,12123000.000,22987000.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010
CommonStockSharesAuthorized,40000000.000,40000000.000,40000000.000
CommonStockSharesIssued,30427789.000,30438339.000,30438339.000
CommonStockSharesOutstanding,20758812.000,,
CommonStockValueOutstanding,304000.000,304000.000,304000.000
DeferredTaxAssetsNetCurrent,7297000.000,5346000.000,7378000.000
DeferredTaxAssetsNetNoncurrent,687000.000,687000.000,687000.000
DueFromRelatedPartiesCurrent,11344000.000,21097000.000,12314000.000
IncomeTaxReceivable,122000.000,72000.000,323000.000
IntangibleAssetsNetExcludingGoodwill,4043000.000,3894000.000,3747000.000
InventoryNet,43522000.000,42204000.000,43391000.000
Liabilities,15447000.000,21973000.000,18395000.000
LiabilitiesAndStockholdersEquity,114474000.000,124414000.000,117632000.000
LiabilitiesCurrent,15370000.000,21905000.000,18336000.000
LongTermDebtCurrent,36000.000,37000.000,37000.000
LongTermDebtNoncurrent,77000.000,68000.000,59000.000
OtherAssetsNoncurrent,1980000.000,1745000.000,1742000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000
PreferredStockValueOutstanding,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,8053000.000,6143000.000,5582000.000
PrepaidExpenseCurrent,7322000.000,8546000.000,7001000.000
PropertyPlantAndEquipmentNet,1572000.000,1489000.000,1292000.000
RetainedEarningsAccumulatedDeficit,27174000.000,30519000.000,27160000.000
StockholdersEquity,99027000.000,102441000.000,99237000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,99027000.000,102441000.000,99237000.000
TreasuryStockShares,,9668977.000,9668977.000
TreasuryStockValue,35273000.000,35273000.000,35273000.000
