,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AccountsPayableCurrent,4962000.000,5517000.000,5204000.000,4504000.000,4477000.000,4880000.000
AccountsReceivableNetCurrent,19608000.000,19855000.000,19532000.000,16982000.000,18514000.000,19733000.000
AccruedLiabilitiesCurrent,5721000.000,8680000.000,7698000.000,8221000.000,8640000.000,6897000.000
AdditionalPaidInCapital,78497000.000,78484000.000,78621000.000,78792000.000,78885000.000,79541000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1911000.000,1766000.000,1801000.000,1945000.000,1814000.000,1503000.000
Assets,75619000.000,76375000.000,74885000.000,76854000.000,78997000.000,80496000.000
AssetsCurrent,30288000.000,30364000.000,29002000.000,31526000.000,34671000.000,35180000.000
CashAndCashEquivalentsAtCarryingValue,1032000.000,1251000.000,1604000.000,5269000.000,7048000.000,6819000.000
CommonStockHeldInTrust,6141000.000,6103000.000,6103000.000,6067000.000,6067000.000,4841000.000
CommonStockParOrStatedValuePerShare,0.150,0.150,0.150,0.150,0.150,0.150
CommonStockSharesAuthorized,28000000.000,28000000.000,28000000.000,28000000.000,28000000.000,28000000.000
CommonStockSharesHeldInEmployeeTrustShares,517571.000,512372.000,512372.000,512372.000,512372.000,316595.000
CommonStockSharesIssued,9022888.000,9021158.000,9031058.000,9044525.000,9047450.000,9097850.000
CommonStockValue,1353000.000,1353000.000,1355000.000,1357000.000,1357000.000,1365000.000
DeferredTaxAssetsNetCurrent,3348000.000,2596000.000,1889000.000,2776000.000,1975000.000,1311000.000
DeferredTaxLiabilitiesNoncurrent,3562000.000,3562000.000,3562000.000,4616000.000,4616000.000,4616000.000
Goodwill,15967000.000,15967000.000,15967000.000,15967000.000,15967000.000,15967000.000
IntangibleAssetsNetExcludingGoodwill,186000.000,342000.000,328000.000,313000.000,305000.000,275000.000
InventoryFinishedGoodsNetOfReserves,,,,,,499000.000
InventoryNet,4081000.000,4433000.000,4542000.000,4568000.000,4728000.000,4774000.000
InventoryRawMaterialsNetOfReserves,,,,,,937000.000
InventorySuppliesNetOfReserves,,,,,,2787000.000
InventoryWorkInProcessNetOfReserves,,,,,,551000.000
Liabilities,14368000.000,16094000.000,12902000.000,12725000.000,13117000.000,
LiabilitiesAndStockholdersEquity,75619000.000,76375000.000,74885000.000,76854000.000,78997000.000,80496000.000
LiabilitiesCurrent,,,,,,11777000.000
LinesOfCreditCurrent,3685000.000,1897000.000,0.000,0.000,,
NontradeReceivablesCurrent,571000.000,681000.000,387000.000,227000.000,341000.000,714000.000
OtherAssetsNoncurrent,1015000.000,1023000.000,1014000.000,943000.000,888000.000,986000.000
OtherLiabilitiesNoncurrent,4108000.000,1709000.000,1952000.000,1885000.000,2047000.000,1768000.000
PreferredStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000
PreferredStockSharesAuthorized,50000.000,50000.000,50000.000,50000.000,50000.000,50000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrent,1648000.000,1548000.000,1048000.000,1704000.000,2065000.000,1829000.000
PropertyPlantAndEquipmentNet,28163000.000,28679000.000,28574000.000,28105000.000,27166000.000,28088000.000
ReceivablesNetCurrent,20179000.000,20536000.000,19919000.000,17209000.000,18855000.000,20447000.000
RetainedEarningsAccumulatedDeficit,-19128000.000,-17724000.000,-16404000.000,-15454000.000,-13958000.000,-12718000.000
StockholdersEquity,,,56469000.000,57628000.000,59217000.000,62335000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,53581000.000,55010000.000,61983000.000,64129000.000,65880000.000,
TreasuryStockShares,103460.000,103460.000,103460.000,103460.000,103460.000,77320.000
TreasuryStockValue,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1012000.000
