,2017-01-28,2017-04-29
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationStockOptionsRequisiteServicePeriodRecognition,4352000.000,
AmortizationOfDebtDiscountPremium,42000.000,
AmortizationOfFinancingCosts,585000.000,
AmortizationOfIntangibleAssets,2614000.000,2695000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,3078240.000,0.000
AssetsFairValueAdjustment,465000.000,746000.000
BusinessCombinationSeparatelyRecognizedTransactionsAdditionalDisclosuresAcquisitionCostExpensed,378000.000,1861000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,58000.000,200000.000
CommonStockDividendsPerShareDeclared,,0.050
ComprehensiveIncomeNetOfTax,-13284000.000,6926000.000
CostOfRevenue,395417000.000,472471000.000
DeferredIncomeTaxExpenseBenefit,-8563000.000,
DefinedBenefitPlanContributionsByEmployer,1643000.000,
DefinedContributionPlanEmployerDiscretionaryContributionAmount,,1700000.000
Depreciation,4807000.000,5200000.000
DepreciationAndAmortization,7421000.000,7853000.000
EarningsPerShareBasic,-0.260,0.110
EarningsPerShareDiluted,-0.260,0.100
EffectiveIncomeTaxRateContinuingOperations,0.371,
GainLossOnSaleOfPropertyPlantEquipment,205000.000,
GainsLossesOnExtinguishmentOfDebt,,-11920000.000
GoodwillAcquiredDuringPeriod,3132000.000,
GrossProfit,47520000.000,72845000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-21132000.000,10912000.000
IncomeTaxExpenseBenefit,-7829000.000,4099000.000
IncomeTaxesPaidNet,10378000.000,
IncreaseDecreaseInAccountsPayable,-22260000.000,
IncreaseDecreaseInAccountsReceivable,4381000.000,
IncreaseDecreaseInCustomerAdvances,19139000.000,
IncreaseDecreaseInInventories,1636000.000,
IncreaseDecreaseInOtherCurrentAssets,5805000.000,
IncreaseDecreaseInOtherNoncurrentLiabilities,-28938000.000,
InterestExpense,7478000.000,3416000.000
InterestPaidNet,10314000.000,
LongTermPurchaseCommitmentAmount,70456000.000,
NetCashProvidedByUsedInContinuingOperations,4316000.000,
NetCashProvidedByUsedInFinancingActivities,76349000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,76349000.000,
NetCashProvidedByUsedInInvestingActivities,-38286000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-38286000.000,
NetCashProvidedByUsedInOperatingActivities,-33747000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-33747000.000,
NetIncomeLoss,-13303000.000,6813000.000
OperatingExpenses,61174000.000,46597000.000
OperatingIncomeLoss,-13654000.000,26248000.000
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,19000.000,113000.000
PaymentsForRepurchaseOfCommonStock,3251000.000,
PaymentsForRestructuring,1421000.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,20581000.000,
PaymentsToAcquirePropertyPlantAndEquipment,18624000.000,
ProceedsFromLinesOfCredit,79600000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,919000.000,
ReclassificationsOfTemporaryToPermanentEquity,35371000.000,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,1300000.000
ResearchAndDevelopmentExpense,1198000.000,963000.000
RestructuringCharges,864000.000,335000.000
Revenues,442937000.000,545316000.000
SalesRevenueNet,442937000.000,545316000.000
SellingGeneralAndAdministrativeExpense,56498000.000,42604000.000
ShareBasedCompensation,25506000.000,311000.000
SponsorFees,131000.000,207000.000
StandardProductWarrantyAccrualAdditionsFromBusinessAcquisition,570000.000,
StandardProductWarrantyAccrualPayments,8153000.000,
StandardProductWarrantyAccrualPreexistingIncreaseDecrease,84000.000,
StandardProductWarrantyAccrualWarrantiesIssued,6622000.000,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,35371000.000,
StockholdersEquityNoteStockSplitConversionRatio1,80.000,
TemporaryEquityAccretionToRedemptionValueAdjustment,13078000.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,0.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,0.000,1773609.000
WeightedAverageNumberOfDilutedSharesOutstanding,51360163.000,65501330.000
WeightedAverageNumberOfSharesOutstandingBasic,51360163.000,63722795.000
