,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31
AccretionExpense,,,,,,,,,,,,,,,,,12264.000,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,74137.000,
AllowanceForDoubtfulAccountsReceivablePeriodIncreaseDecrease,,,1401116.000,,,,0.000,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableRecoveries,,,,,,,,,,,709595.000,,,,,,,
AmortizationOfFinancingCosts,,,70055.000,,,,14834.000,,,,15223.000,,,,,,,
AmortizationOfIntangibleAssets,,,,22624.000,22497.000,,15292.000,30436.000,23158.000,22818.000,23307.000,,,,36984.000,112965.000,120851.000,123850.000
BusinessAcquisitionsProFormaIncomeLossFromContinuingOperationsBeforeChangesInAccountingAndExtraordinaryItemsNetOfTax,,,,,,,,,,,,,,,-521827.000,-1885823.000,-1935507.000,-3644448.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,-372498.000,-1762637.000,-6408718.000,-8560490.000
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,3893739.000,3220343.000,3115726.000,3178238.000
BusinessCombinationConsiderationTransferredEquityInterestsIssuedAndIssuable,,,,,,,,,,,,,,,3696750.000,,,
CapitalLeaseObligationsIncurred,,,,,,,,,,,,,,,25794.000,,,
CapitalizedComputerSoftwarePeriodIncreaseDecrease,,,,,,,,,,,,,,,45984.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-1019736.000,,,,-31033.000,,,,405919.000,,,,-2217434.000,,,
ComprehensiveIncomeNetOfTax,728549.000,804884.000,-2541215.000,-2697145.000,-593487.000,-1392888.000,-816434.000,-866239.000,-6248661.000,-7498430.000,233187.000,-12389666.000,31589.000,12595455.000,,,,
ConvertiblePreferredDividendsNetOfTax,,,,,,,,,,,,,,,,,-10880000.000,
CostOfRevenue,4908846.000,4211809.000,392458.000,931453.000,357279.000,2291744.000,430101.000,2409444.000,778139.000,4444941.000,1538078.000,0.000,1713409.000,4174370.000,1903828.000,2041679.000,1857173.000,1925564.000
CostmethodInvestmentsOtherThanTemporaryImpairment,,,,,,,0.000,,,,,,,,,,,
CurrentFederalTaxExpenseBenefit,,,,,,,,,,,,,15239.000,,0.000,0.000,0.000,7654.000
CurrentIncomeTaxExpenseBenefit,,,,,,,,,,,,,19969.000,,5956.000,-72.000,-1104.000,2874.000
CurrentStateAndLocalTaxExpenseBenefit,,,,,,,,,,,,,4730.000,,5956.000,-72.000,-1104.000,-4780.000
DeferredFederalIncomeTaxExpenseBenefit,,,,,,,,,,,,,-10815.000,,-168895.000,-243102.000,-1239.000,-2733.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,-12224.000,,-188373.000,-271138.000,-5361.000,5360.000
