,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31
AccountsPayableCurrent,12287000.000,13914000.000,14334000.000,15811000.000,15697000.000,16263000.000,8424000.000,13186000.000
AccountsPayableFairValueDisclosure,,,,,15697000.000,16263000.000,8424000.000,13186000.000
AccountsReceivableFairValueDisclosure,,,,,66438000.000,58329000.000,46852000.000,66805000.000
AccountsReceivableNetCurrent,70524000.000,66663000.000,58976000.000,73253000.000,66438000.000,58329000.000,46852000.000,66805000.000
AccrualForEnvironmentalLossContingencies,,,,,300000.000,300000.000,300000.000,300000.000
AccruedEmployeeBenefitsCurrent,,,,,18655000.000,19267000.000,17765000.000,13258000.000
AccruedEnvironmentalLossContingenciesCurrent,,,,,194000.000,165000.000,165000.000,162000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,,,,140000.000,140000.000,140000.000,125000.000
AccruedIncomeTaxesCurrent,,,713000.000,595000.000,594000.000,601000.000,,
AccruedInsuranceCurrent,,,,,7023000.000,5965000.000,5047000.000,4346000.000
AccruedLiabilitiesCurrent,,29866000.000,29361000.000,26740000.000,31519000.000,30869000.000,27356000.000,23492000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,324877000.000,326911000.000,327820000.000,326086000.000,321496000.000,305391000.000,298000000.000,299790000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-96133000.000,-95513000.000,-182093000.000,-180508000.000,-178921000.000,-176912000.000,-177042000.000,-175675000.000
AdditionalPaidInCapitalCommonStock,98863000.000,99004000.000,99024000.000,99024000.000,99024000.000,99024000.000,99024000.000,99024000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,173000.000,,,,231000.000,
Assets,413200000.000,422078000.000,327947000.000,356695000.000,356956000.000,356551000.000,360829000.000,388168000.000
AssetsCurrent,154511000.000,154721000.000,161770000.000,185422000.000,178312000.000,170591000.000,162780000.000,182823000.000
AssetsNoncurrent,170707000.000,178371000.000,73174000.000,79856000.000,86533000.000,93224000.000,104337000.000,112558000.000
BuildingsAndImprovementsGross,64509000.000,64712000.000,64959000.000,64166000.000,64517000.000,65193000.000,62548000.000,61705000.000
CashAndCashEquivalentsAtCarryingValue,0.000,,,,,,,
CommonStockParOrStatedValuePerShare,,,0.010,,,,0.010,
CommonStockSharesAuthorized,,,20000000.000,,,,20000000.000,
