,2011-10-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31
AllocatedShareBasedCompensationExpenseNetOfTax,,,,,,25417.000,,,,,,
CashAcquiredFromAcquisition,,0.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,136864.000,,,,,,,,,,
CashPeriodIncreaseDecrease,,,,,,-14821.000,,,,-1587.000,,
ConversionOfStockAmountConverted1,,0.000,,,,,,,,,,
ConversionOfStockAmountIssued1,,0.000,,,,,,,,,,
CostOfGoodsSold,,0.000,0.000,0.000,,,,,,,,
CostsAndExpenses,137541.000,473545.000,178454.000,199440.000,219880.000,152687.000,180618.000,,,,,
Depreciation,,0.000,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.000,-0.010
ExplorationCosts,33455.000,31745.000,66039.000,66584.000,52195.000,,,,,34000.000,35147.000,11461.000
ExplorationExpense,,,,,,48748.000,54166.000,34470.000,,,,
GeneralAndAdministrativeExpense,104086.000,160323.000,112415.000,132856.000,137385.000,103939.000,126452.000,36102.000,42871.000,85237.000,21445.000,37504.000
GoodwillImpairmentLoss,,281477.000,0.000,0.000,30300.000,,,,,,,
ImpairmentOfIntangibleAssetsFinitelived,,281477.000,,,,,,,,,,1400000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,-196583.000,-224722.000,-153947.000,-151159.000,,,
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-145341.000,-482093.000,-185231.000,-346359.000,-271564.000,,,,,-171716.000,-110841.000,-1295216.000
IncomeTaxExpenseBenefit,,0.000,0.000,0.000,,,,,,,,
IncomeTaxesPaidNet,,0.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,-31840.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,42365.000,,,,41115.000,,,,95109.000,,
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,,,800.000,,,,,,
IncreaseDecreaseInAssetRetirementObligations,,0.000,,,,,,,,,,
IncreaseDecreaseInInventories,,0.000,,,,,,,,,,
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,,,,573.000,,,,,,
IncreaseDecreaseInOtherCurrentAssets,,-66533.000,,,,,,,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,-70113.000,,,,-34000.000,,
InterestExpense,7800.000,8548.000,-6777.000,139976.000,33657.000,33734.000,34872.000,34872.000,34871.000,33734.000,34872.000,34872.000
InterestExpenseOther,,,,,,10268.000,9232.000,48503.000,47260.000,18745.000,19377.000,5323.000
InterestExpenseRelatedParty,,,,6947.000,,,,,,,,
InterestPaid,,0.000,,,,,,,,,,
InventoryWriteDown,,0.000,0.000,0.000,,,,,,,,
InvestmentIncomeInterest,,0.000,0.000,4.000,0.000,106.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,-104000.000,,,,10000.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-104000.000,,,,10000.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,,297564.000,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,297564.000,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-56700.000,,,,-24821.000,,,,-1587.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-56700.000,,,,-24821.000,,,,-1587.000,,
NetIncomeLoss,-145341.000,-482093.000,-185231.000,-346359.000,-271564.000,-196583.000,-224722.000,-153947.000,-151159.000,-171716.000,-110841.000,-1295216.000
NonoperatingIncomeExpense,-7800.000,,,,,,,,,,,
OperatingExpenses,,,,,,,,70572.000,,119237.000,56592.000,48965.000
OperatingIncomeLoss,-137541.000,-473545.000,-178454.000,-199440.000,-219880.000,-152687.000,-180618.000,-70572.000,-84212.000,-119237.000,-56592.000,-48965.000
OtherIncome,,0.000,0.000,0.000,,,,,,,,5108.000
OtherNonoperatingIncomeExpense,,-8548.000,-6777.000,-146919.000,-51684.000,-43896.000,-44104.000,-83375.000,-66947.000,-52479.000,-54249.000,-1246251.000
OtherSignificantNoncashTransactionValueOfConsiderationGiven1,,0.000,,,,,,,,,,
ProceedsFromContributedCapital,,0.000,,,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,10000.000,,,,,,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlans,,100000.000,,,,,,,,,,
