,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdditionsToNoncurrentAssets,,,,25508000.000,34709000.000,,23301000.000,25396000.000,,,,,,,,,,,,,
AdjustmentForAmortization,,,,,,,,,,,,,,,19819000.000,,19694000.000,,,,17753000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,-129000.000,,,,2445000.000,,,,3202000.000,,,,6523000.000,,6805000.000,,,,5032000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,2860000.000,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,300000.000
AllocatedShareBasedCompensationExpense,,,,2500000.000,20600000.000,,3200000.000,1900000.000,3100000.000,2400000.000,3600000.000,2600000.000,4000000.000,5400000.000,5400000.000,6000000.000,7700000.000,6200000.000,6100000.000,5400000.000,5400000.000
AmortizationOfFinancingCosts,,,3393000.000,,,,4654000.000,,,,4874000.000,,,,5002000.000,,4909000.000,,,,1888000.000
AmortizationOfIntangibleAssets,,,17007000.000,,,,16550000.000,,,,15205000.000,,18300000.000,,16500000.000,16400000.000,16400000.000,16900000.000,16800000.000,16400000.000,14300000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,2740571.000,,,,2734583.000,,,,41323.000,,2031895.000,,,,1884437.000
AssetImpairmentCharges,,,3715000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,,0.570,0.190,,0.450,0.590,0.530,,,,0.650
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,,0.560,0.180,,0.450,0.570,0.530,,,,0.640
BusinessAcquisitionsProFormaNetIncomeLoss,,,,36694000.000,22096.000,,,,,,,48227000.000,15616000.000,,38120000.000,49173000.000,44427000.000,,,,54283000.000
BusinessAcquisitionsProFormaRevenue,,,,661895000.000,656896.000,,,,,,,710059000.000,715102000.000,,567904000.000,572790000.000,571684000.000,,,,573170000.000
BusinessCombinationAcquisitionRelatedCosts,,,,100000.000,300000.000,,500000.000,300000.000,200000.000,200000.000,,1400000.000,1500000.000,,800000.000,800000.000,1100000.000,1400000.000,900000.000,300000.000,1300000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,,,,,,,,,,,,,,,260000.000,,,,173000.000
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,32800000.000,22500000.000,,22400000.000,,,,,,,,,,,,,,
BusinessCombinationSeparatelyRecognizedTransactionsRevenuesAndGainsRecognized,,,,,,,,,,,,,,,35200000.000,26200000.000,7300000.000,7100000.000,6500000.000,3300000.000,2300000.000
CashAcquiredFromAcquisition,,,1350000.000,,,,0.000,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,4025000.000,,,,472025000.000,,,,27948000.000,,,,38945000.000,,-49043000.000,,,,-10433000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,0.000,,0.000,,,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,263806000.000,,,,,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,,,,,,,,,,,,,,-5279000.000,,,,,,
CommonStockDividendsPerShareCashPaid,,,,,,,,,,,0.225,,,,,,,,,,
CommonStockDividendsPerShareDeclared,,,,,1.000,,,0.225,0.225,,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225,0.225
