,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,143370000.000,130144000.000,,,,,,,,,,,,,
AccountsPayableCurrent,12774000.000,18225000.000,25393000.000,35882000.000,24911000.000,31891000.000,34772000.000,23279000.000,32985000.000,55410000.000,59431000.000,86658000.000,79179000.000,25326000.000,30398000.000,,42797000.000,33076000.000,16867000.000
AccountsReceivableNetCurrent,30357000.000,27264000.000,31817000.000,35410000.000,32620000.000,29273000.000,67991000.000,74464000.000,75421000.000,68748000.000,70707000.000,87484000.000,67385000.000,68917000.000,53992000.000,,55146000.000,42480000.000,34808000.000
AccruedLiabilitiesCurrent,43892000.000,47679000.000,58538000.000,65014000.000,78990000.000,73425000.000,117372000.000,109244000.000,135800000.000,103160000.000,131125000.000,157883000.000,181754000.000,133026000.000,72397000.000,,71550000.000,94567000.000,71942000.000
AccumulatedAmortizationOfNoncurrentDeferredFinanceCosts,437000.000,730000.000,1061000.000,1383000.000,1707000.000,2032000.000,2596000.000,3322000.000,4055000.000,4800000.000,5549000.000,6312000.000,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,6779000.000,5972000.000,3790000.000,,,,
AdditionalPaidInCapital,503965000.000,504540000.000,505235000.000,506246000.000,507657000.000,509041000.000,510469000.000,512340000.000,514410000.000,516690000.000,519114000.000,521566000.000,1599341000.000,1599341000.000,1599341000.000,,1599341000.000,1599341000.000,1599341000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,700000.000,,,,700000.000,,,,,,,,
AssetRetirementObligation,,,,,99917000.000,95140000.000,235110000.000,233348000.000,227167000.000,287770000.000,255450000.000,269256000.000,272250000.000,258148000.000,254186000.000,240362000.000,211843000.000,189986000.000,234684000.000
AssetRetirementObligationCurrent,12034000.000,23676000.000,25578000.000,21080000.000,32698000.000,24496000.000,30179000.000,29363000.000,28162000.000,47482000.000,51601000.000,46076000.000,39831000.000,39831000.000,39831000.000,38056000.000,15839000.000,29077000.000,35366000.000
