,2011-06-30
AccountsPayableCurrent,216959.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,244.000
AdditionalPaidInCapital,7119843.000
Assets,135853.000
AssetsCurrent,135853.000
CashAndCashEquivalentsAtCarryingValue,58596.000
CommonStockValue,57762.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,11907345.000
DueFromRelatedPartiesCurrent,77257.000
DueToAffiliateCurrent,1016716.000
DueToOtherRelatedPartiesClassifiedCurrent,624133.000
DueToRelatedPartiesCurrent,3433571.000
Liabilities,5422224.000
LiabilitiesAndStockholdersEquity,135853.000
SharesIssued,57761834.000
ShortTermBorrowings,130845.000
StockholdersEquity,-5286371.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-5286371.000
