,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,15130.000,1352.000,6662.000,383.000,,570.000,,,3000.000,,,,,198414.000
AccountsPayableCurrent,,,,,,,,,,80082.000,142185.000,237159.000,320487.000,
AccountsReceivableNetCurrent,,,,,,,,,,398074.000,387667.000,59059.000,79943.000,175711.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,73075.000,81670.000,90265.000,125681.000,154351.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,464962.000,515487.000,567583.000,730150.000,501069.000
AdditionalPaidInCapital,24500.000,24500.000,74000.000,74000.000,74000.000,74000.000,74000.000,74000.000,74000.000,7873571.000,8134541.000,8239527.000,8284522.000,8284522.000
Assets,24834.000,3980.000,43002.000,31882.000,12329.000,10074.000,6492.000,4265.000,1453.000,2003915.000,1577965.000,1310861.000,1522752.000,1476673.000
AssetsCurrent,24834.000,3980.000,43002.000,31882.000,12329.000,10074.000,6492.000,4265.000,1453.000,1726073.000,1319117.000,1073042.000,1110160.000,1106944.000
AssetsNoncurrent,,,,,,,,,,277842.000,258848.000,237819.000,412592.000,369729.000
Cash,24834.000,3980.000,42509.000,31882.000,12029.000,10074.000,6492.000,4265.000,1453.000,,,,,
CashAndCashEquivalentsAtCarryingValue,24834.000,3980.000,42509.000,31882.000,12029.000,10074.000,6492.000,4265.000,1453.000,252361.000,135060.000,25638.000,46286.000,33865.000
CashFDICInsuredAmount,,,,,,,,,,531238.000,,,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,5000000.000,5000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,54954000.000,55254000.000,55394000.000,55454000.000,55454000.000
CommonStockSharesOutstanding,5000000.000,5000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,54954000.000,55254000.000,55394000.000,55454000.000,55454000.000
CommonStockValue,500.000,500.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,1000.000,5496.000,5526.000,5540.000,5545.000,5545.000
ConvertibleDebt,,,,,,,,,,,,,1180.000,
ConvertibleDebtCurrent,,,,,,,,,,,,,,120957.000
ConvertibleNotesPayableCurrent,,,,,,,,,,,,,,120957.000
DebtInstrumentFaceAmount,,,,,,,,,,,,,,535000.000
DebtInstrumentUnamortizedDiscount,,,,,,,,,,,,,75888.000,420326.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,14790.000,,,,24050.000,,,,,1504212.000,
DeferredTaxAssetsOther,,,,,,,,,,,,,88936.000,
DeferredTaxAssetsValuationAllowance,,,,,,,,,,,,,1518492.000,
DeferredTaxAssetsValuationAllowanceCurrent,,,,-14790.000,,,,-24050.000,,,,,,
DerivativeLiabilities,,,,,,,,,,,,,113074.000,818844.000
DerivativeLiabilitiesCurrent,,,,,,,,,,,,,113074.000,818844.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,15296.000,22372.000,38660.000,,,,,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,,,,,,,14333.000,25083.000,35833.000,46583.000,57333.000
FiniteLivedIntangibleAssetsGross,,,,,,,,,,215000.000,215000.000,215000.000,215000.000,215000.000
FiniteLivedIntangibleAssetsNet,,,,,,,,,,200667.000,189917.000,179167.000,168417.000,157667.000
IntangibleAssetsNetExcludingGoodwill,,,,,,,,,,200667.000,189917.000,179167.000,168417.000,157667.000
InventoryNet,,,,,,,,,,553259.000,508441.000,480046.000,350273.000,297810.000
Liabilities,15130.000,1352.000,6662.000,383.000,,570.000,,,3000.000,354845.000,385687.000,529497.000,1259732.000,1998672.000
LiabilitiesAndStockholdersEquity,24834.000,3980.000,43002.000,31882.000,12329.000,10074.000,6492.000,4265.000,1453.000,2003915.000,1577965.000,1310861.000,1522752.000,1476673.000
LiabilitiesCurrent,15130.000,1352.000,6662.000,383.000,,570.000,,,3000.000,354845.000,385687.000,529497.000,1259732.000,1998672.000
LongTermInvestments,,,,,,,,,,3000.000,3000.000,3000.000,3000.000,3000.000
MinimumLeasePaymentsSaleLeasebackTransactionsRemainderOfFiscalYear,,,,,,,,,,,,,,25614.000
MinimumLeasePaymentsSaleLeasebackTransactionsWithinFourYears,,,,,,,,,,,,,34152.000,
MinimumLeasePaymentsSaleLeasebackTransactionsWithinOneYear,,,,,,,,,,,,,34152.000,
MinimumLeasePaymentsSaleLeasebackTransactionsWithinThreeYears,,,,,,,,,,,,,34152.000,34152.000
MinimumLeasePaymentsSaleLeasebackTransactionsWithinTwoYears,,,,,,,,,,,,,34152.000,34152.000
MinorityInterestOwnershipPercentageByParent,,,,,,,,,,,,,0.910,
NotesPayable,,,,,,,,,,106312.000,109307.000,172328.000,526750.000,562750.000
NotesPayableCurrent,,,,,,,,,,106312.000,109307.000,172328.000,526750.000,562750.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,,,,26360.000,16371.000,8185.000,,
OperatingLossCarryforwards,,,,44000.000,,,,70700.000,,,,,,
OtherAssetsCurrent,,,,,,,,,,20830.000,1667.000,149778.000,,246565.000
OtherAssetsNoncurrent,,,,,,,,,,11780.000,12131.000,10447.000,9847.000,7305.000
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000
PreferredStockSharesAuthorized,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,25000000.000,250000000.000,,25000000.000,25000000.000,25000000.000
PreferredStockSharesIssued,,,,,,,,,,0.000,,0.000,,
PreferredStockSharesOutstanding,,,,,,,,,,0.000,,0.000,,
PrepaidExpenseCurrent,,,493.000,,300.000,,,,,,,,279878.000,
PropertyPlantAndEquipmentGross,,,,,,,,,,135470.000,135470.000,135470.000,357009.000,356108.000
PropertyPlantAndEquipmentNet,,,,,,,,,,62395.000,53800.000,45205.000,231328.000,201757.000
RetainedEarningsAccumulatedDeficit,,,,-43501.000,-62671.000,-65496.000,-68508.000,-70735.000,-76547.000,-6694959.000,-7463276.000,-8031286.000,-8757197.000,-9313135.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,,,,,,,,,6219200.000,,,,
StockholdersEquity,9704.000,2628.000,36340.000,31499.000,12329.000,9504.000,6492.000,4265.000,-1547.000,1649070.000,1192278.000,781364.000,263020.000,-521999.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,9704.000,2628.000,36340.000,31499.000,,9504.000,,,-1547.000,1649070.000,1192278.000,781364.000,263020.000,-521999.000
