,2011-06-30,2011-09-30
AccountsPayableCurrent,2522827.000,2596750.000
AccountsReceivableNetCurrent,116971.000,85400.000
AccruedLiabilitiesCurrent,350688.000,350688.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,412154.000,431620.000
AdditionalPaidInCapital,104880688.000,104899438.000
AssetRetirementObligationsNoncurrent,1605930.000,1636420.000
Assets,2000760.000,1990648.000
AssetsCurrent,423191.000,449726.000
BuildingsAndImprovementsGross,215445.000,215445.000
CashAndCashEquivalentsAtCarryingValue,2122.000,1647.000
CommonStockParOrStatedValuePerShare,0.000,0.000
CommonStockSharesAuthorized,250000000.000,250000000.000
CommonStockSharesIssued,44720028.000,44720028.000
CommonStockSharesOutstanding,44719189.000,44719189.000
CommonStockValue,450.000,450.000
ConvertibleNotesPayableCurrent,700000.000,700000.000
DeferredRevenueNoncurrent,40000.000,37500.000
DerivativeLiabilitiesCurrent,1835.000,22364.000
DueToRelatedPartiesCurrent,8815469.000,8799940.000
EmployeeRelatedLiabilitiesCurrent,1759073.000,1677271.000
FurnitureAndFixturesGross,22937.000,22937.000
InterestPayableCurrent,1951167.000,2205792.000
Land,112961.000,112961.000
LeaseholdImprovementsGross,199500.000,199500.000
Liabilities,31240517.000,32562577.000
LiabilitiesAndStockholdersEquity,2000760.000,1990648.000
LiabilitiesCurrent,29594587.000,30888657.000
MachineryAndEquipmentGross,342923.000,342923.000
MarketableSecuritiesCurrent,251781.000,251781.000
NotesPayableCurrent,612500.000,612500.000
NotesPayableRelatedPartiesClassifiedCurrent,2275959000000.000,2951126.000
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAndAmortization,3279859.000,3297040.000
OilAndGasPropertySuccessfulEffortMethodGross,4080753.000,4080753.000
OilAndGasPropertySuccessfulEffortMethodNet,800894.000,783713.000
OtherAssetsNoncurrent,167928.000,167928.000
OtherNotesPayableCurrent,625000.000,625000.000
OtherReceivables,36557.000,74987.000
PreferredStockParOrStatedValuePerShare,0.000,0.000
PreferredStockSharesAuthorized,50000000.000,50000000.000
PreferredStockSharesIssued,545454.000,545454.000
PreferredStockSharesOutstanding,545454.000,545454.000
PreferredStockValue,5.000,5.000
PrepaidExpenseAndOtherAssetsCurrent,15660.000,35811.000
PropertyPlantAndEquipmentGross,1020901.000,1020901.000
PropertyPlantAndEquipmentNet,608747.000,589281.000
PropertyPlantAndEquipmentOther,93096.000,93096.000
ProvedOilAndGasPropertySuccessfulEffortMethod,3907957.000,3907957.000
RestrictedCashAndCashEquivalentsAtCarryingValue,100.000,100.000
RetainedEarningsAccumulatedDeficit,-136453515.000,-137804497.000
SecuredDebtCurrent,9980069000000.000,10347226.000
StockholdersEquity,-29239757.000,-30571929.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-29239757.000,-30571929.000
TreasuryStockShares,839.000,839.000
TreasuryStockValue,0.000,0.000
UnprovedOilAndGasPropertySuccessfulEffortMethod,172796.000,172796.000
