,2015-12-31,2016-03-31
AccountsPayableCurrent,26629.000,195257.000
AccruedLiabilitiesCurrent,15184.000,25870.000
AdditionalPaidInCapitalCommonStock,230460.000,230460.000
Assets,5130517.000,5677046.000
AssetsCurrent,1763427.000,954633.000
Cash,553427.000,74633.000
CashUninsuredAmount,384234.000,0.000
CommonStockParOrStatedValuePerShare,0.000,0.000
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,6300000.000,6300000.000
CommonStockSharesOutstanding,6300000.000,6300000.000
CommonStockValue,630.000,630.000
DebtAndCapitalLeaseObligations,5468990.000,6359990.000
DebtInstrumentUnamortizedDiscount,196011.000,142766.000
DeferredTaxAssetsGross,301686.000,
DeferredTaxAssetsOperatingLossCarryforwards,301686.000,
DeferredTaxAssetsValuationAllowance,301411.000,
DepositsAssetsNoncurrent,73250.000,242500.000
DueToOfficersOrStockholdersCurrent,260190.000,142671.000
EmployeeRelatedLiabilitiesCurrent,,121133.000
Liabilities,5696365.000,6702155.000
LiabilitiesAndStockholdersEquity,5130517.000,5677046.000
LiabilitiesCurrent,5676365.000,6683655.000
LongTermDebt,5272979.000,6217224.000
LongTermDebtCurrent,-5252979.000,-6198724.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,5252979.000,6198724.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,2000.000,500.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,6000.000,6000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,6000.000,6000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,6000.000,6000.000
LongTermDebtNoncurrent,20000.000,18500.000
LongTermNotesPayable,20000.000,18500.000
NotesPayableCurrent,5252979.000,6198724.000
OperatingLossCarryforwardsValuationAllowance,301686.000,
PreferredStockParOrStatedValuePerShare,0.000,0.000
PreferredStockSharesAuthorized,20000000.000,20000000.000
PreferredStockSharesIssued,,0.000
PreferredStockSharesOutstanding,,0.000
PrepaidInterest,1210000.000,880000.000
RealEstateInvestmentPropertyNet,3293840.000,4479913.000
RealEstateInvestments,3293840.000,4479913.000
RetainedEarningsAccumulatedDeficit,-796938.000,-1256199.000
StockholdersEquity,-565848.000,-1025109.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-565848.000,-1025109.000
