,2011-06-30,2011-12-31,2012-03-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AdjustmentForAmortization,,11400000.000,,10700000.000,,,,17400000.000,
AllocatedShareBasedCompensationExpense,,,,0.000,0.000,0.000,,,
AmortizationOfDebtDiscountPremium,,400000.000,,-800000.000,,,,-800000.000,
AmortizationOfFinancingCosts,,1400000.000,,1200000.000,,,,1500000.000,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,2400000.000,1500000.000,,,
BusinessAcquisitionsProFormaRevenue,,,,,392500000.000,364400000.000,,,
BusinessCombinationAcquisitionRelatedCosts,400000.000,,,,400000.000,500000.000,,200000.000,0.000
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,400000.000
CapitalExpendituresIncurredButNotYetPaid,,,,1000000.000,,,,2300000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-77800000.000,,4700000.000,,,,-20900000.000,
CashDividendsPaidToParentCompany,,,,1600000.000,,,,,
ComprehensiveIncomeNetOfTax,,,7100000.000,1800000.000,-1000000.000,,,-1300000.000,10500000.000
CostOfGoodsSoldExcludingDepreciationDepletionAndAmortization,275300000.000,214300000.000,261300000.000,297500000.000,320600000.000,300600000.000,,310900000.000,344000000.000
CostsAndExpenses,322800000.000,258400000.000,296800000.000,351400000.000,390400000.000,364300000.000,,368300000.000,404000000.000
DebtInstrumentPeriodicPaymentInterest,,,,15600000.000,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,,,,0.000
Depreciation,,10100000.000,,12900000.000,,,,17200000.000,
DepreciationDepletionAndAmortization,22700000.000,21500000.000,21700000.000,23600000.000,36000000.000,36500000.000,,34600000.000,35400000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,100000.000,,300000.000,,,,-900000.000,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.000,0.857,,,0.367,0.387
ForeignCurrencyTransactionGainLossUnrealized,,500000.000,,,,,,-400000.000,
GainLossOnDispositionOfAssets1,,,,,,700000.000,,,
GainLossOnSaleOfPropertyPlantEquipment,,,9800000.000,,200000.000,700000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,5700000.000,-10000000.000,12900000.000,2600000.000,2100000.000,100000.000,,3000000.000,11900000.000
IncomeTaxExpenseBenefit,3600000.000,-4400000.000,5400000.000,,1800000.000,400000.000,,1100000.000,4600000.000
IncomeTaxesPaidNet,,,,100000.000,,,,300000.000,
IncreaseDecreaseInAccountsPayable,,-54900000.000,,22300000.000,,,,11300000.000,
IncreaseDecreaseInAccountsReceivable,,-700000.000,,50400000.000,,,,57400000.000,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,-9200000.000,,11100000.000,,,,-3200000.000,
IncreaseDecreaseInIncomeTaxes,,-4500000.000,,-1100000.000,,,,800000.000,
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,,,,,,,2700000.000,
IncreaseDecreaseInInventories,,8100000.000,,-9900000.000,,,,-19800000.000,
IncreaseDecreaseInInventoryForLongTermContractsOrPrograms,,,,800000.000,,,,0.000,
IncreaseDecreaseInOtherOperatingAssets,,-100000.000,,4000000.000,,,,3900000.000,
InterestExpense,17300000.000,17500000.000,17500000.000,13800000.000,15200000.000,14600000.000,,14400000.000,14800000.000
InterestPaidNet,,,,7000000.000,,,,11100000.000,
ManagementFeeAmountPaid,,,,1300000.000,,,,,
NetCashProvidedByUsedInFinancingActivities,,-18100000.000,,268900000.000,,,,-2100000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,-18100000.000,,268900000.000,,,,-2100000.000,
NetCashProvidedByUsedInInvestingActivities,,-6000000.000,,-280000000.000,,,,-22800000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-6000000.000,,-280000000.000,,,,-22800000.000,
NetCashProvidedByUsedInOperatingActivities,,-53800000.000,,15500000.000,,,,4900000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-53800000.000,,15500000.000,,,,4900000.000,
NetIncomeLoss,2100000.000,-5600000.000,7500000.000,2600000.000,300000.000,-300000.000,,1900000.000,7300000.000
NoncashOrPartNoncashAcquisitionNetNonmonetaryAssetsAcquiredLiabilitiesAssumed1,,,,269000000.000,,,,,
NoncashOrPartNoncashAcquisitionValueOfAssetsAcquired1,,,,349100000.000,,,,,
NoncashOrPartNoncashAcquisitionValueOfLiabilitiesAssumed1,,,,80100000.000,,,,,
OperatingIncomeLoss,,,,52100000.000,67200000.000,60200000.000,,57400000.000,69000000.000
OtherComprehensiveIncomeDefinedBenefitPlansAdjustmentNetOfTaxPortionAttributableToParent,,,,,,0.000,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,300000.000,,-3200000.000,3200000.000
OtherComprehensiveIncomeLossNetOfTax,,,,-800000.000,,,,-3200000.000,
OtherNoncashIncomeExpense,,-200000.000,,-300000.000,,,,100000.000,
OtherNonoperatingIncomeExpense,,,,200000.000,-700000.000,800000.000,,-200000.000,200000.000
OtherOperatingIncomeExpenseNet,-400000.000,700000.000,1000000.000,,,,,,
OtherSignificantNoncashTransactionValueOfConsiderationReceived1,,,,2800000.000,,,,3300000.000,
PaidInKindInterest,,4400000.000,,,,,,,
PaymentForManagementFee,,,,,1200000.000,-1300000.000,,-1300000.000,-1200000.000
PaymentsForMergerRelatedCosts,,,,4700000.000,400000.000,-500000.000,,-200000.000,
PaymentsForRepurchaseOfCommonStock,,300000.000,,,,,,,
PaymentsOfDebtIssuanceCosts,,,,9100000.000,,,,0.000,
PaymentsOfDividends,,,,1600000.000,,,,0.000,
PaymentsToAcquireBusinessesNetOfCashAcquired,,,,266200000.000,,,,0.000,
PaymentsToAcquirePropertyPlantAndEquipment,,6000000.000,,13800000.000,,,,22900000.000,
ProceedsFromIssuanceOfSecuredDebt,,,,261000000.000,,,,0.000,
ProceedsFromLinesOfCredit,,35000000.000,,72100000.000,,,,6000000.000,
ProceedsFromPaymentsForOtherFinancingActivities,,-100000.000,,,,,,,
ProceedsFromSaleOfProductiveAssets,,,,,,,,100000.000,
RelatedPartyTransactionAmountsOfTransaction,,,,5000000.000,,,,5000000.000,
RepaymentsOfDebt,,,,1800000.000,,,,1800000.000,
RepaymentsOfLinesOfCredit,,17500000.000,,51400000.000,,,,6000000.000,
RepaymentsOfLongTermCapitalLeaseObligations,,200000.000,,300000.000,,,,300000.000,
RepaymentsOfSecuredDebt,,35000000.000,,1800000.000,,,,1800000.000,
RestructuringCharges,600000.000,200000.000,900000.000,1600000.000,5500000.000,3700000.000,800000.000,300000.000,1500000.000
Revenues,328500000.000,248400000.000,309700000.000,354000000.000,392500000.000,364400000.000,,371300000.000,415900000.000
SalesRevenueNet,328500000.000,248400000.000,309700000.000,354000000.000,392500000.000,364400000.000,,371300000.000,415900000.000
SellingGeneralAndAdministrativeExpense,6100000.000,5600000.000,6200000.000,9100000.000,12400000.000,8600000.000,,6400000.000,6900000.000
SeveranceCosts,,,,1300000.000,,,,,
SeveranceCosts1,,,,,5500000.000,3700000.000,,,
ShareBasedCompensation,,300000.000,,,,,,,
UnrecognizedTaxBenefitsPeriodIncreaseDecrease,,,,,,600000.000,,100000.000,
