,2013-04-30,2013-07-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-3987.000,,,,-39970.000,,
CostsAndExpenses,,,,3797.000,,,,,21448.000
CurrentIncomeTaxExpenseBenefit,0.000,0.000,0.000,,,,,,
DebtInstrumentDecreaseForgiveness,,,,,8770.000,,,,
Depreciation,,,,,,,103.000,,
EarningsPerShareBasic,,,,,,,,,0.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,,0.000,,0.000,0.000,
EffectiveIncomeTaxRateReconciliationTaxSettlements,,,,,,,0.500,,
GeneralAndAdministrativeExpense,3027.000,10110.000,3987.000,3797.000,94598.000,150662.000,63988.000,45451.000,21448.000
IncomeLossFromContinuingOperations,,,,-3797.000,,,,,-21448.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,-94598.000,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,-63988.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,0.000,,,,,
IncomeTaxesPaid,,,,,,,0.000,,
IncreaseDecreaseInAccountsPayable,,,,,,,-10833.000,,
IncreaseDecreaseInAccruedSalaries,,,,,,,42051.000,,
IncreaseDecreaseInPrepaidExpense,,,,,,,6876.000,,
InterestExpense,,,,,,,,,3567.000
InterestPaid,,,,,,,0.000,,
LegalFees,,0.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-3987.000,,,,-39970.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-3987.000,,,,-39970.000,,
NetIncomeLoss,-3027.000,-10110.000,3987.000,-3797.000,-85828.000,-162607.000,-64415.000,-46340.000,-24052.000
OperatingExpenses,3027.000,10110.000,3987.000,,94598.000,,63988.000,45451.000,
OperatingIncomeLoss,-3027.000,-10110.000,3987.000,,,,,-45451.000,
OtherCostAndExpenseOperating,,0.000,,,,,,,
OtherGeneralExpense,,0.000,,,,,,,
OtherNonoperatingIncome,,,,,,,,,963.000
OtherNonoperatingIncomeExpense,,,,,,,-427.000,-889.000,
PaymentsForSoftware,,,0.000,,,,,,
ProceedsFromContributionsFromAffiliates,,,0.000,,,,,,
ProceedsFromIssuanceOfCommonStock,,,0.000,,,,,,
ProfitLoss,,,-3987.000,,,,,,
Revenues,,0.000,0.000,,,,,,
SalesRevenueNet,,0.000,0.000,,,,,,
SalesRevenueServicesNet,,,0.000,,,,0.000,0.000,
StockholdersEquityNoteStockSplitConversionRatio1,,,,,,,10.000,,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,,,,,,0.000,,
WeightedAverageNumberDilutedSharesOutstandingAdjustment,,,,,,,0.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,29427174.000,,29650000.000,29650000.000,
WeightedAverageNumberOfSharesOutstandingBasic,,,6240000.000,62400000.000,,,,,29650000.000
