,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2013-03-31,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,11629766.000,,6421590.000,,,,6845761.000,,,,6543678.000,,,,8389808.000,7915440.000,8069528.000
CashAndCashEquivalentsPeriodIncreaseDecrease,942000.000,,,,-2489000.000,,-4069000.000,,,,3264000.000,,,,-846000.000,,,,2952000.000,,
CostOfServices,,,,,,,,,,,,,,,,,,,1094000.000,1771000.000,1147000.000
CostsAndExpenses,,,,,,,,,,,,,,,,,,,5420000.000,5383000.000,5175000.000
Depreciation,3000.000,,,,,,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,,,,,8000.000,,13000.000,,,,16000.000,,,,15000.000,,,,14000.000,,
EarningsPerShareBasic,,,,,,,,,,,,,,,,,,,,0.320,-0.020
EarningsPerShareBasicAndDiluted,-0.170,-0.130,-0.150,-0.110,-0.120,-0.180,-0.290,-0.320,-0.340,-0.400,-0.420,-0.390,-0.270,-0.080,-0.130,-0.150,-0.160,-0.170,-0.120,,
EarningsPerShareDiluted,,,,,,,,,,,,,,,,,,,,0.320,-0.020
GeneralAndAdministrativeExpense,889000.000,896000.000,811000.000,883000.000,914000.000,1225000.000,1811000.000,1949000.000,1991000.000,2146000.000,2439000.000,2415000.000,2185000.000,1909000.000,1830000.000,1945000.000,1990000.000,1836000.000,2680000.000,1970000.000,2152000.000
ImpairmentOfIntangibleAssetsFinitelived,,,,,0.000,,0.000,,,,0.000,0.000,0.000,0.000,,,,,,,
IncomeTaxExpenseBenefit,1000.000,,,,1000.000,,1000.000,,,,,1000.000,0.000,,1000.000,,,,1000.000,,
IncreaseDecreaseInAccountsPayableTrade,3000.000,,,,-61000.000,,20000.000,,,,-597000.000,,,,-610000.000,,,,-330000.000,,
IncreaseDecreaseInAccruedLiabilities,-87000.000,,,,-83000.000,,-230000.000,,,,1289000.000,,,,-1222000.000,,,,-2005000.000,,
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,,,,,,,,,,15537000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-164000.000,,,,-23000.000,,146000.000,,,,-144000.000,,,,94000.000,,,,910000.000,,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,,,,,,,,,,,,,44104.000,
InvestmentIncomeInterestAndDividend,3000.000,2000.000,32000.000,2000.000,3000.000,15000.000,18000.000,25000.000,19000.000,19000.000,12000.000,10000.000,30000.000,26000.000,27000.000,26000.000,39000.000,51000.000,55000.000,69000.000,68000.000
LeaseAndRentalExpense,,,,,10734.000,,,,,,,,,,27000.000,,,,29000.000,,
LicensesRevenue,,,,,,,,,,,,,,,,,,,,17101000.000,3779000.000
NetCashProvidedByUsedInFinancingActivities,2672000.000,,,,,,,,,,,,,,,,,,4212000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,2672000.000,,,,,,,,,,,,,,,,,,4212000.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,-2000.000,,-6000.000,,,,9995000.000,,,,4915000.000,,,,-10033000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,-2000.000,,-6000.000,,,,9995000.000,,,,4915000.000,,,,-10033000.000,,
NetCashProvidedByUsedInOperatingActivities,-1730000.000,,,,-2487000.000,,-4063000.000,,,,-6731000.000,,,,-5761000.000,,,,8773000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-1730000.000,,,,-2487000.000,,-4063000.000,,,,-6731000.000,,,,-5761000.000,,,,8773000.000,,
NetIncomeLoss,,,,,,,,,,,-8993000.000,-9109000.000,-8930000.000,-5662000.000,-4620000.000,-5101000.000,-5371000.000,-5770000.000,-4270000.000,11885000.000,-602000.000
OperatingExpenses,1933000.000,1957000.000,2301000.000,2203000.000,2466000.000,2768000.000,4913000.000,6349000.000,7406000.000,8560000.000,9005000.000,9118000.000,8960000.000,5688000.000,4646000.000,5127000.000,5410000.000,5821000.000,,,
OperatingIncomeLoss,-1933000.000,-1957000.000,-2301000.000,-2203000.000,-2466000.000,-2768000.000,-4913000.000,-6349000.000,-7406000.000,-8560000.000,-9005000.000,-9118000.000,-8960000.000,-5688000.000,-4646000.000,-5127000.000,-5410000.000,-5821000.000,-4324000.000,11816000.000,-670000.000
PaymentsOfFinancingCosts,397000.000,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,2000.000,,6000.000,,,,,,,,,,,,2000.000,,
PaymentsToAcquireShortTermInvestments,,,,,,,,,,,4998000.000,,,,20125000.000,,,,20054000.000,,
ProceedsFromIssuanceOfCommonStock,3069000.000,,,,,,,,,,,,,,,,,,4212000.000,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfShorttermInvestments,,,,,,,,,,,14993000.000,,,,25040000.000,,,,10023000.000,,
ProfitLoss,-1612000.000,-1541000.000,-2269000.000,-2101000.000,-2464000.000,-2753000.000,-4896000.000,-6324000.000,-7387000.000,,,,,,,,,,,,
ResearchAndDevelopmentExpense,1044000.000,1061000.000,1490000.000,1320000.000,1552000.000,1543000.000,3102000.000,4400000.000,5415000.000,6414000.000,6566000.000,6703000.000,6775000.000,3779000.000,2816000.000,3182000.000,3420000.000,3985000.000,1646000.000,1642000.000,1876000.000
Revenues,,,,,,,,,,,,,,,,,,,1096000.000,17199000.000,4505000.000
SalesRevenueNet,,,,,,,,,,,,,,,,,,,1096000.000,17199000.000,4505000.000
SalesRevenueServicesNet,,,,,,,,,,,,,,,,,,,1096000.000,98000.000,726000.000
ShareBasedCompensation,118000.000,,,,90000.000,186000.000,1176000.000,,1184000.000,,1410000.000,1252000.000,1068000.000,493000.000,770000.000,798000.000,639000.000,516000.000,737000.000,674000.000,614000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,,,0.000,,0.000,,,,0.000,,,,0.000,,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,,,,,,,,,1.170,,,,1.174,,,,1.082,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMaximum,,,,,1.550,,1.580,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRateMinimum,,,,,1.530,,1.560,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,,,,,,,,,0.017,,,,0.018,,,,0.012,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMaximum,,,,,0.007,,0.016,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRateMinimum,,,,,0.006,,0.014,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExpirationsInPeriod,,,,,,,,,,,,,,,13705.000,,,,23124.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriodWeightedAverageExercisePrice,,,,,,,0.000,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,,,,,,,,,,,,,137637.000,,,,33333.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,,558829.000,,325355.000,,,,483241.000,,,,1185962.000,,,,1494672.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,0.460,,6.680,,,,5.150,,,,1.380,,,,1.120,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExpirationsInPeriodWeightedAverageExercisePrice,,,,,,,,,,,,,,,4.620,,,,11.380,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,,,,,,,,,,,,,,6.550,,,,1.360,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,,,,0.510,,7.390,,,,6.520,,,,1.620,,,,1.370,,
StockIssued1,,,,,500000.000,,,,,,,,,,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,,,,,,,,,,,,,37216532.000,37172428.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,20996847.000,15022854.000,17116611.000,20067241.000,21502542.000,-38625007.000,21652223.000,23584604.000,33471920.000,-50504391.000,34334257.000,34422663.000,34422663.000,-68779142.000,35747367.000,,
WeightedAverageNumberOfSharesCommonStockSubjectToRepurchaseOrCancellation,,,,,,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
WeightedAverageNumberOfSharesIssuedBasic,,,,,,,,,,,,,,,,,,,,,36772428.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,,,,,,,,,,,,,,37172428.000,37172428.000
WeightedAverageNumberOfSharesRestrictedStock,,,,,,,,,,,,,,,,,,,,,400000.000
