,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-06-30,2016-09-30,2017-03-31
AmortizationOfDebtDiscountPremium,26376.000,9542.000,36704.000,97241.000,85297.000,112357.000,183608.000,84711.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,7876.000,,,,,,725.000
CostOfGoodsAndServicesSold,61392.000,,,,,,,
CostOfRevenue,,8890.000,18806.000,73494.000,15149.000,32843.000,13560.000,73419.000
DebtConversionConvertedInstrumentAmount1,,,,,,,,172975.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,,,,461788457.000
DebtInstrumentInterestRateStatedPercentageRateRangeMaximum,,0.230,,,,,,
DebtInstrumentInterestRateStatedPercentageRateRangeMinimum,,0.200,,,,,,
Depreciation,,181.000,,,,,,305.000
DerivativeGainLossOnDerivativeNet,,,,-701805.000,,-42593.000,-85072.000,-4645571.000
EarningsPerShareBasic,-0.000,,,,,,,
EarningsPerShareBasicAndDiluted,,-0.000,0.000,-0.010,-0.030,-0.000,-0.010,132005849.000
EarningsPerShareDiluted,-0.000,,,,,,,
FairValueAssumptionsExpectedDividendRate,,,,,,,,0.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,,,,,,,,4923923.000
GainsLossesOnExtinguishmentOfDebt,,,-128945.000,,,,-242016.000,6245.000
GrossProfit,15869.000,73388.000,55539.000,6795.000,65407.000,70606.000,116383.000,155341.000
IncomeLossFromEquityMethodInvestments,,,,,,,,-1524.000
IncreaseDecreaseInAccountsPayableTrade,,-17159.000,,,,,,4667.000
IncreaseDecreaseInAccountsReceivable,,-849.000,,,,,,
InterestExpense,-19299.000,,,,,,,
InterestExpenseOther,,6459.000,13682.000,15199.000,23385.000,43438.000,23478.000,32683.000
InterestExpenseShortTermBorrowings,,841.000,,,,,,
InvestmentIncomeNet,,,,,,,,-1524.000
InvestmentIncomeNonoperating,,,,,,6663.000,-71.000,-1524.000
LeaseAndRentalExpense,,2000.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,54935.000,,,,,,-24099.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,54935.000,,,,,,-24099.000
NetCashProvidedByUsedInInvestingActivities,,0.000,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,0.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,-47059.000,,,,,,24824.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-47059.000,,,,,,24824.000
NetIncomeLoss,-216561.000,-40472.000,-278992.000,-923749.000,-2311299.000,-305420.000,-1037560.000,-10766154.000
OfficersCompensation,,,,,,,,6074500.000
OperatingExpenses,,97859.000,155200.000,116299.000,2839216.000,184301.000,619698.000,6163251.000
OperatingIncomeLoss,-170886.000,-24471.000,-99661.000,-109504.000,-2773809.000,-113695.000,-503314.000,-6007910.000
OperatingLeasesRentExpenseNet,,6800.000,6800.000,5156.000,-11956.000,,,5268.000
OtherNonoperatingIncomeExpense,45675.000,-16001.000,-179331.000,-814245.000,462510.000,-198388.000,-534174.000,-4756720.000
ProceedsFromConvertibleDebt,,64000.000,,,,,,
ProceedsFromShortTermDebt,,28825.000,,,,,,0.000
ProvisionForDoubtfulAccounts,,,,,,,,0.000
RepaymentsOfConvertibleDebt,,-20000.000,,,,,,20387.000
RepaymentsOfShortTermDebt,,-17890.000,,,,,,3712.000
Revenues,77261.000,82278.000,74345.000,80289.000,80556.000,103449.000,129943.000,228760.000
SalesRevenueNet,77261.000,82278.000,74345.000,80289.000,80556.000,103449.000,129943.000,228760.000
SellingGeneralAndAdministrativeExpense,186755.000,97859.000,155200.000,116299.000,2839216.000,184301.000,619698.000,88751.000
ShareBasedCompensation,,,,,,,,6004200.000
StockIssuedDuringPeriodSharesConversionOfUnits,,,,,,,,222975.000
WeightedAverageNumberOfDilutedSharesOutstanding,67082130.000,,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,67082130.000,77437130.000,77520646.000,89868530.000,-162570314.000,122472460.000,122472460.000,-0.080
