,2011-06-30,2012-03-31,2012-06-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,35000.000,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,157000.000,,89000.000,,,,2489000.000,,,,1453000.000,,,,1358000.000,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,-10000.000,,,,,,,,,,209000.000,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,2500000.000,,,,1700000.000,,,,1500000.000,
AmortizationOfAboveAndBelowMarketLeases,,,,848000.000,,,,-2476000.000,,,,-4359000.000,,,,-2229000.000,
AmortizationOfDebtDiscountPremium,,0.000,,,,,,-1283000.000,,,,-3025000.000,,,,-3416000.000,
AmortizationOfFinancingCosts,,537000.000,,481000.000,,,,542000.000,,,,705000.000,,,,768000.000,
AmortizationOfIntangibleAssets,,1126000.000,,,,,,,,,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareBasic,,,0.000,-0.080,-0.210,-0.040,,0.110,-0.100,-0.010,,,,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,0.000,-0.080,-0.210,-0.040,,0.110,-0.100,-0.010,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,70000.000,-4307000.000,-14489000.000,-3085000.000,,11042000.000,-9845000.000,-615000.000,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,60796000.000,75820000.000,77178000.000,74576000.000,,104935000.000,109534000.000,113594000.000,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,14380000.000,826000.000,506000.000,1135000.000,511000.000,1133000.000,10347000.000,645000.000,489000.000,1129000.000,1200000.000,471000.000,196000.000,101000.000,1306000.000,0.000,0.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,-216000.000,0.000,0.000,0.000,0.000,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,-43694000.000,,-7296000.000,,,,93558000.000,,,,-49566000.000,,,,176538000.000,
CommonStockDividendsPerShareDeclared,,0.075,,0.150,,,,0.188,,,,0.188,,,,0.188,
ComprehensiveIncomeNetOfTax,,4787000.000,1725000.000,-3022000.000,-18341000.000,-3845000.000,7804000.000,11040000.000,-14265000.000,2614000.000,39567000.000,4222000.000,16716000.000,34036000.000,12328000.000,57285000.000,-3171000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,-1843000.000,1579000.000,-1246000.000,16656000.000,-195000.000,-228000.000,242000.000,1675000.000,169000.000,21444000.000,5837000.000,1470000.000,2969000.000,1122000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,-1179000.000,-16762000.000,-5091000.000,20774000.000,10845000.000,-14493000.000,2856000.000,41242000.000,4391000.000,38160000.000,39873000.000,13798000.000,60254000.000,-2049000.000
ConversionOfStockAmountConverted1,,,,,,,,,,,,6337000.000,,,,0.000,
CostOfRealEstateSales,,,,,,,,,2319000.000,4375000.000,,202000.000,9889000.000,988000.000,41000.000,0.000,0.000
CurrentIncomeTaxExpenseBenefit,224000.000,,,61000.000,,-271000.000,,,,2100000.000,,,,,,,
DeconsolidationGainOrLossAmount,,,,,,,,,,,,,,,,27000.000,
DeferredIncomeTaxExpenseBenefit,,-245000.000,,-568000.000,,-568000.000,,220000.000,,-1973000.000,,194000.000,,,,149000.000,
DepreciationAndAmortization,26521000.000,17990000.000,19548000.000,29515000.000,31471000.000,30679000.000,26366000.000,40280000.000,44981000.000,46481000.000,51213000.000,49136000.000,47056000.000,46618000.000,47577000.000,41940000.000,38631000.000
DepreciationAndAmortizationDiscontinuedOperations,,,153000.000,45000.000,,,,116000.000,,,,0.000,,,,,
DepreciationDepletionAndAmortization,,17990000.000,19548000.000,29515000.000,,,,40280000.000,,,,49136000.000,,,,41940000.000,
