,2011-09-30,2011-12-31,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,267498.000,,
Depreciation,1019.000,706.000,698.000
DepreciationDepletionAndAmortization,1019.000,,
EarningsPerShareBasic,,-0.010,-0.010
EarningsPerShareDiluted,,-0.010,-0.010
GainLossOnSaleOfProperties,20614.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-732.000,-72349.000,-140878.000
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,35644.000,,
IncreaseDecreaseInNotesPayableCurrent,550000.000,,
IncreaseDecreaseInOtherAccruedLiabilities,4143.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-418815.000,,
InterestExpenseDebtExcludingAmortization,,36540.000,58545.000
LoansAndLeasesReceivableRelatedPartiesAdditions,-11530.000,,
NetCashProvidedByUsedInFinancingActivities,538470.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,538470.000,,
NetCashProvidedByUsedInInvestingActivities,336000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,336000.000,,
NetCashProvidedByUsedInOperatingActivities,-606972.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-606972.000,,
NetIncomeLoss,-732.000,-72349.000,-140878.000
OperatingExpenses,30024.000,35440.000,82337.000
OperatingIncomeLoss,22363.000,-35440.000,-82337.000
OtherCostAndExpenseOperating,1500.000,8850.000,5954.000
OtherExpenses,-23095.000,,
OtherIncome,,-36909.000,-58541.000
OtherNoncashIncome,27199.000,,
OtherOperatingIncomeExpenseNet,,-369.000,4.000
PaymentsToAcquireAndDevelopRealEstate,-248845.000,,
ProceedsFromSaleOfPropertyHeldForSale,336000.000,,
ProfessionalFees,5000.000,,23570.000
Revenues,52387.000,,
SalariesWagesAndOfficersCompensation,21930.000,25884.000,25884.000
SalesCommissionsAndFees,575.000,,12750.000
SalesRevenueNet,52387.000,,
UtilitiesCosts,,,13481.000
WeightedAverageNumberOfDilutedSharesOutstanding,10098713.000,10098713.000,10098713.000
WeightedAverageNumberOfSharesOutstandingBasic,10098713.000,10098713.000,10098713.000
