,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AmortizationOfIntangibleAssets,89000.000,88000.000,138000.000,,,,223000.000,,220000.000,,223000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,83900.000,78900.000,,82150.000,77150.000,72950.000,-187610.000,0.000,0.000
AssetImpairmentCharges,,,,,,,633000.000,5000.000,0.000,0.000,0.000,0.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,,,,911000.000
CapitalLeaseObligationsIncurred,,,14000.000,,,,0.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,7667000.000,,,,-3999000.000,,,,4283000.000,
CommonStockDividendsPerShareCashPaid,,,,0.140,0.140,,0.145,0.145,0.145,0.150,0.150,0.150
CommonStockDividendsPerShareDeclared,0.135,0.135,0.140,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,2373000.000,1195000.000,1860000.000,7564000.000,1553000.000,2290000.000,1733000.000,2306000.000,1977000.000,1831000.000
ConversionOfStockSharesIssued1,,,,,,,,,,,,0.740
CostOfGoodsSold,7924000.000,12223000.000,13466000.000,9292000.000,10906000.000,11390000.000,13222000.000,10860000.000,10929000.000,10005000.000,8544000.000,12357000.000
CostOfServices,14771000.000,14738000.000,15326000.000,15905000.000,16358000.000,16164000.000,16599000.000,16971000.000,17406000.000,16871000.000,16660000.000,17335000.000
CostsAndExpenses,35106000.000,38902000.000,41692000.000,39370000.000,41256000.000,41492000.000,44912000.000,42135000.000,42802000.000,41733000.000,39747000.000,45529000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,,,,,-119000.000,,-98000.000,-98000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,,,-19000.000,-19000.000,,-236000.000,-236000.000,-236000.000,1652000.000,-236000.000,-236000.000
DefinedBenefitPlanAmortizationOfTransitionObligationsAssets,,,,15000.000,15000.000,,0.000,0.000,0.000,0.000,,
