,2011-03-30,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31
AccountsPayableTradeCurrent,,634536000.000,670259000.000,532921000.000,703235000.000,678451000.000,677364000.000,777908000.000,766075000.000,838035000.000,875394000.000,1072838000.000,928500000.000,962500000.000,857900000.000,905600000.000
AccountsReceivableFromSecuritization,,,,,300000000.000,,562900000.000,556500000.000,455700000.000,555600000.000,629800000.000,723100000.000,517400000.000,537900000.000,544500000.000,1070000000.000
AccountsReceivableNetCurrent,,1335590000.000,1441378000.000,1280011000.000,1426438000.000,1526315000.000,1499633000.000,1554342000.000,1514480000.000,1651389000.000,1717281000.000,1820273000.000,1678600000.000,1761600000.000,1733300000.000,2268500000.000
AccruedIncomeTaxesCurrent,,25905000.000,68160000.000,55492000.000,42880000.000,57740000.000,64760000.000,33731000.000,19866000.000,89878000.000,74739000.000,49749000.000,45100000.000,74900000.000,84100000.000,160700000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,1048258000.000,1049632000.000,1073050000.000,1053354000.000,1065909000.000,1086795000.000,1113454000.000,1120936000.000,1111227000.000,1062759000.000,1110000000.000,1136600000.000,1152500000.000,1170100000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,962000.000,1019000.000,1080000.000,1028000.000,1123000.000,1033000.000,843000.000,398000.000,421000.000,300000.000,300000.000,300000.000,200000.000,300000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-7383000.000,-34867000.000,-43719000.000,-51766000.000,-16536000.000,-30820000.000,-12272000.000,60780000.000,50781000.000,84788000.000,69300000.000,39500000.000,24400000.000,-28400000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,4321000.000,4167000.000,5840000.000,5992000.000,5998000.000,13890000.000,13717000.000,11071000.000,10972000.000,8699000.000,9700000.000,12600000.000,11200000.000,19500000.000
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,464993000.000,81886000.000,-39360000.000,-156144000.000,-14402000.000,-42821000.000,-183256000.000,-404823000.000,-291177000.000,-316520000.000,-219300000.000,-179900000.000,-633700000.000,-939400000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,338404000.000,454251000.000,43871000.000,-87839000.000,-212874000.000,-35813000.000,-86498000.000,-208402000.000,-354716000.000,-250947000.000,-240131000.000,-159400000.000,-152700000.000,-620300000.000,-987000000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,,70000000.000,,,,,,,,,,
AdditionalPaidInCapital,,3868295000.000,3918680000.000,3783115000.000,3795373000.000,3834631000.000,3869793000.000,3986746000.000,4021264000.000,4045322000.000,4068791000.000,4103678000.000,4122300000.000,4148500000.000,4170300000.000,4212800000.000
AllowanceForDoubtfulAccountsReceivable,,,,,18900000.000,,,23000000.000,,,,24600000.000,,,,25700000.000
Assets,,11878125000.000,12005775000.000,11118118000.000,11598143000.000,11601971000.000,11706418000.000,11931897000.000,11885032000.000,12211711000.000,12901574000.000,15236341000.000,15355000000.000,15602800000.000,15174100000.000,15886600000.000
AssetsCurrent,,3756753000.000,3759613000.000,3609038000.000,3568844000.000,3751927000.000,3750734000.000,3902717000.000,3950394000.000,4212299000.000,4343167000.000,4471260000.000,4342200000.000,4477100000.000,5817800000.000,6786900000.000
AssetsFairValueDisclosure,,,,,524261000.000,574617000.000,654564000.000,847815000.000,830161000.000,1046729000.000,1356000000.000,1536438000.000,1793400000.000,1833900000.000,1618200000.000,2072900000.000
AvailableForSaleSecurities,,,,,,,,,,,,27006000.000,,,,28200000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,500000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,0.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,21276000.000,,,,26533000.000,,,,27700000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,,,,535000.000,,,8288000.000,,,,10254000.000,,,,18600000.000
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,,,,,22263000.000,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,,,,32000.000,,,4555000.000,,,,605000.000,,,,2500000.000
AvailableForSaleSecuritiesDebtSecurities,,,,,,,,22826000.000,,,,26802000.000,,,,28100000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,275000.000,156000.000,23926000.000,51000.000,,22928000.000,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,,,,,70000.000,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,1733000.000,,,0.000,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,,,,1652000.000,,,,,,,,
BuildingsAndImprovementsGross,,,686475000.000,671337000.000,676028000.000,675971000.000,678361000.000,,,,,,,,,
BusinessAcquisitionContingentConsiderationAtFairValue,,,,,376100000.000,,,,,,,,,,,
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,,,379200000.000,385000000.000,383000000.000,,,,,,
BusinessAcquisitionCostOfAcquiredEntityCashPaid,,,,,59000000.000,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,165000000.000,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,130000000.000,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsNotAmortizable,,,,,30000000.000,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,51000000.000,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,,,,,5000000.000,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,406200000.000,665000000.000,,,,470000000.000
CapitalizedComputerSoftwareNet,,,,,,,,,,,,,,,,116300000.000
CashAndCashEquivalentsAtCarryingValue,,608087000.000,434939000.000,512837000.000,375056000.000,314330000.000,332316000.000,349969000.000,294421000.000,277379000.000,364920000.000,291293000.000,243000000.000,193900000.000,199600000.000,225500000.000
CashAndCashEquivalentsFairValueDisclosure,,,,,,75297000.000,44152000.000,135209000.000,62194000.000,23618000.000,17822000.000,0.000,94700000.000,40900000.000,111300000.000,122200000.000
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights,,,19.980,,,,,,,,,,,,,
ClassOfWarrantOrRightNumberOfSecuritiesCalledByWarrantsOrRights,,,43200000.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500,0.500
CommonStockSharesAuthorized,,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000,1500000000.000
CommonStockSharesIssued,,527316439.000,529901823.000,530126658.000,530315453.000,532294070.000,533797490.000,539664386.000,541245735.000,541859089.000,542881016.000,543978030.000,545100341.000,545540180.000,545732255.000,546658507.000
CommonStockValue,,263658000.000,264951000.000,265063000.000,265158000.000,266147000.000,266899000.000,269832000.000,270623000.000,270930000.000,271441000.000,271989000.000,272600000.000,272800000.000,272900000.000,273300000.000
ConstructionInProgressGross,,,188270000.000,197814000.000,263948000.000,267257000.000,274371000.000,,,,,,,,,
CreditRiskDerivativesAtFairValueNet,,,581400000.000,294900000.000,460000000.000,426100000.000,524800000.000,,,,,,,,,
DebtInstrumentBasisSpreadOnVariableRate,,,,,0.020,,,,,,,,,,,
DebtInstrumentCarryingAmount,,,5011209000.000,4939281000.000,4775000000.000,4878125000.000,4444688000.000,4831250000.000,5116809000.000,5073984000.000,4733966000.000,6334095000.000,6274000000.000,6274000000.000,6274000000.000,6273000000.000
DebtLongtermAndShorttermCombinedAmount,,,,,937200000.000,,,,,,,,,,,
DeferredFinanceCostsNet,,,,,52400000.000,,,,,,,,,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,634400000.000
DeferredTaxAssetsCapitalLossCarryforwards,,,,,19324000.000,,,18645000.000,,,,16003000.000,,,,
DeferredTaxAssetsDerivativeInstruments,,,,,,,,,,,,0.000,,,,
DeferredTaxAssetsGoodwillAndIntangibleAssets,,,,,,,,,,,,,,,156000000.000,150000000.000
DeferredTaxAssetsGross,,,,,829652000.000,,,830414000.000,,,,808570000.000,,,,1132400000.000
DeferredTaxAssetsInventory,,,,,30004000.000,,,31791000.000,,,,21169000.000,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,-67855000.000,,,41461000.000,,,,-142627000.000,,,,193500000.000
DeferredTaxAssetsNet,,,,,598216000.000,,,581032000.000,,,,541902000.000,,,,827900000.000
DeferredTaxAssetsNetCurrent,,236984000.000,257974000.000,191858000.000,202899000.000,195743000.000,210186000.000,229348000.000,244148000.000,205838000.000,246410000.000,248861000.000,223000000.000,258600000.000,283100000.000,345700000.000
DeferredTaxAssetsNetNoncurrent,,70706000.000,79234000.000,75306000.000,39376000.000,84065000.000,91647000.000,87655000.000,100306000.000,98147000.000,95088000.000,77829000.000,85400000.000,91500000.000,110300000.000,83400000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,258482000.000,,,293251000.000,,,,303918000.000,,,,
DeferredTaxAssetsOther,,,,,133959000.000,,,82201000.000,,,,32005000.000,,,,97100000.000
DeferredTaxAssetsTaxCreditCarryforwards,,,,,17707000.000,,,14676000.000,,,,8220000.000,,,,386500000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsEmployeeBenefits,,,,,92983000.000,,,119434000.000,,,,145070000.000,,,,162100000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,,101342000.000,,,120718000.000,,,,136760000.000,,,,239400000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsLegalSettlements,,,,,68398000.000,,,30683000.000,,,,31409000.000,,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsReserves,,,,,28230000.000,,,15882000.000,,,,17684000.000,,,,
DeferredTaxAssetsValuationAllowance,,,,,231436000.000,,,249382000.000,,,,266668000.000,,,,304500000.000
DeferredTaxLiabilities,,,,,666071000.000,,,539571000.000,,,,684529000.000,,,,
DeferredTaxLiabilitiesCurrent,,3153000.000,2047000.000,1368000.000,1215000.000,1132000.000,1274000.000,1283000.000,587000.000,651000.000,580000.000,787000.000,2600000.000,200000.000,300000.000,200000.000
DeferredTaxLiabilitiesDerivatives,,,,,,,,,,,,64424000.000,,,,0.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,,514203000.000,,,371880000.000,,,,442700000.000,,,,447500000.000
DeferredTaxLiabilitiesNoncurrent,,448421000.000,420765000.000,428619000.000,308915000.000,293801000.000,301769000.000,274259000.000,265472000.000,277794000.000,302975000.000,468530000.000,468600000.000,428600000.000,296100000.000,235400000.000
DeferredTaxLiabilitiesOther,,,,,41476000.000,,,64469000.000,,,,24953000.000,,,,30800000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,110392000.000,,,103222000.000,,,,126513000.000,,,,156100000.000
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiability,,,,,125000000.000,,,216000000.000,,,,,,,,
DeferredTaxLiabilityNotRecognizedAmountOfUnrecognizedDeferredTaxLiabilityUndistributedEarningsOfForeignSubsidiaries,,,,,,,,,,,,310000000.000,,,,693000000.000
DefinedBenefitPlanAccumulatedBenefitObligation,,,,,49400000.000,,,61200000.000,,,,60400000.000,,,,68700000.000
DerivativeAssets,,,630553000.000,368181000.000,,,,,,,,,,,,
DerivativeFinancialInstrumentsLiabilitiesFairValueDisclosure,,,604213000.000,338025000.000,,,,,,,,,,,,
DerivativeInstrumentsAndHedgesLiabilities,,,22813000.000,43173000.000,69493000.000,72202000.000,12527000.000,29051000.000,14106000.000,59816000.000,97947000.000,74312000.000,9200000.000,1500000.000,10000000.000,52200000.000
DerivativeNetLiabilityPositionAggregateFairValue,,,,,29100000.000,,,,,,,,,,,
EmployeeRelatedLiabilitiesCurrent,,,173220000.000,188937000.000,221458000.000,193774000.000,233158000.000,266650000.000,210795000.000,216539000.000,248947000.000,288954000.000,199400000.000,213700000.000,244200000.000,282600000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,66600000.000,57300000.000,53100000.000,63700000.000,,46000000.000,94100000.000,,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,1444927000.000,1474327000.000,1546911000.000,1685297000.000,1796350000.000,1889096000.000,1942232000.000,1983736000.000,2101406000.000,2171267000.000,2277200000.000,2361100000.000,2344400000.000,2297600000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,338000000.000,342000000.000,353000000.000,339000000.000,325000000.000,330000000.000,386000000.000,351000000.000,358000000.000,374000000.000,363000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseRemainderOfFiscalYear,,,,,,171000000.000,86000000.000,,260000000.000,166000000.000,84000000.000,,269000000.000,183000000.000,95000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,200000000.000,,,,182000000.000,,,,132000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,241000000.000,245000000.000,227000000.000,199000000.000,186000000.000,190000000.000,231000000.000,176000000.000,182000000.000,203000000.000,195000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,308000000.000,312000000.000,321000000.000,244000000.000,230000000.000,234000000.000,276000000.000,224000000.000,230000000.000,248000000.000,239000000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,331000000.000,335000000.000,345000000.000,317000000.000,302000000.000,308000000.000,360000000.000,269000000.000,276000000.000,292000000.000,281000000.000
FiniteLivedIntangibleAssetsGross,,,3745045000.000,3572360000.000,3681557000.000,3722045000.000,3763163000.000,3687644000.000,3634644000.000,3542249000.000,3608749000.000,3850110000.000,3890800000.000,3930700000.000,4053300000.000,3895800000.000
FiniteLivedIntangibleAssetsNet,,,2300118000.000,2098033000.000,2134646000.000,2036748000.000,1966813000.000,1798548000.000,1692412000.000,1558513000.000,1507343000.000,1678843000.000,1613600000.000,1569600000.000,1708900000.000,1598200000.000
ForeignCurrencyContractAssetFairValueDisclosure,,,,,,,5261000.000,5818000.000,7093000.000,5515000.000,5264000.000,6405000.000,3200000.000,18200000.000,12400000.000,
ForeignCurrencyContractsLiabilityFairValueDisclosure,,,,,,,2092000.000,19228000.000,5903000.000,57237000.000,83990000.000,58485000.000,8800000.000,1500000.000,9300000.000,
