,2017-03-31
AccountsAndOtherReceivablesNetCurrent,40430000.000
AccountsPayableCurrent,128527000.000
AccountsReceivableNetCurrent,274474000.000
AccruedIncomeTaxesCurrent,8915000.000
AccruedLiabilitiesCurrent,15917000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,109000.000
AdditionalPaidInCapitalCommonStock,329704000.000
AllowanceForDoubtfulAccountsReceivableCurrent,5258000.000
Assets,1303504000.000
AssetsCurrent,495946000.000
CashAndCashEquivalentsAtCarryingValue,8793000.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,190000000.000
CommonStockSharesIssued,42865407.000
CommonStockSharesOutstanding,42865407.000
CommonStockValue,13000.000
DeferredTaxLiabilitiesNoncurrent,29119000.000
EmployeeRelatedLiabilitiesCurrent,19203000.000
FiniteLivedIntangibleAssetsAccumulatedAmortization,51409000.000
FiniteLivedIntangibleAssetsGross,258886000.000
FiniteLivedIntangibleAssetsNet,207477000.000
Goodwill,446041000.000
InterestPayableCurrent,6257000.000
InventoryNet,160498000.000
Liabilities,1006046000.000
LiabilitiesAndStockholdersEquity,1303504000.000
LiabilitiesCurrent,190915000.000
LongTermLineOfCredit,42000000.000
LongTermNotesPayable,527632000.000
OtherAccruedLiabilitiesCurrent,12096000.000
OtherAssetsNoncurrent,8500000.000
OtherLiabilitiesCurrent,34270000.000
OtherLiabilitiesNoncurrent,12543000.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,10000000.000
PreferredStockSharesIssued,0.000
PreferredStockSharesOutstanding,0.000
PreferredStockValue,0.000
PrepaidExpenseAndOtherAssetsCurrent,11751000.000
PropertyPlantAndEquipmentNet,145540000.000
RetainedEarningsAccumulatedDeficit,-32368000.000
StockholdersEquity,297458000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,297458000.000
