,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,5868441.000,16874000.000,17364000.000,28120000.000,19675000.000,35959000.000,20280000.000,25358000.000,6328000.000,18541000.000,15420000.000,17526000.000,61476000.000,14443000.000,16012000.000,10966000.000,5930000.000,9468000.000,4534000.000,4674000.000,5266000.000
AccountsReceivableNetCurrent,17802280.000,11898000.000,17046000.000,24422000.000,22232000.000,25193000.000,26722000.000,25823000.000,31793000.000,33493000.000,33440000.000,28976000.000,26349000.000,34250000.000,23743000.000,16616000.000,14748000.000,25382000.000,27739000.000,34154000.000,40423000.000
AccruedIncomeTaxesCurrent,,,,,,,,404000.000,1679000.000,3219000.000,2969000.000,444000.000,0.000,0.000,0.000,2848000.000,385000.000,0.000,0.000,0.000,
AccruedLiabilitiesCurrent,43440919.000,36259000.000,50262000.000,59179000.000,40214000.000,48512000.000,50048000.000,63987000.000,109158000.000,105129000.000,119361000.000,109502000.000,128845000.000,122421000.000,102327000.000,92369000.000,84495000.000,80754000.000,93339000.000,101460000.000,111492000.000
AccruedRoyaltiesCurrent,3196701.000,5497000.000,5920000.000,6541000.000,7706000.000,6335000.000,10352000.000,7798000.000,9395000.000,13687000.000,13973000.000,14461000.000,11932000.000,19092000.000,21737000.000,16493000.000,12518000.000,16646000.000,21717000.000,23988000.000,30972000.000
AccumulatedCapitalizedInterestCosts,,,,528000.000,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,216647175.000,269766000.000,295042000.000,349370000.000,398832000.000,419066000.000,445193000.000,468995000.000,493025000.000,524822000.000,559965000.000,603732000.000,717330000.000,998124000.000,1329082000.000,1583659000.000,1693044000.000,1802464000.000,1832478000.000,1864311000.000,1898296000.000
AcquisitionCostsCumulative,,,,139962000.000,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,402244834.000,402622000.000,403248000.000,404311000.000,404814000.000,405614000.000,548051000.000,548935000.000,550048000.000,732587000.000,734065000.000,724819000.000,830824000.000,1021117000.000,1023425000.000,1026077000.000,1169860000.000,1172983000.000,1176198000.000,1325481000.000,1444263000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,,,,,0.000,,,,0.000,,,,0.000,
AssetRetirementObligation,,4706000.000,4898000.000,5769000.000,6506000.000,6685000.000,6910000.000,7484000.000,9426000.000,10200000.000,11291000.000,11951000.000,13543000.000,13380000.000,13824000.000,15420000.000,17225000.000,18559000.000,19481000.000,20640000.000,22181000.000
AssetRetirementObligationCurrent,,300000.000,300000.000,660303.000,-760000.000,804000.000,763000.000,175000.000,407000.000,477000.000,540000.000,311000.000,268000.000,275000.000,411000.000,254000.000,48000.000,61000.000,29000.000,915000.000,699000.000
AssetRetirementObligationsNoncurrent,4136370.000,4363000.000,4551000.000,5109000.000,5746000.000,5881000.000,6147000.000,7309000.000,9019000.000,9723000.000,10751000.000,11640000.000,13275000.000,13105000.000,13413000.000,15166000.000,17177000.000,18498000.000,19452000.000,19725000.000,21482000.000
Assets,497433232.000,537689000.000,588836000.000,632029000.000,650322000.000,734711000.000,795820000.000,890330000.000,1021731000.000,1133441000.000,1277403000.000,1436291000.000,1687426000.000,1560297000.000,1280522000.000,1140861000.000,1164152000.000,1086088000.000,1177693000.000,1464665000.000,1686393000.000
AssetsCurrent,38676948.000,44582000.000,35180000.000,38197000.000,37268000.000,38810000.000,43691000.000,42172000.000,58978000.000,67344000.000,59055000.000,113323000.000,105193000.000,145004000.000,126540000.000,127007000.000,173086000.000,94629000.000,81020000.000,279182000.000,309976000.000
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,,,32413000.000,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInRollingAfterYearFive,,,,,,,,,,,,,,17597000.000,17597000.000,,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,33200000.000,,7300000.000,,,,16000000.000,,,,,,,,,,,,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,2600000.000,,,,,,,,,,,,,,,,,
CapitalizedCostsUnprovedProperties,162921922.000,166230000.000,164514000.000,149675000.000,151161000.000,168275000.000,213084000.000,194306000.000,222580000.000,277949000.000,269049000.000,264419000.000,449042000.000,394880000.000,392299000.000,387504000.000,381915000.000,397883000.000,445421000.000,479736000.000,564813000.000
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,,,7300000.000,,,,16000000.000,,,,29600000.000,,,,38400000.000,,,,37500000.000,
Cash,,,,,,,,6287000.000,,,,8407000.000,,,,16732000.000,,,,212884000.000,
CashAndCashEquivalentsAtCarryingValue,2373853.000,9432000.000,4178000.000,2095000.000,4652000.000,5105000.000,6330000.000,6287000.000,14340000.000,14635000.000,7723000.000,8407000.000,6061000.000,53623000.000,13887000.000,16732000.000,118329000.000,40873000.000,20566000.000,212884000.000,209705000.000
CertificatesOfDepositAtCarryingValue,727000.000,266000.000,266000.000,230000.000,141000.000,61000.000,40000.000,0.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,,,,,0.010,0.010,0.010,,0.010,0.010,0.010,,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,,,,80000000.000,80000000.000,80000000.000,,80000000.000,80000000.000,80000000.000,,80000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000,120000000.000
CommonStockSharesIssued,,,,,57104489.000,57139755.000,57139755.000,,57139755.000,74657951.000,74683934.000,,76844899.000,85450478.000,85687475.000,85567021.000,93327432.000,93374455.000,93374455.000,99517764.000,100203648.000
CommonStockSharesOutstanding,,,,,55842938.000,55837912.000,55837912.000,,55837912.000,73327906.000,73348734.000,,76780402.000,85360085.000,85520957.000,85564435.000,93271423.000,93290199.000,93290199.000,99512886.000,100135608.000
CommonStockValue,,,,,571000.000,571000.000,670000.000,670000.000,671000.000,747000.000,747000.000,734000.000,769000.000,855000.000,857000.000,856000.000,933000.000,934000.000,936000.000,995000.000,1002000.000
CompensationAndBenefitsTrust,,,,0.000,,,,0.000,,,,0.000,,,,,,,,,
DebtInstrumentFaceAmount,,,,,,,,,,,,,,390667000.000,390959000.000,391254000.000,391553000.000,391845000.000,392153000.000,573924000.000,573968000.000
DeferredCompensationLiabilityClassifiedNoncurrent,,,,300000.000,,,,1200000.000,,,,1400000.000,,,,0.000,,,,1400000.000,
DeferredCompensationLiabilityCurrent,,,,100000.000,,,,100000.000,,,,0.000,,,,1000000.000,,,,0.000,
DeferredFinanceCostsNet,,,,100000.000,300000.000,100000.000,1100000.000,1100000.000,,,,,,,,,,,,,
DeferredTaxAssetsGrossCurrent,,,,1102000.000,,,,1636000.000,,,,394000.000,,,,,,,,,
DeferredTaxAssetsGrossNoncurrent,,,,51314000.000,,,,70099000.000,,,,97712000.000,,,,174419000.000,,,,202110000.000,
DeferredTaxAssetsLiabilitiesNet,,,,,1008000.000,,1948000.000,,2806000.000,4294000.000,0.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,-1311000.000,,,,1636000.000,,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,411000.000,,,,,,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,41256000.000,,,,70069000.000,,,,97712000.000,,,,20099000.000,,,,11855000.000,
DeferredTaxAssetsNetCurrent,,,,900000.000,,,,1636000.000,,,,0.000,,,,,,,,,
DeferredTaxAssetsNetNoncurrent,,4594000.000,1878000.000,411000.000,,510000.000,,0.000,,,,,,,9676000.000,,,,,,
DeferredTaxAssetsOther,,,,869000.000,,,,609000.000,,,,281000.000,,,,7396000.000,,,,0.000,
DeferredTaxAssetsPropertyPlantAndEquipment,,,,233000.000,,,,62000.000,,,,113000.000,,,,42757000.000,,,,44391000.000,
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,6660000.000,,,,7064000.000,,,,7197000.000,,,,9785000.000,,,,8633000.000,
DeferredTaxAssetsValuationAllowance,,,2400000.000,,,,,,,,,,,,66600000.000,,,,,,
DeferredTaxAssetsValuationAllowanceCurrent,,,,202000.000,,,,0.000,,,,,,,,,,,,,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,10058000.000,,,,30000.000,,,,0.000,,,,154320000.000,,,,190255000.000,
DeferredTaxLiabilitiesCurrent,2396156.000,5376000.000,1878000.000,411000.000,,510000.000,,0.000,,,802000.000,19751000.000,16462000.000,8115000.000,10426000.000,,,,,,
DeferredTaxLiabilitiesDerivatives,,,,1311000.000,,,,0.000,,,,20145000.000,,,,,,,,,
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,,,80998000.000,,,,151495000.000,,,,20099000.000,,,,11855000.000,
DeferredTaxLiabilitiesNoncurrent,2098105.000,,,40845000.000,1008000.000,,3609000.000,10929000.000,20360000.000,30942000.000,42508000.000,53783000.000,106649000.000,25645000.000,0.000,0.000,,,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,36363000.000,,,,76719000.000,,,,145620000.000,,,,0.000,,,,,
