,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AmortizationOfDebtDiscountPremium,,,61076.000,,,,243990.000,,,,47531.000,,
AmortizationOfFinancingCosts,,,79520.000,,,,57104.000,,,,0.000,,
AssetRetirementObligationAccretionExpense,41532.000,42866.000,44205.000,45130.000,46588.000,47579.000,47524.000,49061.000,32903.000,131128.000,59656.000,59656.000,59656.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,59382.000,,,,96708.000,,,,-80741.000,,
ComprehensiveIncomeNetOfTax,-78467.000,-222907.000,-921135.000,-499494.000,-694742.000,-918856.000,-756571.000,-514290.000,-656880.000,-1218776.000,-972133.000,1450414.000,-8031267.000
DepletionOfOilAndGasProperties,90629.000,95949.000,61408.000,82594.000,81839.000,315747.000,316568.000,172982.000,206937.000,202875.000,155816.000,127549.000,103828.000
DepreciationDepletionAndAmortization,,,68305.000,,,,321449.000,,,,157826.000,,
EarningsPerShareBasic,,,,,,,-0.020,,,,,,
EarningsPerShareBasicAndDiluted,,0.040,,,,,,0.000,-0.030,,-0.040,0.050,-0.280
EarningsPerShareDiluted,0.000,,-0.070,-0.010,-0.050,-0.020,-0.020,,,,,,
FinancingInterestExpense,,,,238647.000,368507.000,,261756.000,261116.000,319302.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,56396.000,696929.000,-279473.000,341133.000,-546098.000,166682.000,260296.000,431988.000,-229110.000,-430548.000,12380.000,-13296.000,16384.000
GainLossOnDerivativeInstrumentsNetPretax,,,,,,,,,,,,,-6427146.000
GainsLossesOnExtinguishmentOfDebt,,,,,56962.000,,-39953.000,0.000,0.000,0.000,-408490.000,0.000,-817396.000
GeneralAndAdministrativeExpense,350949.000,365561.000,702946.000,455310.000,421987.000,405980.000,487610.000,369464.000,336416.000,749650.000,345400.000,302678.000,330869.000
IncomeTaxesPaid,,,5000.000,,,,0.000,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-110383.000,,,,58965.000,,,,399850.000,,
IncreaseDecreaseInAccountsReceivable,,,240757.000,,,,152102.000,,,,29033.000,,
IncreaseDecreaseInInventories,,,-8443.000,,,,-3397.000,,,,0.000,,
IncreaseDecreaseInPrepaidExpense,,,34276.000,,,,-44476.000,,,,-17987.000,,
InterestExpense,39133.000,42007.000,205802.000,,,,,,,,92346.000,26125.000,143210.000
InterestExpenseRelatedParty,17018.000,17421.000,13791.000,20572.000,,,244160.000,244899.000,263254.000,284076.000,300136.000,375991.000,346843.000
InterestPaid,,,116204.000,,,,125274.000,,,,178328.000,,
LeaseOperatingExpense,162671.000,238179.000,321936.000,188699.000,280962.000,212205.000,289697.000,226040.000,227256.000,151553.000,138518.000,142340.000,179336.000
