,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,496028000.000,593337000.000,678576000.000,675174000.000,650296000.000,681367000.000,762038000.000,875574000.000,681377000.000,527260000.000,559635000.000,500007000.000,580070000.000,556464000.000,620177000.000,615552000.000,621131000.000,560766000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,95477000.000,145887000.000,202018000.000,227659000.000,244295000.000,259776000.000,318239000.000,295271000.000,268100000.000,126119000.000,130002000.000,118651000.000,162221000.000,220422000.000,170632000.000,175014000.000,172262000.000,110712000.000
AdditionalPaidInCapitalCommonStock,976710000.000,995053000.000,998585000.000,1001308000.000,1004595000.000,1019570000.000,1046435000.000,1052253000.000,1061272000.000,1063949000.000,1068338000.000,1073105000.000,1082735000.000,1091773000.000,1103774000.000,1113551000.000,1115796000.000,1122937000.000
Assets,9256301000.000,9475126000.000,9641988000.000,9625253000.000,9764951000.000,10009141000.000,10080384000.000,10267807000.000,10198216000.000,10153494000.000,10448779000.000,10344520000.000,10649784000.000,10861991000.000,10817975000.000,10714346000.000,11026297000.000,11140930000.000
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,5385432000.000,5640630000.000,5712890000.000,5847178000.000,5856432000.000,5819392000.000,5943160000.000,6059853000.000,5921487000.000,5910038000.000,6078453000.000,6339054000.000,6352737000.000,6192036000.000,6132246000.000
AvailableForSaleEquitySecuritiesAmortizedCostBasis,,,,38230000.000,38230000.000,92580000.000,197469000.000,275827000.000,319499000.000,323249000.000,395018000.000,464388000.000,391779000.000,394685000.000,280663000.000,291070000.000,325435000.000,382550000.000
AvailableForSaleSecurities,,,,,,,,,,,6194625000.000,,6095626000.000,6333191000.000,,,,
AvailableForSaleSecuritiesAmortizedCost,5183041000.000,5240718000.000,5356333000.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,886623000.000,508705000.000,329585000.000,251981000.000,433970000.000,204636000.000,499362000.000,851379000.000,1888933000.000,1916503000.000,2084515000.000,1775548000.000,1307417000.000,1778028000.000,1423981000.000,1007321000.000,2062906000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,865852000.000,453160000.000,296303000.000,239745000.000,424935000.000,195562000.000,496746000.000,836914000.000,1872370000.000,1889606000.000,1913235000.000,1564101000.000,393677000.000,1003420000.000,806757000.000,688189000.000,1725902000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,20771000.000,55545000.000,33282000.000,12236000.000,9035000.000,9074000.000,2616000.000,14465000.000,16563000.000,26897000.000,171280000.000,211447000.000,913740000.000,774608000.000,617224000.000,319132000.000,337004000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,1018126000.000,1080746000.000,1093709000.000,1170245000.000,1244147000.000,1331492000.000,1411731000.000,1448715000.000,1456485000.000,1470040000.000,1425759000.000,1427804000.000,1366848000.000,1353043000.000,1392501000.000,1322979000.000,1223353000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,1072105000.000,1161310000.000,1189777000.000,1267353000.000,1352001000.000,1462880000.000,1541532000.000,1567744000.000,1524386000.000,1533694000.000,1480858000.000,1497909000.000,1450529000.000,1429453000.000,1470264000.000,1400954000.000,1277278000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,1134360000.000,1084679000.000,1086817000.000,1121859000.000,1049481000.000,1063361000.000,1101203000.000,1040973000.000,1062230000.000,1098887000.000,1056510000.000,1010609000.000,1012738000.000,1066029000.000,1150042000.000,1117553000.000,1133253000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,1184638000.000,1135759000.000,1133474000.000,1174766000.000,1097141000.000,1121440000.000,1157575000.000,1089163000.000,1098261000.000,1139408000.000,1098771000.000,1056776000.000,1064207000.000,1101193000.000,1177120000.000,1138249000.000,1158235000.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDate,,,,,,,,,,,,,,,,,4698952000.000,4598739000.000
AvailableForSaleSecuritiesDebtMaturitiesSingleMaturityDateAmortizedCostBasis,,,,,,,,,,,,,,,,,4484450000.000,4453562000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearAmortizedCost,,266293000.000,247391000.000,259072000.000,379129000.000,370576000.000,335455000.000,300842000.000,251720000.000,217012000.000,216068000.000,193107000.000,184280000.000,192394000.000,176344000.000,168246000.000,156470000.000,164158000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,270110000.000,251201000.000,264361000.000,386378000.000,374881000.000,340330000.000,305382000.000,254696000.000,219433000.000,219092000.000,196188000.000,188085000.000,195936000.000,179920000.000,171070000.000,153783000.000,160738000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateAmortizedCost,,1374880000.000,1325387000.000,1315626000.000,1286816000.000,1282811000.000,1316043000.000,1148274000.000,1160837000.000,1185629000.000,1254996000.000,1308495000.000,1379182000.000,1588457000.000,1761192000.000,1768517000.000,1707586000.000,1678684000.000
AvailableForSaleSecuritiesDebtMaturitiesWithoutSingleMaturityDateFairValue,,1426068000.000,1394989000.000,1390956000.000,1363170000.000,1365714000.000,1413366000.000,1222451000.000,1220216000.000,1195985000.000,1265474000.000,1305399000.000,1388084000.000,1616047000.000,1778090000.000,1800152000.000,1753492000.000,1697517000.000
AvailableForSaleSecuritiesDebtSecurities,5299461000.000,5434761000.000,5651189000.000,5718834000.000,5992827000.000,6097866000.000,6315365000.000,6281781000.000,6185456000.000,6094640000.000,6194625000.000,6022473000.000,6095626000.000,6333191000.000,6576541000.000,6610368000.000,6452444000.000,6296256000.000
AvailableForSaleSecuritiesEquitySecurities,,31742000.000,34088000.000,35720000.000,38396000.000,93660000.000,202864000.000,284639000.000,350352000.000,347840000.000,433345000.000,517466000.000,426089000.000,448685000.000,286194000.000,296352000.000,334763000.000,390077000.000
AvailableForSaleSecuritiesFairValueDisclosure,,5434761000.000,,,5992827000.000,6097866000.000,6315365000.000,6281781000.000,6185456000.000,6094640000.000,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,-16374000.000,-16743000.000,-12899000.000,-4505000.000,-7483000.000,-2469000.000,-4550000.000,-14060000.000,-83602000.000,,,,,,,,
AvailableForSaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions,,,,,,,,,,,,,2750.000,2760.000,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses1,,-963000.000,-1702000.000,-1248000.000,-1657000.000,-1427000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,,,-566000.000,-135000.000,-878000.000,-1150000.000,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses1,,-16374000.000,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,,,,-9506000.000,-17839000.000,-90180000.000,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses1,,-15411000.000,-15041000.000,-11651000.000,-2848000.000,-7933000.000,,,,,,,,,,,,
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,,,-5249000.000,-9371000.000,-16961000.000,-89030000.000,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,210417000.000,311599000.000,346301000.000,356702000.000,392459000.000,470656000.000,429899000.000,380124000.000,235082000.000,,,,,,,,
AvailableforsaleSecuritiesInUnrealizedLossPositionsQualitativeDisclosureNumberOfPositions1,,,,,,,,,,,,,,,2860.000,2900.000,2910.000,2960.000
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,,,11800000.000,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,255600000.000,,,11800000.000,268100000.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIndefiniteLivedIntangibleAssets,,,,,,,,,,,,,,,,,23000000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibleAssetsOtherThanGoodwill,,,,,,,,,,,,,,,,,54000000.000,
Cash,98783000.000,87242000.000,93137000.000,104550000.000,90913000.000,63184000.000,64293000.000,71390000.000,75677000.000,39353000.000,55037000.000,58301000.000,72524000.000,70907000.000,70817000.000,102093000.000,93464000.000,81864000.000
CommonStockParOrStatedValuePerShare,1.000,1.000,1.000,1.000,1.000,1.000,1000.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesIssued,121871000.000,122594000.000,122661000.000,122720000.000,123000000.000,123449000.000,124459000.000,125114000.000,125394000.000,125350000.000,125423000.000,125577000.000,126062000.000,126252000.000,126371000.000,126472000.000,126794000.000,126837000.000
CommonStockSharesOutstanding,114586000.000,110274000.000,106511000.000,104101000.000,102196000.000,100737000.000,101297000.000,100928000.000,100474000.000,100140000.000,100182000.000,100336000.000,100085000.000,100050000.000,98162000.000,96521000.000,95868000.000,95645000.000
CommonStockValue,121871000.000,122594000.000,122661000.000,122720000.000,123000000.000,123449000.000,124459000.000,125114000.000,125394000.000,125350000.000,125423000.000,125577000.000,126062000.000,126252000.000,126371000.000,126472000.000,126794000.000,126837000.000
ContractualObligation,,,,,,,,,,,,,,,,,,147000000.000
DebtInstrumentInterestRateEffectivePercentage,,,,0.064,0.063,0.063,0.063,0.064,,,,0.064,,,,0.064,,
DebtInstrumentInterestRateStatedPercentage,,,,0.063,,,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063,0.063
DebtInstrumentUnamortizedDiscount,,,,1500000.000,,,,1500000.000,,,,1500000.000,,,,1500000.000,,
DebtInstrumentUnusedBorrowingCapacityAmount,,,,,,,,,,,,,,,,5900000.000,,
DebtWeightedAverageInterestRate,,,,,0.016,0.016,0.016,0.016,0.016,0.014,0.014,0.014,,,,0.014,,
DeferredPolicyAcquisitionCosts,216105000.000,229248000.000,225190000.000,217608000.000,195558000.000,204387000.000,199401000.000,191960000.000,192199000.000,202322000.000,204740000.000,201698000.000,210356000.000,226333000.000,230350000.000,220321000.000,236661000.000,260273000.000
DeferredTaxAssetsLiabilitiesNet,,,,-128056000.000,,,,-176487000.000,,,,-89008000.000,,,,-171383000.000,,
DeferredTaxAssetsNet,,,,128938000.000,,,,115101000.000,,,,104922000.000,,,,101807000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsDomestic,,,,4451000.000,,,,4744000.000,,,,3202000.000,,,,2983000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsForeign,,,,,,,,,,,,22605000.000,,,,20008000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,2179000.000,,,,2631000.000,,,,181000.000,,,,441000.000,,
