,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30
AdjustmentForAmortization,,,74.000,0.000,0.000
AllocatedShareBasedCompensationExpense,,,0.000,,
AssetImpairmentCharges,,,0.000,1683.000,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-424.000,,
CostsAndExpenses,61505.000,67767.000,25318.000,40476.000,24756.000
EarningsPerShareBasicAndDiluted,-0.030,0.000,0.000,0.000,0.000
GeneralAndAdministrativeExpense,2321.000,11012.000,315.000,486.000,4356.000
IncreaseDecreaseInAccountsPayable,,,4820.000,,
IncreaseDecreaseInOtherAccruedLiabilities,,,4139.000,,
InterestExpense,2615.000,3509.000,4139.000,4139.000,4184.000
InterestIncomeOperating,0.000,0.000,0.000,0.000,0.000
LicensesRevenue,0.000,0.000,0.000,0.000,0.000
NetCashProvidedByUsedInFinancingActivities,,,20000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,20000.000,,
NetCashProvidedByUsedInInvestingActivities,,,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,0.000,,
NetCashProvidedByUsedInOperatingActivities,,,-20424.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-20424.000,,
NetIncomeLoss,-64120.000,-71276.000,-29457.000,-44615.000,-28940.000
OfficersCompensation,,,16200.000,,
OperatingIncomeLoss,-61505.000,-67767.000,-25318.000,-40476.000,-24756.000
OtherCostOfServices,,,8803.000,,
OtherNonoperatingExpense,2615.000,3509.000,4213.000,4139.000,4184.000
ProceedsFromNotesPayable,,,20000.000,,
ProfessionalAndContractServicesExpense,,,,38307.000,20400.000
ProfessionalFees,59184.000,56755.000,25003.000,,
Revenues,0.000,0.000,0.000,0.000,0.000
SalesRevenueNet,0.000,0.000,0.000,0.000,0.000
ShareBasedCompensation,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,,1.440,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresAndExpirationsInPeriod,,0.000,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsForfeituresInPeriod,,,0.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriod,,0.000,0.000,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,0.000,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsForfeituresInPeriodWeightedAverageExercisePrice,,0.000,,,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,0.000,,,
StockIssuedDuringPeriodSharesShareBasedCompensation,,,0.000,,
StockIssuedDuringPeriodSharesStockOptionsExercised,,0.000,0.000,,
StockOptionPlanExpense,,,0.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,2000000.000,24768273.000,25118273.000,47886546.000,39998273.000
