,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,47723000.000,37091000.000,46107000.000,42732000.000,38809000.000,34746000.000,37738000.000,33245000.000,34737000.000,32296000.000,34089000.000,35674000.000,37503000.000,39305000.000
AccountsReceivableNetCurrent,222179000.000,222187000.000,221089000.000,234078000.000,225321000.000,222786000.000,228377000.000,228506000.000,230439000.000,230745000.000,241873000.000,253675000.000,251191000.000,260952000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,9696000.000,,,,6125000.000,,,
AccruedIncomeTaxesCurrent,,,969000.000,1069000.000,597000.000,1318000.000,1813000.000,802000.000,225000.000,606000.000,,2871000.000,3218000.000,5447000.000
AccruedLiabilitiesCurrent,142410000.000,127340000.000,122632000.000,120565000.000,116872000.000,111513000.000,114876000.000,104447000.000,115147000.000,140340000.000,120803000.000,123858000.000,133168000.000,141328000.000
AccruedProfessionalFeesCurrent,,,,,,,2312000.000,,,,6397000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,30091000.000,,,,39345000.000,,,
AdditionalPaidInCapital,238126000.000,238126000.000,240509000.000,241684000.000,242535000.000,243455000.000,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,244345000.000,245049000.000,245897000.000,246721000.000,247053000.000,247522000.000,248036000.000,248563000.000
AllowanceForDoubtfulAccountsReceivableCurrent,4315000.000,5525000.000,6413000.000,7958000.000,9282000.000,10604000.000,11997000.000,13788000.000,15144000.000,11978000.000,11900000.000,14091000.000,16194000.000,17401000.000
Assets,963116000.000,981324000.000,992258000.000,996660000.000,1001901000.000,1007645000.000,1051958000.000,1041212000.000,1067129000.000,1081800000.000,1086277000.000,1098527000.000,1104520000.000,1122878000.000
AssetsCurrent,276574000.000,290554000.000,297056000.000,293124000.000,302703000.000,298244000.000,318216000.000,314645000.000,335982000.000,330221000.000,318111000.000,332640000.000,338224000.000,343041000.000
CapitalLeaseObligationsCurrent,92000.000,93000.000,89000.000,85000.000,78000.000,74000.000,6052000.000,5834000.000,6670000.000,6606000.000,6516000.000,6504000.000,6515000.000,6594000.000
CapitalLeaseObligationsNoncurrent,385000.000,362000.000,342000.000,324000.000,306000.000,288000.000,11632000.000,10732000.000,14028000.000,14040000.000,13724000.000,14214000.000,14485000.000,14671000.000
CapitalLeasesFutureMinimumPaymentsDue,,,,,,,18796000.000,,,,22852000.000,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,6287000.000,,,,7664000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,3089000.000,,,,1329000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,3127000.000,,,,3026000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,3146000.000,,,,4696000.000,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,3147000.000,,,,6066000.000,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,,,,,71000.000,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,,,,1112000.000,,,,2612000.000,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,,,,17684000.000,,,,20240000.000,,,
