,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AssetManagementCosts,11747698.000,13352345.000,13105781.000,11784018.000,13061292.000,12443778.000,13320547.000,13969202.000,14386307.000,13699325.000,13890282.000,13009219.000,11757120.000,11997228.000,11796639.000,10058994.000,7488566.000,6633351.000,5706233.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-51931993.000,,,,-406447670.000,,,,-442205384.000,,,,-97865945.000,,,,-178065664.000,,,,-15369644.000,,,,
CashPeriodIncreaseDecrease,,,,,,,,,,,,,,,,,,,,,,,,,-5015157.000
DepreciationAmortizationAndAccretionNet,-1780147.000,,,,-391650.000,,,,-1286324.000,,,,-727878.000,,,,-240509.000,,,,-892403.000,,,,-2580166.000
DistributedEarnings,,,,,,,,,0.000,,,,0.000,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DividendIncomeOperating,,,,,,,,,,,,,,,,,,,,,,,51979.000,,141799.000
EarningsPerShareBasic,,-1.420,-3.240,,1.880,-2.950,2.980,,-0.390,-2.220,0.700,,0.520,0.400,-3.310,,-1.320,0.940,-2.900,-1.770,-0.050,2.010,-0.270,0.790,-0.610
FloorBrokerageExchangeAndClearanceFees,,15722.000,3485.000,,241196.000,443179.000,303699.000,483748.000,292005.000,414349.000,297320.000,440398.000,204553.000,412151.000,289271.000,522729.000,376006.000,217876.000,248385.000,329170.000,120135.000,155543.000,237155.000,246801.000,92283.000
GainLossOnInvestments,,-294134602.000,-680594285.000,,398981438.000,-647308565.000,667947050.000,-227294325.000,-87712797.000,-534632947.000,176525355.000,-37735888.000,117216884.000,95941950.000,-714455704.000,-1057518645.000,-245964498.000,166693354.000,-492242299.000,-276815646.000,-9478908.000,315552721.000,-53511850.000,126983685.000,-96739931.000
GainLossOnSaleOfDebtInvestments,1231.000,,,,-771.000,,,,,,,,,,,,,,,,,,,,
GainLossOnSaleOfDerivatives,,424281984.000,31724525.000,,88480995.000,-346933952.000,-189683137.000,190409531.000,15731107.000,-82477614.000,-193572331.000,-186892748.000,37969343.000,-7527620.000,-2621768.000,-774168791.000,-425435007.000,-301640755.000,-133224511.000,,,,,,
GainLossOnSaleOfInvestments,,,,,,,,,,,,,,,,,,,,,-199193372.000,-66087932.000,84617569.000,107933208.000,62190192.000
GainLossOnSaleOfSecuritiesNet,,25409.000,10612.000,,-771.000,15962.000,1156.000,4572.000,-120.000,48318.000,5984.000,12324.000,11727.000,3047.000,11895.000,13272.000,6622.000,,16995.000,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,853241.000,,,,204792.000,,,,-159399.000,,,,-733593.000,,,,,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,,,,,,,,,,,,,,-129960.000,,,,-118472.000
IncreaseDecreaseInAccruedLiabilities,,,,,4428.000,,,,8203.000,,,,4077.000,,,,,,,,,,,,
IncreaseDecreaseInDividendsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,-7169.000
IncreaseDecreaseInOtherAccountsPayable,48989588.000,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInPayablesToBrokerDealers,127732685.000,,,,,,,,,,,,,,,,308.000,,,,182.000,,,,-707.000
IncreaseDecreaseInRestrictedCash,-5640739.000,,,,,,,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInTradingLiabilities,,,,,,,,,,,,,,,,,,,,,-21657176.000,,,,-1787591.000
InterestAndDividendIncomeOperating,,,,,,,,,,,,,,,,,,,,,,,1815106.000,,2721965.000
InterestExpense,,,,,,,,,,,,,,,,,,,113485.000,,96887.000,7358.000,19329.000,17687.000,28061.000
InterestIncomeOperating,,1070716.000,567628.000,,385954.000,1055723.000,1244368.000,1384263.000,1283133.000,883702.000,673579.000,402660.000,724958.000,524601.000,393691.000,197467.000,225960.000,69463.000,146804.000,273436.000,892403.000,1493090.000,1763127.000,2160109.000,2580166.000
InterestPaid,,,,,,,,,,,,,,,,,,,,,96887.000,,,,28061.000
InvestmentIncomeNet,-11075379.000,-12297351.000,-12541638.000,-11545380.000,-12916534.000,-11831234.000,-12379878.000,-13068687.000,-13395179.000,-13229972.000,-13514023.000,-13046957.000,-11236715.000,-11884778.000,-11692219.000,-10384256.000,-7638612.000,-6781764.000,-5921299.000,,,,,,
MarketableSecuritiesGainLoss,598208725.000,,,,,,,,,,,,,,,,,,,,,,,,
MarketableSecuritiesRealizedGainLoss,,,,,,,,,,,,,,,,,,,,,631.000,632.000,19385.000,-710.000,-29664.000
MarketableSecuritiesUnrealizedGainLoss,,,,,,,,,,,,,,,,,,,,,178110.000,195958.000,-79967.000,-350274.000,-116229.000
NetCashProvidedByUsedInFinancingActivities,654037784.000,,,,598700452.000,,,,286762862.000,,,,-121691075.000,,,,-791089624.000,,,,22871188.000,,,,-217469386.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,654037784.000,,,,598700452.000,,,,286762862.000,,,,-121691075.000,,,,-791089624.000,,,,22871188.000,,,,-217469386.000
NetCashProvidedByUsedInOperatingActivities,-705969777.000,,,,-1005148122.000,,,,-728968246.000,,,,23825130.000,,,,613023960.000,,,,-38240832.000,,,,212454229.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-705969777.000,,,,-1005148122.000,,,,-728968246.000,,,,23825130.000,,,,613023960.000,,,,-38240832.000,,,,212454229.000
NetIncomeLoss,587133346.000,-306431953.000,-693135923.000,179337904.000,,,,,,,,,105980169.000,84057172.000,-726147923.000,-1067902901.000,-253603110.000,159911590.000,-498163598.000,-282025566.000,-12776814.000,312068812.000,-57178750.000,123858100.000,-99206397.000
OperatingExpenses,12853364.000,13368067.000,13109266.000,11788207.000,13302488.000,12886957.000,13624246.000,14452950.000,14678312.000,14113674.000,14187602.000,13449617.000,11961673.000,12409379.000,12085910.000,10581723.000,7864572.000,6851227.000,6068103.000,5483356.000,4190309.000,4976999.000,5509814.000,5413572.000,5282081.000
OperatingIncomeLoss,,,,,,,,,,,,,,,,,,,,,-3297906.000,-3483909.000,-3666900.000,-3125585.000,-2466466.000
OtherNonrecurringExpense,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,
PaymentsForPurchaseOfSecuritiesOperatingActivities,,,,,,,,,,,,,,,,,,,,,1912773559.000,,,,1161444080.000
PaymentsForRepurchaseOfCommonStock,,,,,,,,,142373682.000,,,,329522294.000,,,,882895723.000,,,,92427206.000,,,,353493847.000
PaymentsForRepurchaseOfEquity,40710358.000,,,,103879732.000,,,,,,,,,,,,,,,,,,,,
PaymentsToAcquireInvestments,,,,,,,,,,,,,,,,,,,,,,,,,1281979033.000
PaymentsToAcquireMarketableSecurities,5616927946.000,,,,6491977345.000,,,,6692655637.000,,,,5615327715.000,,,,2495827966.000,,,,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,429136544.000,,,,207831219.000,,,,91806099.000,,,,115298394.000,,,,136024461.000
ProceedsFromIssuanceOrSaleOfEquity,,,,,691849308.000,,,,,,,,,,,,,,,,,,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,4533799244.000,,,,5410798743.000,,,,5964797211.000,,,,5616996748.000,,,,4078996755.000,,,,,,,,
ProceedsFromSaleMaturityAndCollectionsOfInvestments,,,,,,,,,,,,,,,,,,,,,,,,,1067092340.000
ProceedsFromSaleOfSecuritiesOperatingActivities,,,,,,,,,,,,,,,,,,,,,1937000001.000,,,,1718884808.000
ProfessionalFees,,,,,,,,,,,,,,,,,,,,,3973287.000,4814098.000,5253330.000,5149084.000,5161737.000
ProfitLoss,587133346.000,-306431953.000,-693135923.000,179337904.000,386064904.000,-659139799.000,655567172.000,-240363012.000,-101107976.000,-547862919.000,163011332.000,-50782845.000,,,,,,,,,,,,,
RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,,,,,,,,,,,,,,,,,,-199192741.000,-66087300.000,84636954.000,107932498.000,62160528.000
RealizedInvestmentGainsLosses,,424307393.000,31735137.000,,88480224.000,-346917990.000,-189681981.000,190414103.000,15730987.000,-82429296.000,-193566347.000,-186880424.000,37981070.000,-7524573.000,-2609873.000,-774155519.000,-425428385.000,-301640755.000,-133207516.000,,,,,,
StockIssuedDuringPeriodValueNewIssues,,278871752.000,429814372.000,,691849308.000,171347746.000,623655448.000,261947764.000,429136544.000,236743846.000,459299144.000,81807455.000,207831219.000,142587202.000,398068013.000,372711661.000,91806099.000,168251432.000,28468885.000,27576114.000,115298394.000,394710038.000,98976502.000,243919891.000,136024461.000
StockIssuedDuringPeriodValueOther,,,,,,,,,,,,,-147821542.000,,,,,,,,,,,,
StockIssuedDuringPeriodValuePurchaseOfAssets,,,,,,,,,,,,,-41841373.000,,,,,,,,,,,,
StockRedeemedOrCalledDuringPeriodShares,,,,,,,,,,,,,200000.000,,,,,,,,,,,,
StockRedeemedOrCalledDuringPeriodValue,,,,,,,,,,,,,355652761.000,235246110.000,320802936.000,265533856.000,882895723.000,163571029.000,222314603.000,222641924.000,92427206.000,119877533.000,279977259.000,156352648.000,353493847.000
StockholdersEquityPeriodIncreaseDecrease,,,,,,,,,,,,,,-8601736.000,-648882846.000,,-1044692734.000,164591993.000,-692009316.000,-477091376.000,10094374.000,586901317.000,-238179507.000,211425343.000,-316675783.000
UnrealizedGainLossOnDerivatives,,-718239780.000,-712268722.000,,310342659.000,-300360941.000,857601282.000,-417905798.000,-103327228.000,-452138665.000,370155771.000,149109138.000,79202804.000,103563429.000,-711808943.000,-283367628.000,179498296.000,468319830.000,-359107768.000,,,,,,
UnrealizedGainLossOnInvestments,,-718441995.000,-712329422.000,,310501214.000,-300390575.000,857629031.000,-417708428.000,-103443784.000,-452203651.000,370091702.000,149144536.000,79235814.000,103466523.000,-711845831.000,-283363126.000,179463887.000,468334109.000,-359034783.000,135114458.000,189535723.000,381444063.000,-138068837.000,19401461.000,-158868688.000
UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,,,,,,,,,,,,,,,,,,189713833.000,381640021.000,-138148804.000,19051187.000,-158900459.000
UnrealizedGainLossOnSecurities,392314942.000,-202215.000,-60700.000,-392241910.000,158555.000,-29634.000,27749.000,197370.000,-116556.000,-64986.000,-64069.000,35398.000,33010.000,-96906.000,-36888.000,4502.000,-34409.000,14279.000,72985.000,,,,,,
UnrealizedGainOnSecurities,,,,,235617477.000,,,,236264579.000,,,,,,,,,,,,,,,,
UnrealizedLossOnSecurities,,,,,301498362.000,,,,266138149.000,,,,,,,,,,,,,,,,
