,2011-04-30,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31
AllocatedShareBasedCompensationExpense,,8344000.000,8660000.000,,8146000.000,9073000.000,7743000.000
AmortizationOfIntangibleAssets,,12600000.000,13600000.000,,14100000.000,13700000.000,9800000.000
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,-68000.000,-38000.000,,-74000.000,-32000.000,0.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,600000.000,900000.000,,500000.000,400000.000,800000.000
AvailableForSaleSecuritiesChangeInNetUnrealizedHoldingGainLoss,,-3076000.000,-1463000.000,,-34000.000,0.000,0.000
AvailableForSaleSecuritiesGrossRealizedGains,,7796000.000,120000.000,,156000.000,0.000,0.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,0.000,0.000,0.000
BusinessAcquisitionsProFormaNetIncomeLoss,,,36746000.000,,,,
BusinessAcquisitionsProFormaRevenue,,,457076000.000,,,,
CapitalExpendituresIncurredButNotYetPaid,1974000.000,,,,1028000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-66089000.000,,,,-24614000.000,,
ComprehensiveIncomeNetOfTax,,,,,-46696000.000,116000.000,-18963000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,10571000.000,1209000.000,10210000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,-36125000.000,1325000.000,-8753000.000
CostOfGoodsSold,54611000.000,67087000.000,85326000.000,72918000.000,61601000.000,66126000.000,29116000.000
CostOfServices,111437000.000,116134000.000,130670000.000,106981000.000,103847000.000,113032000.000,36166000.000
CostsAndExpenses,382921000.000,374305000.000,420948000.000,389188000.000,361095000.000,357803000.000,194807000.000
DebtIssuanceCostsIncurredDuringNoncashOrPartialNoncashTransaction,999000.000,,,,0.000,,
DeferredCompensationArrangementWithIndividualSharesIssued,,340397.000,35000.000,,,,
DepreciationDepletionAndAmortization,,21649000.000,22399000.000,,-22358000.000,22142000.000,14274000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,743000.000,-1126000.000,,223000.000,2827000.000,-1670000.000
DerivativeInstrumentsGainReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,,3324000.000,-1044000.000,,278000.000,115000.000,-440000.000
EarningsPerShareBasic,-0.290,,0.170,,-0.240,,
EarningsPerShareBasicAndDiluted,,-0.190,,,,0.000,0.020
EarningsPerShareDiluted,-0.290,,0.170,,,,
EffectOfExchangeRateOnCashAndCashEquivalents,7603000.000,,,,1130000.000,,
EffectiveIncomeTaxRateContinuingOperations,,,,,-0.792,,
GainsLossesOnExtinguishmentOfDebt,-8136000.000,,,,0.000,0.000,0.000
GoodwillTranslationAdjustments,,,,,5289000.000,,
ImpairmentOfIntangibleAssetsFinitelived,,0.000,0.000,,0.000,,
IncomeLossFromContinuingOperations,-59195000.000,-39697000.000,35690000.000,4476000.000,,-1895000.000,-10960000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-49693000.000,18126000.000,20620000.000,22879000.000,-25453000.000,15390000.000,-1105000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,-31889000.000,42267000.000,,,6207000.000,-6567000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,-0.190,,,,-0.010,-0.050
IncomeLossFromContinuingOperationsPerBasicShare,-0.290,,0.170,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.290,,0.170,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,2477000.000,14800000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,1621000.000,14644000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,0.010,0.070
IncomeTaxExpenseBenefit,7425000.000,50015000.000,-21647000.000,7158000.000,20151000.000,9183000.000,5462000.000
IncreaseDecreaseInRestrictedCash,-949000.000,,,,14000.000,,
IncrementalCommonSharesAttributableToConversionOfDebtSecurities,,,117000.000,,,,
