,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,,,,,,,,,,,,,,,,,,,,2000000.000,,,,,
AllocatedShareBasedCompensationExpense,,11200000.000,10000000.000,,1700000.000,11400000.000,10400000.000,10000000.000,18700000.000,10000000.000,12200000.000,10900000.000,3200000.000,6300000.000,5700000.000,6300000.000,5900000.000,8600000.000,-2900000.000,2100000.000,10600000.000,7300000.000,5100000.000,3000000.000,8300000.000,10100000.000
AmortizationOfFinancingCosts,1120000.000,,,,1064000.000,,,,897000.000,,,,1126000.000,,,,1267000.000,,,,1191000.000,,,,1189000.000,
AmountOfIneffectivenessOnNetInvestmentHedges,,0.000,,,,,,,,,,,,,,,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,1000.000,1000.000,,82000.000,122000.000,46000.000,-207000.000,184000.000,1000.000,1000.000,-181000.000,272000.000,2000.000,0.000,-254000.000,401000.000,1655000.000,1692000.000,-2267000.000,700000.000,,,,,
AssetRetirementObligationAccretionExpense,,,,,744000.000,,,,876000.000,,,,1003000.000,,,,1644000.000,,,,1849000.000,,,,1787000.000,
AssetRetirementObligationLiabilitiesIncurred,,,,,560000.000,,,,1396000.000,,,,1647000.000,,,,4355000.000,,,,1746000.000,,,,702000.000,
AssetRetirementObligationLiabilitiesSettled,,,,,162000.000,,,,195000.000,,,,,,,,113000.000,,,,53000.000,,,,696000.000,
BrokeredNaturalGasMarginCosts,15362000.000,,,,,,,,,,,,,,,,,,3020000.000,,2566000.000,2021000.000,2939000.000,,4046000.000,3419000.000
BrokeredNaturalGasMarginRevenue,18408000.000,,,,,,,,,,,,,,,,,,4010000.000,,3180000.000,2596000.000,3641000.000,,4695000.000,4037000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,136860000.000,,,,154498000.000,,,,120091000.000,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-31053000.000,,,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,,,,,,,,,,,,,,,578802000.000,,,,38943000.000,
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,63800000.000,,117800000.000,,,,13300000.000,42300000.000,,,,,,,,,,,,,,,,
CommonStockDividendsPerShareCashPaid,,0.030,0.030,,0.020,0.020,0.020,0.020,0.020,0.020,0.020,-0.000,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.020,0.019,0.020,0.050
CommonStockDividendsPerShareDeclared,0.030,,,,,,,,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,78806000.000,76187000.000,,31696000.000,6845000.000,-24968000.000,37490000.000,-3351000.000,157972000.000,56570000.000,36341000.000,69421000.000,132227000.000,113753000.000,-204723000.000,40255000.000,-27508000.000,-15514000.000,-109338000.000,,,,,,
DecreaseInRestrictedCash,,,,,,,,,,,,,,,,,0.000,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,6543000.000,,,,9724000.000,,,,23574000.000,,,,57603000.000,,,,15081000.000,,,,-28973000.000,,,,53289000.000,
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,,,,,,,,,,,0.000,,,,,,,,,,,
DefinedBenefitPlanInterestCost,,,,,,,,,,,,,407000.000,407000.000,407000.000,,365000.000,,,,,,,,,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,,,,,,,,863000.000,863000.000,863000.000,,793000.000,,,,,,,,,
DefinedBenefitPlanServiceCost,,,,,,,,,,,,,456000.000,456000.000,456000.000,,428000.000,,,,,,,,,
DepreciationDepletionAndAmortization,77124000.000,83225000.000,90293000.000,92499000.000,110357000.000,114616000.000,110448000.000,115984000.000,148653000.000,151389000.000,168980000.000,182030000.000,147418000.000,157563000.000,154013000.000,173766000.000,175497000.000,152513000.000,144326000.000,149875000.000,161887000.000,147533000.000,139490000.000,141218000.000,135100000.000,144322000.000
DerivativeGainLossOnDerivativeNet,,,,,,,,,,,,,,-25285000.000,50349000.000,,34123000.000,-6819000.000,17364000.000,12018000.000,,,,,,13805000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,,,,,,,,,-25285000.000,50349000.000,,34123000.000,-6819000.000,17364000.000,12018000.000,18994000.000,-27184000.000,,,,
DirectOperatingCosts,,22579000.000,27292000.000,,27320000.000,29306000.000,28269000.000,33348000.000,31497000.000,36978000.000,32923000.000,39458000.000,35834000.000,35605000.000,37802000.000,36288000.000,36017000.000,36112000.000,34818000.000,33867000.000,26035000.000,26477000.000,24626000.000,23558000.000,24641000.000,27262000.000
EarningsPerShareBasic,0.120,0.530,0.270,-0.330,0.090,0.170,0.170,0.200,0.200,0.420,0.170,-0.120,0.260,0.280,0.240,-0.530,0.100,-0.070,-0.040,-0.270,-0.120,-0.140,-0.020,-0.630,0.230,0.050
EarningsPerShareDiluted,0.120,0.520,0.270,-0.330,0.090,0.170,0.170,0.190,0.200,0.420,0.170,-0.130,0.260,0.280,0.240,-0.530,0.100,-0.070,-0.040,-0.270,-0.120,-0.140,-0.020,-0.630,0.230,0.050
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,,,,,,,,,,,,16000000.000,,,,3400000.000,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,,,,,2138000.000,,,,16043000.000,,,,3437000.000,,,,0.000,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,,,,,2138000.000,,,,16043000.000,,,,3437000.000,,,,0.000,,,,,
ExplorationAbandonmentAndImpairmentExpense,493000.000,,,,,,,,,,,,,,,,,,,,,,,,,
ExplorationExpense,6308000.000,4592000.000,20190000.000,5357000.000,4001000.000,16244000.000,9303000.000,7928000.000,4024000.000,4529000.000,3891000.000,5721000.000,6474000.000,4676000.000,8812000.000,8784000.000,8732000.000,5298000.000,4930000.000,8500000.000,6383000.000,3738000.000,2988000.000,14553000.000,6198000.000,3959000.000
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInEarnings,,12249000.000,,,,,,,,,,,,,,,,,,,,,,,,
