,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,175526000.000,100357000.000,97653000.000,159064000.000,105058000.000,67819000.000,57240000.000,107482000.000,59887000.000,59983000.000,70562000.000,131988000.000,76142000.000
AccountsReceivableRelatedParties,,,,,0.000,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,56551000.000,38641000.000,43486000.000,44742000.000,47859000.000,34199000.000,40429000.000,37249000.000,37784000.000,31676000.000,39919000.000,42571000.000,37431000.000
AccruedIncomeTaxes,,,,,0.000,,,,,,,,,
AccruedIncomeTaxesCurrent,,18965000.000,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,20768000.000,26019000.000,13648000.000,14651000.000,18000000.000,31470000.000,15000000.000,15314000.000,17812000.000,22931000.000,12474000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,-3393000.000,-3471000.000,-3549000.000,-5174000.000,-5034000.000,-4892000.000,-4751000.000,-4401000.000,-4285000.000,-4170000.000,-4054000.000,-4715000.000,-4586000.000
AdditionalPaidInCapital,,1752105000.000,1754636000.000,1755539000.000,1758796000.000,1759934000.000,1764170000.000,1762508000.000,1764875000.000,1754899000.000,1756799000.000,1748965000.000,1749574000.000,1732335000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,4000000.000,,,,3500000.000,,,,4200000.000,
Assets,1.000,4382018000.000,4283810000.000,4264977000.000,4649210000.000,4605488000.000,4525960000.000,4506321000.000,4644410000.000,4598104000.000,4610832000.000,4693679000.000,4942791000.000,4889874000.000
AssetsCurrent,,724348000.000,570928000.000,505182000.000,667501000.000,604444000.000,477519000.000,417347000.000,482845000.000,417611000.000,381456000.000,377173000.000,568923000.000,481132000.000
CapitalizationLongtermDebtAndEquity,,2984048000.000,2981400000.000,2972309000.000,2995348000.000,3040975000.000,3020201000.000,3012227000.000,3042860000.000,3059041000.000,3067638000.000,3054592000.000,3080726000.000,3137225000.000
CashAndCashEquivalentsAtCarryingValue,1.000,178646000.000,161326000.000,59685000.000,11943000.000,142502000.000,135886000.000,52974000.000,2433000.000,52657000.000,54257000.000,4513000.000,14663000.000,13206000.000
CashEquivalentsAtCarryingValue,,,,,,,,,,,26000000.000,,,
CommercialPaper,,,,700000000.000,42000000.000,0.000,0.000,0.000,12500000.000,0.000,0.000,41000000.000,145000000.000,85400000.000
