,2011-09-30,2012-09-30,2013-09-30
AccrualForEnvironmentalLossContingenciesIncreaseDecreaseForRevisionInEstimates,,-700000.000,
AccrualForEnvironmentalLossContingenciesPayments,,10119000.000,4807000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,304000.000,508000.000,587000.000
AllocatedShareBasedCompensationExpenseNetOfTax,,400000.000,447000.000
AmortizationOfFinancingCostsAndDiscounts,845000.000,747000.000,320000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,278385.000,
CapitalExpendituresIncurredButNotYetPaid,317000.000,370000.000,266000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,6718000.000,479000.000,29682000.000
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,-45000.000,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,,-751000.000,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,,1054000.000,-496000.000
ComprehensiveIncomeNetOfTax,-14273000.000,17227000.000,39810000.000
CostOfGoodsSold,150662000.000,119477000.000,128131000.000
CostOfGoodsSoldDepreciation,,13305000.000,13154000.000
CurrentFederalTaxExpenseBenefit,,,11930.000
CurrentIncomeTaxExpenseBenefit,,514000.000,
CurrentStateAndLocalTaxExpenseBenefit,,,-9.000
DeferredFederalIncomeTaxExpenseBenefit,,,-1131.000
DeferredIncomeTaxExpenseBenefit,8605000.000,-6648000.000,1722000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,,,1363.000
DepreciationAndAmortizationDiscontinuedOperations,,791000.000,
DepreciationDepletionAndAmortization,15216000.000,14491000.000,13453000.000
DepreciationNonproduction,,395000.000,299000.000
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,,4850000.000,-46000.000
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationsBeforeIncomeTax,,5059000.000,-74000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationBeforeIncomeTax,,643000.000,83000.000
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,506000.000,-90000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,,,-62000.000
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,,,-28000.000
DiscontinuedOperationTaxEffectOfOtherIncomeLossFromDispositionOfDiscontinuedOperation,,209000.000,
DisposalGroupIncludingDiscontinuedOperationRevenue,,44039000.000,
EarningsPerShareBasic,-0.960,3.350,2.990
EarningsPerShareDiluted,-0.960,3.300,2.870
EffectOfExchangeRateOnCashAndCashEquivalents,26000.000,-7000.000,
EffectiveIncomeTaxRateContinuingOperations,,-0.227,0.346
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,,0.054
EffectiveIncomeTaxRateReconciliationMinorityInterestIncomeExpense,,0.004,-0.020
EffectiveIncomeTaxRateReconciliationNondeductibleExpense,,0.014,0.002
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,,-0.007,0.007
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,0.041,0.034
EmployeeServiceShareBasedCompensationAllocationOfRecognizedPeriodCostsCapitalizedAmount,,508000.000,587000.000
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,,754000.000,1781000.000
EmployeeServiceShareBasedCompensationTaxBenefitFromCompensationExpense,,108000.000,140000.000
EnvironmentalRemediationExpense,6000000.000,700000.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,138000.000,826000.000
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,138000.000,826000.000
GainLossOnDispositionOfAssets,-16000.000,-77000.000,-3000.000
GainLossOnSaleOfBusiness,,5059000.000,
GainsLossesOnExtinguishmentOfDebt,,-1397000.000,-2835000.000
GrossProfit,58993000.000,66150000.000,86954000.000
IncomeLossFromContinuingOperations,,20332000.000,23133000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,934000.000,16566000.000,35376000.000
IncomeLossFromContinuingOperationsPerBasicShare,,2.690,2.980
IncomeLossFromContinuingOperationsPerDilutedShare,,2.650,2.860
IncomeLossFromDiscontinuedOperationsNetOfTax,,137000.000,145000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,4987000.000,99000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,0.660,0.010
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,0.650,0.010
IncomeTaxExpenseBenefit,8170000.000,-3766000.000,12243000.000
IncomeTaxExpenseBenefitContinuingOperations,,-3766000.000,
IncomeTaxExpenseBenefitIntraperiodTaxAllocation,,,12153.000
IncomeTaxesPaid,-2928000.000,,
IncomeTaxesPaidNet,,136000.000,14998000.000
IncreaseDecreaseInAccountsPayable,4641000.000,1109000.000,1306000.000
IncreaseDecreaseInAccountsReceivable,-5489000.000,-129000.000,-2863000.000
IncreaseDecreaseInAccruedLiabilities,-2205000.000,1456000.000,-1204000.000
IncreaseDecreaseInCustomerDeposits,,,21858000.000
IncreaseDecreaseInDeferredRevenue,,,6462000.000
IncreaseDecreaseInDeferredRevenueAndCustomerAdvancesAndDeposits,-5992000.000,-3413000.000,
IncreaseDecreaseInEmployeeRelatedLiabilities,1935000.000,2402000.000,3032000.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,2509000.000,2252000.000,-3034000.000
IncreaseDecreaseInInterestPayableNet,14000.000,-601000.000,-981000.000
IncreaseDecreaseInInventories,2956000.000,9996000.000,15220000.000
IncreaseDecreaseInOtherOperatingCapitalNet,659000.000,-35000.000,-1098000.000
IncreaseDecreaseInPensionAndPostretirementObligations,-350000.000,-2841000.000,1339000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1736000.000,299000.000,64000.000
InterestExpense,10521000.000,10173000.000,2996000.000
InterestPaid,9662000.000,10942000.000,5240000.000
LeaseAndRentalExpense,,1735000.000,1938000.000
NetCashProvidedByUsedInFinancingActivities,-900000.000,-39171000.000,-8297000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-900000.000,-39171000.000,-8297000.000
NetCashProvidedByUsedInInvestingActivities,-13151000.000,28010000.000,-13916000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-13151000.000,28010000.000,-13916000.000
NetCashProvidedByUsedInOperatingActivities,20743000.000,11647000.000,51895000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,20743000.000,11647000.000,51895000.000
NetIncomeLoss,-7236000.000,25319000.000,23232000.000
NonoperatingIncomeExpense,174000.000,38000.000,118000.000
OperatingExpenses,44641000.000,39066000.000,45865000.000
OperatingIncomeLoss,11281000.000,28098000.000,41089000.000
OtherComprehensiveIncomeDefinedBenefitPlansNetUnamortizedGainLossArisingDuringPeriodNetOfTax,-7023000.000,-8567000.000,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,-14000.000,,
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,158000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,475000.000,
OtherComprehensiveIncomeLossNetOfTax,,,16578000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentBeforeReclassificationAdjustmentsNetOfTax,,,-13668000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,-16420000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansBeforeReclassificationAdjustmentsTax,,,8466000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,-139000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,86000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansNetOfTax,,,2752000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIPensionAndOtherPostretirementBenefitPlansTax,,,1704000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,19000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,,12000.000
OtherOperatingIncome,2929000.000,1714000.000,
PaymentsForProceedsFromOtherInvestingActivities,,-131000.000,
PaymentsOfDebtIssuanceCosts,878000.000,,1386000.000
PaymentsToAcquirePropertyPlantAndEquipment,13151000.000,8788000.000,13916000.000
ProceedsFromDivestitureOfBusinessesNetOfCashDivested,,37418000.000,
ProceedsFromIssuanceOfCommonStock,48000.000,753000.000,1781000.000
ProceedsFromIssuanceOfLongTermDebt,,,60000000.000
RepaymentsOfLongTermDebtAndCapitalSecurities,70000.000,40017000.000,69518000.000
SalesRevenueGoodsNet,209655000.000,185627000.000,215085000.000
ShareBasedCompensation,304000.000,508000.000,587000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,0.000,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,0.490,0.490
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,0.009,0.006
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,525000.000,2910000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,3.460,5.410
StockIssuedDuringPeriodValueNewIssues,19000.000,891000.000,2607000.000
UnrecognizedTaxBenefitsDecreasesResultingFromPriorPeriodTaxPositions,,,1070000.000
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,,70000.000,-671000.000
UnrecognizedTaxBenefitsIncreasesResultingFromPriorPeriodTaxPositions,,28000.000,
ValuationAllowanceDeferredTaxAssetChangeInAmount,,-10420000.000,
WeightedAverageNumberOfDilutedSharesOutstanding,7517000.000,7663000.000,8101000.000
WeightedAverageNumberOfSharesIssuedBasic,,7554000.000,7772000.000
WeightedAverageNumberOfSharesOutstandingBasic,7517000.000,7554000.000,7772000.000
