,2014-04-30,2015-04-30,2016-04-30,2017-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-2756.000,-2874.000,-469.000,0.000
CurrentIncomeTaxExpenseBenefit,0.000,0.000,,
EarningsPerShareBasicAndDiluted,0.000,,0.000,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,0.340
GeneralAndAdministrativeExpense,0.000,0.000,-36329.000,38881.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,-38881.000
IncomeTaxExpenseBenefit,,,,0.000
IncomeTaxesPaid,,,,0.000
IncreaseDecreaseInAccountsPayable,,,,3755.000
IncreaseDecreaseInPrepaidExpense,,,,0.000
InterestPaid,,,,0.000
LegalFees,16400.000,9179.000,75000.000,60000.000
NetCashProvidedByUsedInFinancingActivities,14720.000,6501.000,35860.000,35126.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,14720.000,6501.000,35860.000,35126.000
NetCashProvidedByUsedInInvestingActivities,0.000,0.000,,0.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,0.000,,0.000
NetCashProvidedByUsedInOperatingActivities,-17476.000,-9375.000,-37329.000,-35126.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-17476.000,-9375.000,-37329.000,-35126.000
NetIncomeLoss,-17475.000,-9375.000,-36329.000,-38881.000
OperatingExpenses,17475.000,9375.000,,38881.000
OperatingIncomeLoss,-17475.000,-9375.000,,-38881.000
OtherCostAndExpenseOperating,509.000,,,
OtherGeneralExpense,563.000,180.000,,
ProceedsFromContributionsFromAffiliates,1520.000,1501.000,,
ProceedsFromIssuanceOfCommonStock,13200.000,5000.000,,
ProceedsFromRelatedPartyDebt,,,35860.000,35126.000
ProfitLoss,-17476.000,-9375.000,,
RepaymentOfNotesReceivableFromRelatedParties,0.000,0.000,,
Revenues,0.000,0.000,,0.000
SalesRevenueNet,0.000,0.000,,0.000
SellingAndMarketingExpense,3.000,16.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,6910000.000,6910000.000
WeightedAverageNumberOfSharesOutstandingBasic,,6721644.000,,
