,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,,,,,,,,,14000000.000,,,,27000000.000,,,,18000000.000,,,,56000000.000,,,,29000000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,24000000.000,,,,23000000.000,,,,27000000.000,,,,27000000.000,,,,22000000.000,,,,30000000.000,,,,31000000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,,,,,2000000.000,,,,11000000.000,,,,13000000.000,,,,27000000.000,,,,
AllocatedShareBasedCompensationExpense,,,,,21000000.000,31000000.000,34000000.000,40000000.000,26000000.000,24000000.000,25000000.000,35000000.000,,,,,,,,,,,,,
AmortizationOfAcquiredIntangibleAssets,,,,,,,,,3000000.000,3000000.000,3000000.000,,,,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,,,,2000000.000,2000000.000,1000000.000,1000000.000,1000000.000,2000000.000,1000000.000,2000000.000,4000000.000,6000000.000,,,
AmortizationOfFinancingCosts,,,,,,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,,,,,,
AmortizationOfFinancingCostsAndDiscounts,,,,,,,,,,,,,2000000.000,,,,2000000.000,,,,4000000.000,,4000000.000,,7000000.000
AmortizationOfIntangibleAssets,8000000.000,7000000.000,7000000.000,50000000.000,3000000.000,2000000.000,3000000.000,22000000.000,3000000.000,3000000.000,3000000.000,15000000.000,2000000.000,1000000.000,2000000.000,8000000.000,1000000.000,2000000.000,2000000.000,8000000.000,82000000.000,203000000.000,211000000.000,212000000.000,190000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,32000000.000,31000000.000,23000000.000,-61000000.000,20000000.000,20000000.000,24000000.000,-39000000.000,14000000.000,8000000.000,2000000.000,-19000000.000,,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-154000000.000,,,,-116000000.000,,,,340000000.000,,,,-131000000.000,,,,-383000000.000,,,,1049000000.000,,,,3000000.000
CommonStockDividendsPerShareDeclared,0.165,0.000,0.000,0.000,0.180,0.000,0.000,0.000,0.190,0.000,0.000,0.000,0.200,0.000,0.000,0.000,0.230,0.000,0.000,0.000,0.260,0.000,0.000,0.000,0.300
ComprehensiveIncomeNetOfTax,,,,,,,,,-69000000.000,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,542000000.000,338000000.000,90000000.000,56000000.000,423000000.000,94000000.000,276000000.000,402000000.000,387000000.000,357000000.000,136000000.000,224000000.000,288000000.000,185000000.000,-224000000.000,215000000.000,78000000.000,286000000.000,128000000.000,70000000.000,326000000.000,120000000.000,195000000.000,329000000.000,430000000.000
CostOfGoodsSoldDirectMaterials,,,,,,,,,260000000.000,179000000.000,111000000.000,503000000.000,225000000.000,187000000.000,156000000.000,431000000.000,209000000.000,156000000.000,195000000.000,361000000.000,247000000.000,,,,
CostsAndExpenses,775000000.000,679000000.000,592000000.000,1381000000.000,659000000.000,848000000.000,614000000.000,1284000000.000,737000000.000,620000000.000,621000000.000,1233000000.000,684000000.000,660000000.000,745000000.000,1136000000.000,736000000.000,712000000.000,794000000.000,1103000000.000,994000000.000,1338000000.000,1274000000.000,1590000000.000,1233000000.000
DeferredIncomeTaxExpenseBenefit,150000000.000,,,,65000000.000,,,,140000000.000,,,,6000000.000,,,,-3000000.000,,,,-63000000.000,,,,-80000000.000
DepreciationAndAmortization,26000000.000,,,,23000000.000,,,,24000000.000,,,,19000000.000,,,,20000000.000,,,,107000000.000,,,,224000000.000
DistributedEarnings,,,,,,,,,5000000.000,0.000,0.000,0.000,5000000.000,0.000,0.000,-1000000.000,4000000.000,0.000,0.000,0.000,2000000.000,0.000,0.000,0.000,0.000
