,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AccountsPayable,,,,4000.000,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,,,1925.000,1854.000,9440.000,2187.000,
AdditionalPaidInCapital,11755.000,11755.000,11755.000,11755.000,,19675.000,80766.000,405753.000,415748.000,478342.000,612398.000,612398.000,878531.000,872147.000
Assets,352.000,1311.000,,,,6175.000,421908.000,457139.000,531194.000,594663.000,606875.000,730623.000,1123208.000,833721.000
AssetsCurrent,,,1932.000,,,,,,,,,,,
BankOverdrafts,,,,,,,,,,,3153.000,,11312.000,3417.000
Cash,352.000,1311.000,,3891.000,,1175.000,665.000,1061.000,31361.000,11887.000,9644.000,41864.000,12904.000,10015.000
CashEquivalentsAtCarryingValue,,,1932.000,,,,,,,,,,,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-31846.000,,-62828.000,,,,,,,,,,,
DueFromRelatedParties,,,,,,,,,495.000,2095.000,,,,
Goodwill,,,,,,,356235.000,356235.000,356235.000,356235.000,356235.000,356235.000,356235.000,356235.000
Liabilities,19332.000,33333.000,51894.000,,,,,,,,,,,
PrepaidExpenseCurrentAndNoncurrent,,,,,,5000.000,,,,17820.000,17820.000,,,
SecurityDeposit,,,,,,,1500.000,3450.000,4750.000,21470.000,18085.000,25710.000,28755.000,29175.000
